N	2gram	Bakhtin_Pr_3	Marksizm
1	может быть	19	28
2	и в	34	19
3	как бы	27	19
4	и не	29	19
5	не может	19	18
6	точки зрения	8	17
7	то же	14	16
8	и его	16	16
9	как мы	7	15
10	в этом	16	15
11	таким образом	5	14
12	лишь в	5	14
13	в сущности	11	14
14	так сказать	2	14
15	чужого слова	5	13
16	не только	10	13
17	с точки	4	13
18	в нем	19	11
19	если бы	4	11
20	вовсе не	11	11
21	не в	9	10
22	в пределах	6	10
23	но и	12	10
24	том что	3	10
25	так и	6	10
26	речи в	2	10
27	для него	13	9
28	при этом	4	9
29	как и	18	9
30	самом деле	13	9
31	а не	9	9
32	слова в	7	8
33	отнюдь не	2	8
34	же время	12	8
35	не является	2	8
36	по отношению	5	8
37	в то	12	8
38	с его	6	8
39	чужое слово	2	8
40	отношению к	6	8
41	только в	6	8
42	никогда не	8	7
43	в том	3	7
44	его в	4	7
45	но в	16	7
46	прежде всего	15	7
47	внутренней речи	4	7
48	на самом	11	7
49	и для	8	7
50	к тому	5	6
51	ни в	4	6
52	и как	3	6
53	в самом	8	6
54	ни было	4	6
55	и все	19	6
56	между тем	3	6
57	более того	2	6
58	мы уже	6	6
59	во всех	2	6
60	слова и	10	6
61	быть и	2	6
62	хотя бы	5	6
63	самого начала	8	5
64	то ни	4	5
65	в большинстве	2	5
66	или иной	2	5
67	к нему	14	5
68	в форме	2	5
69	как слово	2	5
70	так же	8	5
71	и на	6	5
72	большинстве случаев	3	5
73	лишь на	2	5
74	к другому	20	5
75	и того	2	5
76	того же	2	5
77	в его	22	5
78	этого слова	7	5
79	все же	7	5
80	в той	2	5
81	с самого	8	5
82	отношении к	7	5
83	в душе	2	4
84	тому что	2	4
85	в отношении	9	4
86	это не	5	4
87	слова о	4	4
88	той или	2	4
89	все те	2	4
90	то что	11	4
91	мы видели	3	4
92	бы то	4	4
93	того что	5	4
94	с ними	6	4
95	сказать что	2	4
96	бы в	3	4
97	а как	2	4
98	как раз	4	4
99	смысле этого	2	4
100	что он	23	4
101	было бы	2	4
102	конечно не	2	4
103	вполне понятно	2	4
104	для себя	6	4
105	только на	4	4
106	в слове	5	4
107	и ее	2	4
108	в себе	6	4
109	ничего не	4	4
110	громадное значение	2	3
111	столь же	2	3
112	с другой	4	3
113	и от	5	3
114	да и	4	3
115	же слова	2	3
116	высшей степени	3	3
117	в ней	3	3
118	за пределы	2	3
119	со всею	2	3
120	если б	2	3
121	в котором	3	3
122	его и	3	3
123	а в	5	3
124	с этим	2	3
125	что оно	2	3
126	все эти	4	3
127	в другом	8	3
128	должно быть	3	3
129	для других	3	3
130	не было	2	3
131	о том	2	3
132	в высшей	3	3
133	так как	4	3
134	слово в	2	3
135	и лишь	2	3
136	сознания и	3	3
137	для его	2	3
138	не как	3	3
139	по себе	3	3
140	конечно в	2	3
141	в ее	3	3
142	еще не	4	3
143	бы он	4	3
144	он не	15	3
145	что и	5	3
146	в своей	3	3
147	только что	3	3
148	в отличие	2	3
149	той же	2	3
150	с другими	4	3
151	и то	3	3
152	во всяком	5	3
153	и это	4	3
154	отличие от	2	3
155	уже в	3	2
156	все время	5	2
157	диалога в	2	2
158	что в	7	2
159	что это	5	2
160	эти последние	2	2
161	в одной	3	2
162	и речь	2	2
163	не знает	6	2
164	вопрос о	2	2
165	его к	3	2
166	мы знаем	2	2
167	тому же	2	2
168	что они	6	2
169	до конца	3	2
170	о чем	2	2
171	и у	5	2
172	всяком случае	5	2
173	жизни и	3	2
174	себя самого	11	2
175	в своем	2	2
176	и даже	7	2
177	друг друга	2	2
178	как на	2	2
179	рядом с	4	2
180	но для	3	2
181	установкой на	3	2
182	и с	15	2
183	по крайней	3	2
184	даже и	4	2
185	он и	5	2
186	но как	4	2
187	в начале	4	2
188	того или	2	2
189	или как	2	2
190	стремится к	6	2
191	одно только	2	2
192	у него	4	2
193	определяется не	2	2
194	лежит в	2	2
195	в жизни	2	2
196	и почти	2	2
197	не с	2	2
198	но не	4	2
199	ли это	2	2
200	мы увидим	2	2
201	вне этой	2	2
202	и потому	2	2
203	в диалоге	5	2
204	крайней мере	3	2
205	и прежде	4	2
206	всем этим	2	2
207	бы не	2	2
208	а с	3	2
209	еще более	2	2
210	сводится к	3	2
211	что не	7	2
212	и он	2	2
213	без исключения	3	2
214	слова как	2	2
215	тем что	4	2
216	вступает в	2	2
217	в виде	4	2
218	на протяжении	5	2
219	все его	2	2
220	далеко не	3	2
221	там где	7	2
222	только с	3	2
223	от него	6	2
224	это было	3	2
225	вместе с	4	2
