N	2gram	Vygotskiy__1	Dialekti
1	т е	3	46
2	не есть	3	40
3	и не	16	30
4	и есть	5	19
5	а не	13	18
6	может быть	22	17
7	и т	26	17
8	ничего не	2	17
9	то что	32	16
10	и в	31	15
11	т д	8	15
12	стало быть	2	15
13	как бы	5	14
14	так как	18	14
15	точки зрения	15	14
16	что это	6	13
17	это есть	5	13
18	того что	10	13
19	по себе	9	13
20	прежде всего	4	11
21	и вот	3	11
22	в том	30	11
23	не может	17	11
24	ясно что	19	11
25	и все	5	11
26	в этом	12	11
27	в основе	2	10
28	потому что	10	10
29	том что	16	10
30	было бы	6	9
31	в виду	4	9
32	все это	8	9
33	мы не	12	9
34	и что	8	9
35	это и	3	9
36	то же	5	9
37	уже не	2	9
38	с точки	2	9
39	ни в	9	8
40	не в	11	8
41	в себе	4	8
42	и о	4	8
43	не только	13	8
44	в чем	2	8
45	и это	3	8
46	что в	23	7
47	должна быть	3	7
48	что оно	3	7
49	что мы	8	7
50	что он	7	7
51	как и	16	7
52	и его	7	7
53	только в	14	7
54	так что	5	6
55	хотя и	3	6
56	и тем	2	6
57	и даже	6	6
58	в результате	4	6
59	сказать что	7	6
60	вовсе не	6	6
61	если бы	6	6
62	в то	5	6
63	что и	13	6
64	сама по	2	5
65	так и	3	5
66	в своем	3	5
67	на то	10	5
68	но что	2	5
69	того чтобы	7	5
70	в нем	2	5
71	что она	6	5
72	но только	3	5
73	таким образом	20	5
74	о том	7	5
75	мы имеем	4	5
76	тогда когда	5	5
77	в жизни	2	5
78	быть в	2	5
79	есть не	2	5
80	что я	4	5
81	в сущности	10	5
82	только тогда	7	5
83	в себя	2	5
84	если мы	12	5
85	для того	6	5
86	что такое	2	5
87	и для	5	5
88	той же	3	5
89	в каком	2	5
90	оказывается что	5	4
91	что все	3	4
92	оно есть	2	4
93	и как	2	4
94	но это	3	4
95	в этой	3	4
96	что они	2	4
97	есть в	7	4
98	один из	4	4
99	жизни и	3	4
100	но и	2	4
101	тех или	2	4
102	так же	12	4
103	само по	5	4
104	или не	2	4
105	и с	2	4
106	в одном	2	4
107	с тем	3	4
108	отнюдь не	6	4
109	этом смысле	2	4
110	видим что	2	4
111	мы видим	5	4
112	она не	5	4
113	как раз	2	4
114	бы в	2	4
115	должны быть	3	4
116	тому как	7	4
117	в силу	3	4
118	в его	6	4
119	подобно тому	5	4
120	или иное	2	3
121	та же	3	3
122	не всегда	2	3
123	в собственном	3	3
124	тем самым	2	3
125	и если	4	3
126	и той	3	3
127	для всех	4	3
128	и следовательно	2	3
129	себя и	2	3
130	совершенно не	5	3
131	к жизни	2	3
132	есть только	2	3
133	с этим	3	3
134	что здесь	2	3
135	то на	2	3
136	с ним	2	3
137	но в	3	3
138	только не	3	3
139	к этому	4	3
140	у нас	4	3
141	только о	2	3
142	когда она	2	3
143	в своей	3	3
144	как таковое	2	3
145	и потому	2	3
146	со стороны	4	3
147	говорит о	2	3
148	при помощи	20	3
149	когда он	2	3
150	бы и	2	3
151	как в	9	3
152	на основании	7	3
153	одной и	4	3
154	она в	2	3
155	из которых	3	3
156	то или	2	3
157	и то	2	3
158	мы можем	4	3
159	могут быть	11	3
160	в области	11	3
161	от него	2	3
162	не менее	2	2
163	не могут	3	2
164	она должна	2	2
165	в частности	3	2
166	чувства и	2	2
167	и без	2	2
168	с этой	4	2
169	из этих	6	2
170	точно так	3	2
171	человека и	2	2
172	представление о	3	2
173	главным образом	2	2
174	вопрос о	3	2
175	показывает что	5	2
176	что на	3	2
177	собственном смысле	3	2
178	без всякого	2	2
179	может дать	2	2
180	совершенно ясно	19	2
181	заключается в	7	2
182	и может	2	2
183	не дает	2	2
184	что с	2	2
185	при этом	19	2
186	случае не	2	2
187	в самом	11	2
188	от себя	4	2
189	совпадает с	4	2
190	никогда не	8	2
191	в котором	4	2
192	был бы	5	2
193	но мы	3	2
194	из них	2	2
195	и их	2	2
196	есть нечто	2	2
197	другой стороны	5	2
198	то и	2	2
199	и только	3	2
200	не было	3	2
201	от того	3	2
202	этой точки	5	2
203	во внимание	2	2
204	и по	3	2
205	искусством и	2	2
206	и так	4	2
207	и когда	3	2
208	но как	2	2
209	во всем	3	2
210	что даже	2	2
211	как это	4	2
212	если она	2	2
213	тот кто	2	2
214	нашего исследования	3	2
215	тем или	2	2
216	в них	2	2
217	я думаю	2	2
218	и во	2	2
219	в ее	5	2
220	все же	5	2
221	не будет	3	2
222	в качестве	2	2
223	все что	3	2
224	бы ни	2	2
225	ту или	2	2
226	же тогда	2	2
227	никак не	4	2
228	что есть	2	2
229	себе не	3	2
230	тем не	2	2
231	вместе с	8	2
232	что же	2	2
233	художественное произведение	10	2
234	и тогда	2	2
235	тех же	2	2
236	только что	2	2
237	что по	3	2
238	во всяком	8	2
239	мы получаем	2	2
240	как будто	5	2
241	что эта	3	2
242	это все	3	2
243	в которой	4	2
244	отличие от	4	2
