N	2gram	Vinokur_St_3	Problema
1	и в	25	44
2	вовсе не	2	37
3	и не	10	35
4	то есть	2	34
5	может быть	19	28
6	потому что	5	25
7	не просто	2	23
8	то что	12	23
9	в том	20	21
10	только в	6	19
11	а не	5	18
12	в этом	24	17
13	сказать что	4	16
14	не только	12	14
15	не в	6	13
16	и т	8	13
17	т д	2	13
18	то же	5	13
19	так что	11	12
20	но в	5	12
21	том что	15	12
22	не является	3	11
23	не менее	2	10
24	но и	9	10
25	в виду	2	10
26	у нас	4	10
27	как и	4	10
28	тем не	2	10
29	так и	5	10
30	это не	7	9
31	и тем	4	9
32	не имеет	2	9
33	и с	4	9
34	как бы	6	9
35	так как	3	9
36	что он	19	9
37	в то	7	9
38	в его	12	9
39	во всяком	4	9
40	и это	5	9
41	таким образом	10	9
42	что в	19	8
43	или иной	2	8
44	ни в	5	8
45	того что	5	8
46	что мы	3	8
47	при помощи	2	8
48	но это	4	8
49	было бы	7	8
50	он не	5	8
51	как раз	3	8
52	как мы	2	8
53	связи с	3	8
54	с другой	5	7
55	не может	7	7
56	в связи	3	7
57	уже не	3	7
58	все эти	3	7
59	мы находим	2	7
60	и что	3	7
61	здесь только	2	7
62	мы не	2	7
63	никогда не	2	6
64	для этого	2	6
65	можно сказать	4	6
66	и если	3	6
67	всяком случае	4	6
68	в целом	4	6
69	такого рода	5	6
70	и только	2	6
71	у пушкина	22	6
72	и к	4	6
73	о том	8	6
74	все же	4	6
75	в виде	3	6
76	не было	4	5
77	в конце	6	5
78	крайней мере	4	5
79	нас не	2	5
80	что они	2	5
81	с тем	4	5
82	как о	2	5
83	в ней	4	5
84	другой стороны	5	5
85	все это	8	5
86	то и	2	5
87	а в	6	5
88	точки зрения	7	5
89	и здесь	3	5
90	что здесь	4	5
91	по крайней	4	5
92	еще не	2	5
93	гораздо более	2	5
94	в своей	4	5
95	как в	6	5
96	и его	3	5
97	этого слова	2	5
98	тому что	3	4
99	время как	4	4
100	отличается от	4	4
101	заключается в	2	4
102	но как	2	4
103	то время	4	4
104	а также	4	4
105	нет никакого	3	4
106	в чем	4	4
107	или в	2	4
108	тем что	19	4
109	в каком	4	4
110	уже в	3	3
111	каждый раз	2	3
112	что это	16	3
113	что у	2	3
114	прежде всего	10	3
115	на то	5	3
116	к тому	2	3
117	без всякого	2	3
118	но все	2	3
119	это есть	4	3
120	в этой	14	3
121	для него	3	3
122	кроме того	3	3
123	в самом	2	3
124	пушкина и	6	3
125	на себе	2	3
126	и такие	2	3
127	не так	3	3
128	что для	3	3
129	с этой	3	3
130	в которых	2	3
131	ни на	2	3
132	том смысле	2	3
133	конце концов	3	3
134	и ни	2	3
135	если бы	4	3
136	для его	2	3
137	значит и	2	3
138	об этом	5	3
139	о которых	3	3
140	говорить о	3	3
141	то в	4	3
142	тем более	3	3
143	но не	2	3
144	а то	2	3
145	в качестве	4	3
146	его как	3	3
147	из этого	4	3
148	самом деле	2	3
149	и тогда	2	3
150	что такое	7	3
151	и ее	2	3
152	есть в	2	3
153	это за	2	3
154	ничего не	4	3
155	не был	2	2
156	за себя	2	2
157	в этих	11	2
158	все они	3	2
159	в отношении	2	2
160	того же	2	2
161	не столько	2	2
162	но также	2	2
163	что все	3	2
164	всех этих	3	2
165	этого термина	2	2
166	до сих	2	2
167	i и	2	2
168	нас к	2	2
169	между собою	2	2
170	в котором	5	2
171	с ее	2	2
172	и за	2	2
173	от того	2	2
174	в их	3	2
175	по мнению	3	2
176	с одной	2	2
177	произведения и	2	2
178	и по	2	2
179	его не	2	2
180	как на	6	2
181	в результате	2	2
182	с этим	7	2
183	он и	2	2
184	в начале	4	2
185	с которыми	2	2
186	мы имеем	5	2
187	а как	4	2
188	скупой рыцарь	2	2
189	и более	3	2
190	это в	4	2
191	на котором	2	2
192	то он	2	2
193	и во	2	2
194	нельзя сказать	3	2
195	в стихотворении	3	2
196	эту вещь	2	2
197	и может	2	2
198	между прочим	3	2
199	во всех	2	2
200	дело не	2	2
201	вместе с	2	2
202	сих пор	2	2
203	только что	2	2
204	слова как	2	2
205	только тогда	2	2
206	а с	2	2
207	из которых	4	2
208	и у	2	2
209	и для	4	2
210	с точки	4	2
211	другое дело	3	2
212	и всегда	2	2
213	могут быть	2	2
214	в другом	3	2
215	жизни но	2	2
216	в которой	4	2
217	это было	8	2
