N	2gram	Propp_Isto_1	Myshleni
1	в том	9	28
2	и в	28	28
3	то что	9	28
4	в этом	8	27
5	того что	4	24
6	потому что	4	22
7	не может	15	19
8	том что	7	19
9	таким образом	8	18
10	что он	10	18
11	только в	11	18
12	что в	12	17
13	в силу	5	17
14	не только	12	16
15	так же	7	15
16	может быть	25	13
17	сказать что	5	13
18	и не	9	11
19	как бы	2	11
20	что мы	7	11
21	к тому	6	10
22	как мы	3	10
23	но и	10	10
24	по отношению	3	10
25	так как	6	10
26	но не	5	10
27	отношению к	3	10
28	могли бы	3	9
29	между собой	4	9
30	было бы	7	9
31	никогда не	14	8
32	мы видели	2	8
33	еще не	7	8
34	тем что	3	8
35	самого начала	2	7
36	показывает что	3	7
37	с самого	2	7
38	если бы	8	7
39	в нем	2	7
40	в своем	5	7
41	мы видим	11	7
42	он не	2	7
43	вместе с	6	7
44	то же	12	7
45	между ними	2	7
46	можно было	5	7
47	там где	4	7
48	же как	2	6
49	так что	4	6
50	и как	2	6
51	и что	10	6
52	для него	2	6
53	в то	3	6
54	же самое	3	6
55	когда мы	2	6
56	тогда когда	2	6
57	его в	6	6
58	как и	4	6
59	то время	3	6
60	так и	9	6
61	приводит к	2	6
62	как раз	2	6
63	мы не	10	6
64	в области	2	6
65	не могут	2	5
66	это не	7	5
67	вопрос о	5	5
68	в пределах	4	5
69	друг с	4	5
70	и тем	2	5
71	в свете	2	5
72	время как	3	5
73	и на	4	5
74	но в	8	5
75	с тем	4	5
76	в зависимости	2	5
77	зависимости от	2	5
78	с другом	3	5
79	того как	3	5
80	могут быть	4	5
81	в этой	6	5
82	я не	3	4
83	именно в	3	4
84	в частности	2	4
85	на то	4	4
86	мы знаем	4	4
87	не в	9	4
88	на этом	3	4
89	например в	5	4
90	на этот	2	4
91	но если	2	4
92	с этим	4	4
93	они не	4	4
94	на основе	5	4
95	мы имеем	13	4
96	заключить что	2	4
97	он должен	2	4
98	ясно что	2	4
99	в качестве	5	4
100	установить что	4	4
101	относится к	2	4
102	что и	6	4
103	во всех	2	4
104	на первых	2	4
105	с несомненностью	2	4
106	связь между	3	4
107	в себе	2	4
108	которые в	2	4
109	за собой	2	3
110	что их	2	3
111	зависит от	2	3
112	а по	2	3
113	как это	3	3
114	при этом	3	3
115	связи и	2	3
116	по мере	2	3
117	но мы	2	3
118	в целом	2	3
119	в их	3	3
120	и только	2	3
121	и по	3	3
122	действия и	3	3
123	в основе	4	3
124	и здесь	7	3
125	по своей	2	3
126	бы в	2	3
127	начинается с	3	3
128	от этого	2	3
129	видели что	3	3
130	должен был	3	3
131	развития как	2	3
132	мы нашли	2	3
133	связанные с	2	3
134	по себе	3	3
135	связи с	4	3
136	связано с	2	3
137	до сих	5	3
138	мы должны	13	3
139	не по	2	3
140	один из	4	3
141	в его	5	3
142	с ней	2	3
143	сих пор	5	3
144	как в	2	3
145	а не	15	3
146	что такое	2	3
147	и его	3	3
148	этот вопрос	7	3
149	представляет собой	4	3
150	не знает	5	3
151	с того	3	3
152	как оно	2	3
153	представляют собой	6	3
154	отношения к	2	3
155	не менее	6	2
156	на вопрос	2	2
157	и другие	4	2
158	в этих	7	2
159	для этого	3	2
160	всего сказанного	2	2
161	точку зрения	3	2
162	с другой	6	2
163	раньше чем	4	2
164	была бы	2	2
165	прежде всего	10	2
166	в меньшей	2	2
167	а только	2	2
168	для нас	13	2
169	но это	4	2
170	и другое	2	2
171	в пользу	2	2
172	этого вопроса	3	2
173	одним из	2	2
174	так если	2	2
175	и от	2	2
176	в котором	3	2
177	и др	7	2
178	исходит из	3	2
179	из них	3	2
180	если мы	3	2
181	все это	4	2
182	другой стороны	5	2
183	меньшей мере	2	2
184	в связи	4	2
185	образом мы	2	2
186	все эти	4	2
187	с ним	2	2
188	том как	2	2
189	поэтому он	2	2
190	для всех	2	2
191	были бы	2	2
192	на котором	3	2
193	представления о	3	2
194	в такой	2	2
195	раз и	3	2
196	в одном	5	2
197	не с	3	2
198	увидим ниже	2	2
199	по существу	5	2
200	для объяснения	2	2
201	означает что	4	2
202	из этого	2	2
203	что если	2	2
204	ключ к	3	2
205	и между	2	2
206	еще в	2	2
207	все же	10	2
208	первых порах	2	2
209	когда он	6	2
210	ее в	5	2
211	дело с	2	2
212	не на	2	2
213	а в	7	2
214	в иной	4	2
215	нас в	2	2
216	к которому	5	2
217	в другом	3	2
218	эту точку	2	2
219	что они	5	2
