N	2gram	Tiupa_Hudo_1	EvropaiC
1	в том	12	31
2	и в	14	24
3	том что	16	20
4	все эти	3	19
5	не может	7	18
6	то что	8	17
7	может быть	5	15
8	все же	3	15
9	точки зрения	5	13
10	в своем	4	12
11	до сих	2	12
12	сих пор	2	12
13	самом деле	5	12
14	в этом	11	12
15	все это	2	11
16	между тем	8	11
17	с этим	3	11
18	отношению к	8	10
19	мы знаем	2	10
20	как бы	7	10
21	по отношению	8	10
22	так и	13	10
23	на то	4	9
24	при этом	12	9
25	в результате	2	9
26	как и	9	9
27	что в	6	9
28	не в	7	8
29	в самом	4	8
30	если бы	3	8
31	и все	4	8
32	ясно что	2	8
33	а и	2	8
34	с точки	3	8
35	не менее	5	7
36	к тому	7	7
37	но и	5	7
38	и не	2	7
39	и что	2	7
40	по своей	4	7
41	о котором	2	7
42	о том	12	7
43	что он	9	7
44	на самом	2	7
45	того чтобы	3	7
46	так что	2	6
47	в этой	8	6
48	несмотря на	4	6
49	того что	4	6
50	и на	3	6
51	с ним	4	6
52	еще не	7	6
53	тогда как	7	6
54	в мире	3	6
55	только в	5	6
56	именно в	7	5
57	столь же	4	5
58	и от	4	5
59	у него	9	5
60	в целом	2	5
61	как к	3	5
62	и с	4	5
63	потому что	5	5
64	его в	3	5
65	но в	5	5
66	ничем не	3	5
67	и к	4	5
68	в то	8	5
69	по своему	3	5
70	что при	3	5
71	в его	8	5
72	не только	12	5
73	и для	3	5
74	лишь в	3	5
75	в себе	11	5
76	как будто	4	5
77	на вопрос	2	4
78	тех кто	2	4
79	никогда не	6	4
80	та же	4	4
81	в конце	4	4
82	в такой	2	4
83	тем не	4	4
84	хотя и	2	4
85	из них	4	4
86	в их	2	4
87	должно быть	2	4
88	связи с	4	4
89	мы уже	4	4
90	иначе говоря	2	4
91	он не	4	4
92	то же	9	4
93	а с	2	4
94	в таком	3	4
95	же как	2	3
96	в этих	5	3
97	вопрос о	2	3
98	так или	2	3
99	в нем	3	3
100	и по	3	3
101	а в	7	3
102	это не	7	3
103	в начале	2	3
104	и потому	2	3
105	прежде всего	11	3
106	от него	3	3
107	даже в	3	3
108	только что	4	3
109	или иначе	2	3
110	в связи	3	3
111	и это	4	3
112	в частности	5	2
113	себя и	2	2
114	тому что	4	2
115	что у	3	2
116	с этой	2	2
117	что на	2	2
118	как мы	3	2
119	для него	10	2
120	такой же	3	2
121	на этом	3	2
122	же время	8	2
123	от себя	2	2
124	в ней	4	2
125	с ее	2	2
126	каждого человека	2	2
127	на том	2	2
128	что она	4	2
129	заключает в	2	2
130	то и	3	2
131	они не	2	2
132	в глазах	6	2
133	с ними	2	2
134	не следует	2	2
135	и так	2	2
136	но как	2	2
137	говорить о	3	2
138	не было	4	2
139	же мало	2	2
140	отнюдь не	3	2
141	же касается	2	2
142	то в	4	2
143	одна из	2	2
144	но не	3	2
145	она не	4	2
146	ближе к	2	2
147	было бы	6	2
148	жизни и	5	2
149	на себе	2	2
150	на него	2	2
151	что же	2	2
152	но с	2	2
153	в себя	2	2
154	совершенно иной	2	2
155	в другом	2	2
156	не знает	2	2
157	и поэтому	2	2
