N	2gram	Vinokur_Ku_2	Problema
1	то что	9	38
2	и не	16	37
3	вовсе не	9	37
4	и в	23	35
5	сказать что	4	24
6	не только	20	24
7	том что	11	19
8	даже и	2	18
9	может быть	15	18
10	у нас	12	18
11	что такое	3	18
12	в этом	18	17
13	но и	7	16
14	и вообще	2	16
15	в языке	10	15
16	что мы	6	14
17	только в	5	14
18	не менее	7	13
19	и что	8	13
20	потому что	25	13
21	во всяком	5	13
22	не может	9	13
23	тем не	6	12
24	в том	19	12
25	того что	3	12
26	также и	5	12
27	хотя бы	9	12
28	что в	10	11
29	прежде всего	8	11
30	не просто	2	11
31	и даже	2	11
32	никак не	3	11
33	всяком случае	5	10
34	и с	7	10
35	говорить о	4	10
36	еще не	5	10
37	да и	6	10
38	а не	10	10
39	в данном	4	10
40	и то	5	10
41	ничего не	4	10
42	если мы	4	9
43	для нас	4	9
44	в этой	6	9
45	что же	5	9
46	только о	2	8
47	уже не	8	8
48	было бы	15	8
49	в виду	3	8
50	этого термина	2	8
51	ясно что	5	8
52	по себе	10	8
53	как раз	3	8
54	все же	7	8
55	казалось бы	3	7
56	в конце	4	7
57	этом случае	2	7
58	смысле слова	2	7
59	все эти	12	7
60	не имеет	4	7
61	того или	2	7
62	в его	5	7
63	конце концов	3	7
64	так и	4	7
65	бы и	4	7
66	так как	15	7
67	тем самым	2	7
68	можно ли	4	6
69	с другой	8	6
70	что все	5	6
71	можно сказать	4	6
72	а только	3	6
73	ни в	4	6
74	но это	3	6
75	так или	2	6
76	был бы	2	6
77	и т	39	6
78	а именно	2	6
79	т д	14	6
80	в то	4	6
81	на то	4	6
82	по крайней	6	6
83	крайней мере	6	6
84	и для	2	6
85	или иначе	3	6
86	но в	11	6
87	как будто	2	6
88	и вовсе	2	6
89	в области	11	6
90	в частности	2	5
91	в самом	12	5
92	отнюдь не	4	5
93	данном случае	2	5
94	языка и	8	5
95	в связи	4	5
96	или иного	2	5
97	с этим	3	5
98	с одной	2	5
99	так же	4	5
100	и на	6	5
101	и более	2	5
102	и все	2	5
103	этом смысле	5	5
104	как и	2	5
105	связи с	3	5
106	но уже	2	5
107	то же	6	5
108	как мы	3	5
109	под этим	2	5
110	что не	6	5
111	другой стороны	7	5
112	можно было	9	5
113	будто бы	2	5
114	еще и	2	5
115	и это	3	5
116	не могут	5	4
117	не говоря	2	4
118	что если	2	4
119	и есть	2	4
120	в своем	2	4
121	в отношении	2	4
122	что на	4	4
123	подобного рода	5	4
124	есть в	3	4
125	и следовательно	2	4
126	как бы	4	4
127	говоря уже	2	4
128	и тем	5	4
129	что она	3	4
130	все это	5	4
131	мы говорим	2	4
132	таким образом	5	4
133	но только	4	4
134	всякого рода	2	4
135	заключается в	2	4
136	а в	3	4
137	в результате	4	4
138	и здесь	5	4
139	уже о	3	4
140	тем что	3	4
141	всех этих	3	4
142	если бы	12	4
143	представить себе	2	4
144	что он	5	4
145	но не	6	4
146	тех пор	2	4
147	тот же	5	4
148	и о	4	4
149	гораздо более	3	4
150	на самом	2	4
151	самом деле	9	4
152	то и	3	4
153	в каком	4	4
154	слова и	5	4
155	не все	3	4
156	уже в	3	3
157	но даже	2	3
158	в нашем	7	3
159	и от	2	3
160	точно так	3	3
161	вопрос о	9	3
162	к тому	4	3
163	что они	2	3
164	в нашей	4	3
165	несмотря на	5	3
166	и если	2	3
167	хотя и	4	3
168	один из	5	3
169	в их	2	3
170	для этого	3	3
171	о значении	2	3
172	не было	4	3
173	при этом	2	3
174	этой области	4	3
175	здесь мы	2	3
176	лишь в	5	3
177	и по	3	3
178	что для	2	3
179	не знает	3	3
180	в своих	2	3
181	языка в	3	3
182	о котором	2	3
183	мы должны	2	3
184	могли бы	2	3
185	а это	2	3
186	то не	2	3
187	с тем	2	3
188	говорим о	2	3
189	что слово	3	3
190	о которых	3	3
191	это и	3	3
192	нельзя было	2	3
193	она не	2	3
194	только как	2	3
195	мы в	2	3
196	на том	2	3
197	мы скажем	2	3
198	оно не	2	3
199	слова как	3	3
200	все равно	2	3
201	можно говорить	2	3
202	для того	9	3
203	то или	3	3
204	быть только	2	3
205	это только	2	3
206	указание на	3	3
207	в таких	3	3
208	смысла и	2	2
209	перед нами	4	2
210	или иное	3	2
211	этот термин	2	2
212	самым мы	2	2
213	случае если	2	2
214	свое место	2	2
215	язык не	2	2
216	мы могли	2	2
217	то тем	2	2
218	здесь то	2	2
219	но зато	2	2
220	в той	2	2
221	не в	8	2
222	но все	4	2
223	знает что	3	2
224	по поводу	2	2
225	из которых	3	2
226	или о	2	2
227	в зависимости	4	2
228	к нему	2	2
229	на этой	4	2
230	хотелось бы	2	2
231	сводится к	3	2
232	вообще и	2	2
233	отличается от	3	2
234	язык и	2	2
235	что оно	3	2
236	или в	4	2
237	должно быть	4	2
238	само по	5	2
239	в ней	3	2
240	же и	2	2
241	точки зрения	14	2
242	том случае	2	2
243	сознания и	2	2
244	это в	2	2
245	а главное	3	2
246	русском языке	10	2
247	в них	4	2
248	утверждать что	2	2
249	об этом	5	2
250	языка как	2	2
251	зависимости от	5	2
252	в качестве	8	2
253	ли это	2	2
254	в корне	2	2
255	конечно не	2	2
256	по преимуществу	2	2
257	он не	3	2
258	но вот	2	2
259	а также	3	2
260	речь идет	2	2
261	что и	3	2
262	вместе с	5	2
263	но можно	2	2
264	совершенно не	3	2
265	чтобы не	2	2
266	того чтобы	11	2
267	той же	2	2
268	роль в	2	2
269	на это	3	2
270	здесь не	3	2
271	не то	2	2
