N	2gram	Nazirov_Tv_1	Istorich
1	и в	21	24
2	что он	6	21
3	не только	7	21
4	и т	3	17
5	может быть	5	14
6	не может	4	14
7	в этих	2	13
8	что в	12	13
9	как в	8	12
10	в этом	6	12
11	но и	3	11
12	это не	4	10
13	у него	7	10
14	том что	11	10
15	а в	6	10
16	и другие	3	9
17	с другой	3	9
18	не в	2	9
19	все же	5	9
20	о том	6	9
21	потому что	5	9
22	что и	2	8
23	все это	10	8
24	то же	13	8
25	а не	5	8
26	или в	2	8
27	так как	3	8
28	один из	4	7
29	в том	7	7
30	одна из	2	7
31	то что	8	7
32	вместе с	2	7
33	таким образом	5	7
34	об этом	2	6
35	как и	12	6
36	так же	3	6
37	но не	3	6
38	в нем	3	6
39	он не	8	6
40	и все	6	6
41	того что	3	6
42	только в	5	6
43	не менее	6	5
44	дело не	3	5
45	так и	2	5
46	что она	2	5
47	здесь мы	2	5
48	в чем	2	5
49	с ним	3	5
50	в русской	5	5
51	героя и	2	5
52	но в	7	5
53	никогда не	3	4
54	вовсе не	5	4
55	тем не	2	4
56	представляет собой	3	4
57	при этом	7	4
58	одной из	4	4
59	своего рода	4	4
60	как бы	17	4
61	в их	3	4
62	и не	7	4
63	в данном	2	4
64	уже в	3	3
65	с его	11	3
66	не столько	2	3
67	в качестве	2	3
68	представление о	3	3
69	так что	2	3
70	в дальнейшем	3	3
71	здесь нет	2	3
72	при помощи	2	3
73	когда он	2	3
74	ее в	3	3
75	данном случае	2	3
76	и наконец	2	3
77	и даже	3	3
78	и он	2	3
79	и по	3	3
80	и его	6	3
81	приходит к	3	3
82	но это	5	3
83	не случайно	4	3
84	хотя и	3	3
85	на земле	3	2
86	перед нами	2	2
87	не будет	2	2
88	того же	2	2
89	та же	4	2
90	и от	4	2
91	причем в	2	2
92	герой в	2	2
93	к этому	2	2
94	прежде всего	4	2
95	в литературе	2	2
96	в то	15	2
97	что его	2	2
98	говорит о	3	2
99	отсюда же	2	2
100	тот же	2	2
101	на его	3	2
102	в самом	3	2
103	не имеют	4	2
104	он говорит	3	2
105	к ней	2	2
106	и когда	2	2
107	в основном	4	2
108	в котором	6	2
109	если в	2	2
110	и тем	2	2
111	на том	2	2
112	не по	3	2
113	точно так	2	2
114	уже не	3	2
115	него есть	2	2
116	там же	3	2
117	это как	3	2
118	что не	2	2
119	и у	2	2
120	не так	3	2
121	в которой	3	2
122	сказать что	2	2
123	в основе	2	2
124	из них	2	2
125	в одной	2	2
126	но он	2	2
127	известно что	2	2
128	и на	7	2
129	только на	2	2
130	в один	2	2
