N	2gram	Tiupa_Lite_1	Myslijsy
1	то есть	6	34
2	потому что	3	33
3	то что	10	29
4	может быть	13	26
5	таким образом	3	24
6	в том	16	23
7	и в	8	23
8	в этом	12	23
9	в слове	2	22
10	и не	12	18
11	что в	3	17
12	при этом	19	15
13	только в	8	15
14	как и	6	14
15	в себе	7	14
16	то же	5	14
17	того что	6	14
18	том что	14	12
19	не было	3	12
20	а не	16	12
21	что я	2	11
22	но и	17	11
23	не в	8	11
24	не может	5	11
25	по отношению	3	10
26	не только	24	10
27	тем что	2	10
28	не есть	2	9
29	между тем	2	9
30	в своем	11	8
31	было бы	2	8
32	то это	2	8
33	отношению к	2	8
34	о том	2	8
35	но в	3	8
36	это не	4	7
37	в нем	2	7
38	в силу	4	7
39	могут быть	2	7
40	как в	5	7
41	что такое	2	7
42	поэзии и	2	7
43	человеческого духа	2	6
44	что не	2	6
45	так и	4	6
46	уже в	5	5
47	для него	2	5
48	в его	7	5
49	как бы	7	5
50	не менее	7	5
51	а в	3	5
52	во всяком	3	5
53	тем более	2	5
54	и то	2	5
55	что он	5	4
56	тем не	2	4
57	тогда как	13	4
58	по поводу	2	4
59	и тем	4	4
60	да и	3	4
61	только на	2	4
62	то и	2	4
63	тем самым	5	4
64	хотя бы	2	4
65	точки зрения	6	4
66	в данном	5	4
67	в сознании	2	4
68	в то	5	4
69	его в	3	4
70	себе в	2	3
71	и есть	3	3
72	все более	2	3
73	никогда не	4	3
74	связи с	6	3
75	так называемых	2	3
76	человека и	2	3
77	же время	5	3
78	еще не	4	3
79	к тому	2	3
80	например в	3	3
81	в самом	3	3
82	мы в	2	3
83	в виду	3	3
84	всяком случае	2	3
85	нет ничего	2	3
86	со стороны	4	3
87	и только	2	3
88	бы не	3	3
89	той же	3	3
90	все эти	2	3
91	уже не	7	3
92	лишь в	4	3
93	самом деле	2	3
94	более чем	3	3
95	ведет к	4	3
96	в искусстве	2	3
97	ту же	2	3
98	с точки	2	3
99	нашего времени	2	3
100	тому как	2	2
101	я не	7	2
102	состоит в	11	2
103	том же	3	2
104	говоря словами	3	2
105	превращается в	2	2
106	столь же	4	2
107	с другой	3	2
108	то он	2	2
109	не как	4	2
110	из этих	2	2
111	и я	6	2
112	а как	2	2
113	для понимания	2	2
114	отношения между	2	2
115	в сознание	3	2
116	в сущности	2	2
117	и др	3	2
118	так или	8	2
119	даже в	2	2
120	один из	3	2
121	в мире	2	2
122	этом в	3	2
123	если оно	2	2
124	на том	2	2
125	данном случае	4	2
126	художественное произведение	2	2
127	и прежде	3	2
128	и вполне	2	2
129	дело не	2	2
130	что его	3	2
131	и даже	3	2
132	друг друга	4	2
133	и его	4	2
134	во многих	2	2
135	можно было	2	2
136	или иначе	9	2
137	в своих	4	2
138	подобно тому	2	2
139	я в	5	2
140	эта мысль	2	2
141	в области	3	2
