N	2gram	Tiupa_Narr_1	Istorich
1	и в	19	28
2	может быть	25	25
3	не может	10	15
4	а не	12	15
5	никогда не	3	14
6	мы имеем	2	13
7	что в	3	12
8	то же	4	12
9	не только	32	12
10	только в	4	11
11	что он	6	10
12	все же	7	10
13	прежде всего	4	10
14	но и	23	10
15	в том	18	9
16	о том	6	9
17	то что	11	9
18	и не	20	9
19	не в	14	9
20	так и	9	9
21	что это	3	8
22	не всегда	2	8
23	в этом	17	8
24	но в	6	8
25	это не	2	7
26	том что	14	7
27	еще не	7	7
28	было бы	4	7
29	в ней	3	7
30	и др	2	7
31	а в	11	7
32	так же	2	7
33	что мы	2	7
34	с другой	8	6
35	не менее	3	6
36	к тому	7	6
37	тем не	3	6
38	вслед за	4	6
39	когда он	3	6
40	в этой	5	6
41	его в	2	6
42	представляют собой	2	6
43	должна быть	2	5
44	по существу	2	5
45	в силу	4	5
46	что они	3	5
47	восходит к	3	5
48	более или	2	5
49	но не	5	5
50	например в	2	5
51	в качестве	21	5
52	или менее	2	5
53	другой стороны	4	5
54	в своем	2	5
55	можно было	2	5
56	или в	2	5
57	сказать что	4	5
58	героя в	8	5
59	в его	9	5
60	к которому	2	5
61	связи с	4	4
62	между собой	2	4
63	в пределах	2	4
64	но все	4	4
65	представляет собой	13	4
66	одной стороны	7	4
67	даже в	2	4
68	один из	3	4
69	на него	3	4
70	а именно	3	4
71	в связи	2	4
72	с одной	7	4
73	как и	7	4
74	и даже	3	4
75	хотя бы	4	4
76	и для	2	4
77	и с	4	4
78	в иной	2	4
79	и на	3	4
80	в основе	5	4
81	могут быть	3	4
82	они не	2	4
83	как будто	3	4
84	как правило	4	4
85	все эти	2	4
86	здесь не	4	4
87	не все	5	4
88	не то	2	4
89	точку зрения	4	3
90	в какой	2	3
91	может оказаться	2	3
92	не как	2	3
93	точно так	2	3
94	перед нами	4	3
95	по себе	5	3
96	не с	3	3
97	ему в	2	3
98	именно в	6	3
99	утверждать что	2	3
100	при этом	9	3
101	наряду с	2	3
102	отношению к	6	3
103	из них	3	3
104	в форме	5	3
105	уже не	5	3
106	и его	5	3
107	ключ к	2	3
108	как мы	3	3
109	из которых	4	3
110	и он	3	3
111	как это	6	3
112	или даже	2	3
113	по отношению	7	3
114	тем что	3	3
115	в то	3	3
116	будто бы	3	3
117	бы быть	3	3
118	же не	4	3
119	дело с	2	2
120	не существует	3	2
121	за собой	4	2
122	еще одна	3	2
123	а с	3	2
124	в рамках	12	2
125	зависит от	2	2
126	отличие от	5	2
127	в частности	14	2
128	столь же	3	2
129	и потому	2	2
130	между ними	2	2
131	ни было	3	2
132	его как	2	2
133	в ее	3	2
134	то ни	3	2
135	и как	5	2
136	по своей	3	2
137	одна из	3	2
138	для него	2	2
139	и тот	2	2
140	что не	4	2
141	одной из	4	2
142	именно это	2	2
143	на первый	2	2
144	же как	3	2
145	и когда	2	2
146	как бы	4	2
147	о нем	4	2
148	точка зрения	6	2
149	героя из	2	2
150	в сказании	2	2
151	и тем	4	2
152	в нем	4	2
153	не есть	3	2
154	говорит о	2	2
155	себя в	5	2
156	бы то	3	2
157	со стороны	9	2
158	как в	7	2
159	даже не	3	2
160	во всей	2	2
161	как раз	2	2
162	не на	2	2
163	в отличие	5	2
164	и только	2	2
165	в особенности	4	2
166	отношения к	2	2
167	он не	3	2
168	первый взгляд	2	2
169	приводит к	2	2
170	одним из	2	2
171	ничего не	2	2
172	а по	2	2
173	а иногда	2	2
174	между тем	3	2
175	однако в	2	2
176	в себе	8	2
177	в конечном	3	2
178	прошлого и	2	2
179	когда мы	2	2
180	в области	2	2
181	оно может	2	2
