N	3gram	Vygotskiy__7	Problema
1	тем не менее	3	18
2	то же самое	5	9
3	в данном случае	5	8
4	на то что	4	8
5	для того чтобы	18	8
6	содержит в себе	3	7
7	о том что	4	5
8	в том что	13	5
9	точно так же	2	4
10	на самом деле	2	4
11	по этому поводу	3	3
12	с точки зрения	21	3
13	до сих пор	3	3
14	можно сказать что	3	3
15	не только не	9	3
16	и тем самым	4	3
17	прежде чем перейти	2	2
18	именно в этом	2	2
19	так же как	7	2
20	в самом деле	4	2
21	только потому что	3	2
22	мы говорили выше	2	2
23	то и другое	3	2
24	чем перейти к	2	2
25	в этом случае	14	2
26	не может быть	4	2
27	и то что	3	2
28	о которых мы	2	2
