N	2gram	Vinokur_Ku_3	Problemy
1	и в	23	43
2	и не	10	29
3	т е	32	26
4	может быть	14	23
5	как бы	5	22
6	не может	6	18
7	в пределах	2	16
8	но и	3	14
9	как и	5	14
10	и т	54	13
11	точки зрения	23	13
12	в этом	16	13
13	что он	6	13
14	слова в	4	12
15	в одном	2	12
16	слова и	7	12
17	не в	5	11
18	по себе	6	11
19	не только	17	11
20	прежде всего	9	10
21	но в	2	10
22	в его	11	10
23	как мы	5	10
24	еще не	9	9
25	в сущности	4	9
26	он не	3	9
27	т п	41	9
28	лишь в	8	8
29	то же	6	8
30	с точки	16	8
31	слово в	3	8
32	до сих	8	7
33	в самом	13	7
34	в то	3	7
35	то что	4	7
36	сих пор	8	7
37	что же	5	7
38	а не	11	7
39	в этих	2	6
40	в том	22	6
41	при этом	6	6
42	в котором	2	6
43	не как	2	6
44	здесь не	2	6
45	так сказать	2	6
46	хотя и	5	5
47	все это	2	5
48	по отношению	3	5
49	таким образом	9	5
50	все эти	7	5
51	а в	5	5
52	и с	3	5
53	а что	2	5
54	к другому	2	5
55	на фоне	7	5
56	вовсе не	5	5
57	о том	6	5
58	но не	3	5
59	слов и	5	5
60	было бы	16	5
61	никак не	2	5
62	и что	7	5
63	отношению к	2	5
64	в той	4	5
65	самом деле	14	5
66	в слове	4	5
67	сам по	3	5
68	я не	5	4
69	не могут	5	4
70	сама по	2	4
71	что в	13	4
72	в своем	4	4
73	с другой	7	4
74	к тому	3	4
75	но это	5	4
76	ни одного	2	4
77	т д	8	4
78	должно быть	7	4
79	при чем	5	4
80	в результате	3	4
81	так как	9	4
82	точек зрения	2	4
83	совершенно не	5	4
84	в своей	4	4
85	если же	2	4
86	в отличие	2	4
87	там где	3	4
88	на этот	2	4
89	мы не	3	4
90	как раз	4	4
91	этот вопрос	3	4
92	только в	6	4
93	далеко не	5	4
94	установка на	3	4
95	отличие от	2	4
96	не менее	12	3
97	что если	2	3
98	должна быть	3	3
99	в отношении	3	3
100	это не	3	3
101	или иной	7	3
102	тому же	3	3
103	такой же	2	3
104	есть конечно	2	3
105	более или	2	3
106	кроме того	2	3
107	но для	3	3
108	той или	5	3
109	в виду	8	3
110	в их	6	3
111	и только	3	3
112	и здесь	2	3
113	ни на	2	3
114	его в	2	3
115	между тем	4	3
116	если бы	8	3
117	не знает	2	3
118	в различных	2	3
119	и к	3	3
120	по существу	3	3
121	того же	4	3
122	она не	3	3
123	тот же	6	3
124	когда он	2	3
125	за пределы	2	3
126	что и	6	3
127	все же	5	3
128	на него	3	3
129	так и	6	3
130	или менее	2	3
131	уже не	8	3
132	другой стороны	3	3
133	также и	5	3
134	той же	3	3
135	можно было	11	3
136	ничего не	6	3
137	слова как	2	3
138	тем что	5	3
139	могут быть	6	3
140	а лишь	3	2
141	уже в	3	2
142	но на	3	2
143	из этих	5	2
144	мысли и	2	2
145	вопрос о	11	2
146	что на	3	2
147	литературной речи	3	2
148	тем не	9	2
149	как же	3	2
150	для нас	4	2
151	ни в	3	2
152	и как	2	2
153	но все	2	2
154	что это	3	2
155	что такое	4	2
156	то это	3	2
157	в целом	4	2
158	отношение к	3	2
159	на том	2	2
160	значение в	2	2
161	и без	2	2
162	целый ряд	4	2
163	отличается от	2	2
164	то и	2	2
165	для этого	6	2
166	как слово	2	2
167	того что	11	2
168	так же	2	2
169	всего этого	3	2
170	чтобы не	2	2
171	в которых	3	2
172	а то	2	2
173	сказать что	7	2
174	а вот	2	2
175	как он	2	2
176	в первом	5	2
177	во всяком	2	2
178	я и	3	2
179	и следует	2	2
180	раз и	2	2
181	быть в	2	2
182	у нас	10	2
183	и при	2	2
184	по своему	2	2
185	и говорить	2	2
186	конечно не	2	2
187	на себя	2	2
188	и о	4	2
189	этого слова	4	2
190	на материале	2	2
191	не есть	3	2
192	и пр	3	2
193	в процессе	3	2
194	бы и	3	2
195	он пишет	2	2
196	как в	4	2
197	а с	3	2
198	еще более	2	2
199	если мы	7	2
200	речи как	3	2
201	том что	11	2
202	что не	4	2
203	может служить	2	2
204	тем же	2	2
205	хотя бы	9	2
206	речь в	2	2
207	в таком	4	2
208	в поэзии	5	2
209	бы не	3	2
210	их сознания	2	2
211	того как	7	2
