N	2gram	Voloshinov_1	Analitik
1	не только	8	22
2	и в	19	18
3	как и	12	14
4	так и	11	14
5	в этом	16	14
6	но и	8	13
7	и его	19	13
8	в частности	2	12
9	том что	3	12
10	в качестве	2	12
11	и не	26	12
12	при этом	8	11
13	а в	4	10
14	как бы	15	10
15	может быть	26	9
16	что в	4	9
17	а не	7	9
18	в том	6	9
19	в первой	2	8
20	и даже	2	8
21	с другой	5	7
22	в его	6	7
23	в русской	2	7
24	отношению к	2	7
25	как раз	2	7
26	по отношению	3	7
27	к тому	2	6
28	не в	5	6
29	в начале	5	6
30	для него	9	6
31	еще не	4	6
32	он не	3	6
33	о том	2	6
34	никогда не	2	5
35	не является	4	5
36	в конце	5	5
37	прежде всего	13	5
38	в свою	2	5
39	или иной	3	5
40	того же	6	5
41	в самом	10	5
42	что и	2	5
43	и т.п	10	5
44	другой стороны	6	5
45	в сущности	3	5
46	лишь в	9	5
47	той же	2	5
48	в слове	10	5
49	в результате	9	5
50	между тем	3	5
51	не менее	4	4
52	отнюдь не	6	4
53	в своем	2	4
54	по себе	4	4
55	что он	2	4
56	можно сказать	3	4
57	и к	3	4
58	и как	3	4
59	свою очередь	2	4
60	во втором	2	4
61	в пределах	6	4
62	не есть	3	4
63	все же	8	4
64	таким образом	17	4
65	и на	4	4
66	в данном	4	4
67	далеко не	4	4
68	в каждом	7	3
69	не столько	4	3
70	из этих	2	3
71	к этому	5	3
72	в ее	7	3
73	и того	6	3
74	было бы	4	3
75	же время	3	3
76	с ее	2	3
77	не будет	4	3
78	как в	4	3
79	все это	3	3
80	то же	7	3
81	не было	3	3
82	этом отношении	3	3
83	именно в	5	3
84	что не	2	3
85	мы не	6	3
86	без исключения	8	3
87	ничего не	6	3
88	с этим	4	3
89	точки зрения	34	3
90	одного и	5	3
91	в то	3	3
92	его в	3	3
93	всех без	4	3
94	сама по	2	2
95	бы и	2	2
96	могут быть	2	2
97	для всех	2	2
98	все эти	7	2
99	не как	2	2
100	и от	3	2
101	и ту	3	2
102	в нем	10	2
103	и ее	3	2
104	тем не	2	2
105	в романе	2	2
106	в дальнейшем	3	2
107	то в	2	2
108	одна из	2	2
109	мира и	2	2
110	в большинстве	3	2
111	тех пор	2	2
112	это и	3	2
113	совершенно не	3	2
114	по преимуществу	5	2
115	и той	2	2
116	в ней	4	2
117	в контексте	8	2
118	и потому	5	2
119	всяком случае	2	2
120	то что	8	2
121	в первом	3	2
122	во всех	7	2
123	не может	24	2
124	в отличие	5	2
125	как к	2	2
126	входит в	5	2
127	те же	5	2
128	одной и	2	2
129	сводится к	3	2
130	самом деле	10	2
131	с точки	20	2
132	и он	2	2
133	и для	11	2
134	и прежде	2	2
135	сказать что	4	2
136	во всяком	5	2
137	мы можем	2	2
138	тем что	2	2
139	одну из	2	2
140	нуждается в	3	2
141	в себе	2	2
142	и здесь	6	2
143	могла бы	2	2
144	только в	9	2
145	и т.д	2	2
146	этого слова	2	2
147	и все	5	2
148	так сказать	6	2
149	там где	2	2
150	отличие от	5	2
151	но в	7	2
