N	2gram	Bakhtin_sl_1	Myslijsy
1	потому что	2	46
2	то есть	26	34
3	в слове	7	32
4	в том	3	32
5	и в	41	30
6	может быть	14	28
7	то же	14	23
8	не только	16	21
9	только в	6	21
10	для нас	2	20
11	но и	16	19
12	том что	2	18
13	того что	3	18
14	не есть	2	17
15	и проч	2	16
16	в себе	3	16
17	в сознании	2	15
18	не в	7	15
19	и не	16	15
20	а не	15	15
21	таким образом	9	14
22	так как	3	13
23	а в	6	12
24	так и	11	11
25	как и	4	10
26	как в	8	10
27	в этом	12	10
28	в то	14	10
29	из этих	3	9
30	для него	3	9
31	было бы	3	9
32	в нем	30	9
33	мы не	2	9
34	между тем	2	9
35	в самом	5	8
36	в ней	4	8
37	и то	2	8
38	слова в	8	7
39	с другой	5	7
40	вовсе не	7	7
41	к тому	3	7
42	как мы	8	7
43	так что	2	7
44	но не	2	7
45	в языке	5	7
46	с одной	4	7
47	но оно	3	6
48	с этим	3	6
49	из них	3	6
50	например в	2	6
51	те же	2	6
52	не может	14	6
53	уже не	2	6
54	и слово	2	6
55	с ним	7	6
56	не могут	3	5
57	в них	6	5
58	словом и	3	5
59	есть для	2	5
60	же время	12	5
61	в своем	3	5
62	языка в	16	5
63	еще не	4	5
64	и тем	2	5
65	слово как	5	5
66	одно и	2	5
67	должно быть	2	5
68	слово не	2	5
69	с другими	5	5
70	сказать что	2	5
71	и т	28	5
72	слова и	13	5
73	перестает быть	2	4
74	столь же	2	4
75	оно не	6	4
76	и от	4	4
77	для понимания	2	4
78	в смысле	4	4
79	все это	5	4
80	то время	2	4
81	в его	13	4
82	в котором	2	4
83	один из	4	4
84	другой стороны	4	4
85	и его	14	4
86	он не	3	4
87	не было	3	4
88	для того	2	4
89	и по	2	4
90	быть только	2	4
91	далеко не	5	4
92	и потому	4	4
93	слово в	10	4
94	могут быть	19	3
95	слова для	2	3
96	тому что	2	3
97	прежде всего	8	3
98	и все	4	3
99	что все	2	3
100	к этому	2	3
101	связь с	2	3
102	или вовсе	2	3
103	именно в	3	3
104	более или	3	3
105	свою очередь	2	3
106	в свою	3	3
107	бы ни	3	3
108	до сих	2	3
109	можно сказать	2	3
110	одной стороны	4	3
111	при этом	6	3
112	и может	3	3
113	ни о	2	3
114	и следовательно	7	3
115	как бы	12	3
116	в целом	2	3
117	или менее	3	3
118	только на	2	3
119	т д	5	3
120	тем и	2	3
121	к нему	5	3
122	друг друга	3	3
123	так же	2	3
124	говорящего и	2	3
125	или в	8	3
126	в каждом	4	3
127	и на	14	3
128	образом в	3	3
129	же и	2	3
130	и вообще	2	3
131	его в	3	3
132	в первом	3	3
133	там где	4	3
134	в которой	4	3
135	сих пор	2	3
136	перед нами	4	2
137	время и	2	2
138	не были	3	2
139	связи с	2	2
140	язык не	2	2
141	первом случае	2	2
142	не как	4	2
143	произведения не	2	2
144	в одном	2	2
145	на предмет	4	2
146	на все	2	2
147	а как	2	2
148	отношение к	7	2
149	же слово	3	2
150	одной из	3	2
151	в ее	2	2
152	сливается с	2	2
153	мы видим	2	2
154	что они	2	2
155	по своему	2	2
156	единство и	3	2
157	у него	3	2
158	она не	3	2
159	в большей	3	2
160	на его	8	2
161	не могла	2	2
162	и той	2	2
163	и о	2	2
164	том же	4	2
165	мы уже	2	2
166	в свое	3	2
167	за пределы	4	2
168	был бы	2	2
169	даже в	2	2
170	все же	7	2
171	зрения и	2	2
172	в своей	7	2
173	в их	4	2
174	так в	2	2
175	т п	23	2
176	входит в	4	2
177	в других	3	2
178	в виде	2	2
179	в разных	3	2
180	а с	2	2
181	к своему	6	2
182	из многих	2	2
183	и наконец	4	2
184	и даже	6	2
185	той же	2	2
186	такая же	2	2
187	ему не	2	2
188	в поэтическом	7	2
189	языка и	12	2
190	своем языке	3	2
191	на мир	4	2
192	с этой	3	2
193	от этого	2	2
194	эти слова	2	2
195	точки зрения	16	2
196	себя от	2	2
197	а между	2	2
198	остаются в	2	2
199	отношении к	6	2
200	одним словом	2	2
201	о том	3	2
202	и самое	2	2
203	так сказать	5	2
204	которая не	3	2
205	и с	4	2
206	и следует	3	2
207	из него	2	2
208	смысле в	3	2
209	вне себя	3	2
