N	2gram	Bakhtin_Pr_4	Komedia
1	и в	46	22
2	и не	27	21
3	том что	4	13
4	в том	9	12
5	таким образом	4	12
6	так как	5	11
7	ни в	6	10
8	потому что	4	10
9	до сих	8	9
10	в самом	9	9
11	вместе с	2	9
12	сих пор	8	9
13	если бы	3	8
14	в своем	3	8
15	что он	6	8
16	к ней	2	8
17	в его	9	8
18	что и	3	8
19	в этом	16	8
20	о том	5	8
21	об этом	2	7
22	при этом	5	7
23	то же	6	7
24	а в	2	7
25	в конце	3	7
26	того же	3	6
27	еще не	7	6
28	к тому	2	6
29	может быть	23	6
30	как раз	7	6
31	самом деле	4	6
32	и что	3	6
33	так что	2	6
34	и его	6	6
35	в то	5	6
36	не менее	2	5
37	что в	4	5
38	же время	5	5
39	прежде всего	9	5
40	то это	3	5
41	и сам	5	5
42	хотя и	6	5
43	не только	14	5
44	в своей	3	5
45	отношение к	3	5
46	не хочет	2	5
47	все это	6	5
48	по отношению	5	5
49	он не	4	5
50	тем что	3	5
51	к нему	5	5
52	в которых	2	5
53	к себе	6	5
54	с ним	2	5
55	но в	6	5
56	но все	2	4
57	у него	5	4
58	с другой	3	4
59	вовсе не	9	4
60	нет и	2	4
61	и здесь	4	4
62	все же	4	4
63	не в	10	4
64	не дает	2	4
65	до конца	4	4
66	здесь нет	3	4
67	то что	4	4
68	когда он	2	4
69	но и	12	4
70	на него	3	4
71	в отношении	3	4
72	с помощью	3	4
73	а не	11	4
74	и для	3	4
75	друг друга	6	4
76	так же	3	4
77	точки зрения	11	4
78	на себя	4	4
79	в себе	7	4
80	бы в	3	4
81	так и	4	4
82	хотя бы	2	4
83	и с	7	4
84	с его	5	3
85	никогда не	6	3
86	с этим	2	3
87	в нем	17	3
88	далеко не	3	3
89	на то	3	3
90	и к	9	3
91	как и	12	3
92	в этой	3	3
93	все что	2	3
94	было бы	3	3
95	конечно не	8	3
96	к ним	4	3
97	на этот	2	3
98	как бы	19	3
99	и мысли	2	3
100	отношению к	5	3
101	приводит к	4	3
102	не может	19	3
103	все равно	2	3
104	с точки	9	3
105	тем же	3	3
106	и даже	3	3
107	в других	2	3
108	любовь к	4	3
109	их в	3	3
110	мы можем	4	3
111	во всяком	2	3
112	но если	3	3
113	не знает	4	3
114	как он	3	3
115	и этим	3	3
116	ничего не	2	3
117	остается в	2	2
118	уже в	4	2
119	все время	2	2
120	себя и	3	2
121	пор не	2	2
122	не как	3	2
123	как в	4	2
124	это не	5	2
125	и все	9	2
126	в одном	11	2
127	человека и	3	2
128	но при	3	2
129	не могут	3	2
130	для понимания	2	2
131	стороны и	2	2
132	а как	2	2
133	если мы	5	2
134	к своему	3	2
135	без всякого	2	2
136	отличие от	3	2
137	по существу	3	2
138	в присутствии	2	2
139	она не	3	2
140	и любовь	2	2
141	в пределах	10	2
142	совершенно не	4	2
143	в сущности	7	2
144	за пределы	5	2
145	в произведениях	2	2
146	и о	3	2
147	одним из	3	2
148	которую он	2	2
149	в свое	2	2
150	и он	6	2
151	между ними	10	2
152	в котором	5	2
153	если же	5	2
154	я ведь	4	2
155	раз в	2	2
156	во всех	5	2
157	в их	4	2
158	как мы	12	2
159	другой стороны	3	2
160	при всем	2	2
161	целый ряд	2	2
162	в известной	2	2
163	бы не	2	2
164	отношения к	2	2
165	не было	2	2
166	мы не	4	2
167	в мире	3	2
168	да что	3	2
169	можно было	2	2
170	и на	11	2
171	здесь и	3	2
172	людей и	4	2
173	в результате	2	2
174	между тем	2	2
175	и во	3	2
176	он и	4	2
177	так я	2	2
178	в другом	2	2
179	что мы	2	2
180	и это	3	2
181	здесь не	4	2
182	в виду	4	2
