N	2gram	Losev_Dial_3	Problemy
1	и в	24	34
2	и не	27	29
3	как бы	3	27
4	что он	13	23
5	в его	2	22
6	может быть	13	19
7	в нем	3	19
8	не может	19	19
9	и все	6	19
10	о себе	2	18
11	как и	7	18
12	но в	2	16
13	все это	6	16
14	и его	5	16
15	в этом	8	16
16	и с	6	15
17	прежде всего	8	15
18	он не	5	15
19	то же	6	14
20	к нему	3	14
21	самом деле	6	13
22	для него	4	13
23	т е	48	12
24	но и	9	12
25	же время	3	12
26	и к	5	12
27	потому что	7	12
28	в то	5	12
29	себя самого	2	11
30	вовсе не	13	11
31	в сущности	10	11
32	то что	14	11
33	а я	2	10
34	не только	23	10
35	не в	3	9
36	а не	26	9
37	никогда не	7	8
38	себя и	2	8
39	в самом	7	8
40	и т	24	8
41	так же	4	8
42	точки зрения	25	8
43	что же	11	8
44	и для	2	8
45	я не	6	7
46	что в	7	7
47	и даже	13	7
48	все же	3	7
49	как мы	2	7
50	что не	5	7
51	от себя	4	6
52	у меня	2	6
53	что у	2	6
54	не знает	3	6
55	и на	3	6
56	с его	2	6
57	мы уже	3	6
58	для себя	2	6
59	так и	5	6
60	в себе	2	6
61	только в	5	6
62	все время	3	5
63	что это	12	5
64	это не	4	5
65	и от	3	5
66	к тому	4	5
67	так что	8	5
68	и что	15	5
69	того что	12	5
70	всяком случае	2	5
71	из них	3	5
72	таким образом	13	5
73	на них	2	5
74	и вот	2	5
75	а в	2	5
76	он и	3	5
77	что и	6	5
78	и у	2	5
79	хотя бы	4	5
80	в слове	3	5
81	во всяком	2	5
82	в чем	4	5
83	но на	2	4
84	с другой	4	4
85	его внутренней	2	4
86	что все	14	4
87	ни в	9	4
88	но это	5	4
89	на этом	2	4
90	у него	2	4
91	при этом	2	4
92	не о	2	4
93	бы то	2	4
94	все эти	3	4
95	даже и	7	4
96	но как	2	4
97	так как	6	4
98	если бы	6	4
99	как раз	7	4
100	бы его	2	4
101	но не	2	4
102	еще не	2	4
103	только на	7	4
104	и прежде	3	4
105	все равно	2	4
106	с точки	14	4
107	тем что	3	4
108	в виде	8	4
109	и это	4	4
110	ничего не	17	4
111	не менее	11	3
112	для этого	2	3
113	в том	5	3
114	что его	5	3
115	но для	2	3
116	хотя и	5	3
117	в виду	7	3
118	есть только	12	3
119	жизни и	5	3
120	другой стороны	2	3
121	в одной	3	3
122	должно быть	3	3
123	их в	2	3
124	в ней	2	3
125	говорить о	4	3
126	во всем	3	3
127	бы в	2	3
128	этого не	2	3
129	своего собственного	2	3
130	а что	4	3
131	сознания и	4	3
132	и во	2	3
133	по крайней	5	3
134	раз и	3	3
135	по себе	20	3
136	том что	8	3
137	я бы	3	3
138	так чтобы	2	3
139	нет и	4	3
140	крайней мере	5	3
141	только что	4	3
142	если не	3	3
143	как я	2	3
144	и как	8	3
145	и то	4	3
146	это было	3	3
147	вы не	6	2
148	не было	3	2
149	сама по	4	2
150	тому что	4	2
151	вообще не	2	2
152	с этой	5	2
153	я уже	7	2
154	вопрос о	5	2
155	или иной	4	2
156	тем не	10	2
157	мы знаем	3	2
158	себя но	2	2
159	мы и	4	2
160	и если	2	2
161	например в	2	2
162	что такое	21	2
163	же и	2	2
164	друг друга	3	2
165	по которому	2	2
166	отличается от	8	2
167	в своем	3	2
168	и только	6	2
169	т д	23	2
170	же вы	5	2
171	же он	2	2
172	что оно	7	2
173	но только	4	2
174	того или	3	2
175	и тут	3	2
176	как на	5	2
177	с этим	3	2
178	вы сами	2	2
179	той или	2	2
180	о том	6	2
181	тогда и	2	2
182	сказать что	4	2
183	себя как	3	2
184	слово в	2	2
185	нет ни	2	2
186	я и	2	2
187	отнюдь не	10	2
188	он дает	2	2
189	в них	5	2
190	он должен	3	2
191	он есть	3	2
192	меня в	2	2
193	говорит о	4	2
194	это и	7	2
195	то в	2	2
196	если я	2	2
197	было бы	5	2
198	со всеми	2	2
199	конечно не	4	2
200	за пределы	3	2
201	ибо и	3	2
202	и потому	2	2
203	о нем	4	2
204	быть и	3	2
205	всего этого	2	2
206	так в	2	2
207	тому же	2	2
208	жизнь и	4	2
209	уже не	5	2
210	и он	2	2
211	той же	3	2
212	у человека	2	2
213	и без	3	2
214	тому как	4	2
215	подобно тому	4	2
216	и ее	3	2
217	и вообще	2	2
