N	2gram	Tiupa_Disk_1	Analitik
1	не только	28	22
2	тогда как	19	20
3	и в	16	18
4	как и	16	14
5	так и	8	14
6	в этом	15	14
7	но и	14	13
8	и его	2	13
9	в частности	9	12
10	том что	19	12
11	о блудном	4	12
12	в качестве	34	12
13	и не	11	12
14	при этом	13	11
15	блудном сыне	4	11
16	коммуникативного события	14	11
17	а в	5	10
18	как бы	5	10
19	то есть	20	10
20	может быть	17	9
21	со стороны	7	9
22	в тексте	2	9
23	что в	4	9
24	а не	22	9
25	в том	23	9
26	с его	4	8
27	своего рода	8	8
28	и даже	3	8
29	с другой	10	7
30	но не	11	7
31	в его	7	7
32	отношению к	9	7
33	по отношению	9	7
34	к тому	5	6
35	не в	7	6
36	в начале	2	6
37	для него	4	6
38	еще не	14	6
39	в этой	2	6
40	в их	5	6
41	текста в	2	6
42	о том	8	6
43	никогда не	2	5
44	однако в	3	5
45	не является	4	5
46	прежде всего	11	5
47	в свою	3	5
48	или иной	5	5
49	того же	3	5
50	такого рода	4	5
51	в самом	3	5
52	как правило	4	5
53	что и	3	5
54	и т.п	12	5
55	другой стороны	3	5
56	в сущности	2	5
57	лишь в	4	5
58	уже не	4	5
59	между тем	4	5
60	мы имеем	2	5
61	представляет собой	17	5
62	не менее	2	4
63	перед нами	3	4
64	притчи о	2	4
65	о чем	2	4
66	отнюдь не	8	4
67	в своем	6	4
68	столь же	3	4
69	по крайней	2	4
70	в одном	2	4
71	состоит в	9	4
72	по себе	3	4
73	что он	4	4
74	можно сказать	5	4
75	и к	4	4
76	и как	6	4
77	себя в	2	4
78	свою очередь	3	4
79	во втором	4	4
80	имеем дело	2	4
81	в пределах	2	4
82	картина мира	3	4
83	не есть	2	4
84	крайней мере	2	4
85	все же	3	4
86	в притче	4	4
87	приводит к	2	4
88	внимание на	4	4
89	ли не	3	4
90	таким образом	3	4
91	и на	5	4
92	в данном	5	4
93	далеко не	10	4
94	героя и	2	4
95	уже в	2	3
96	в рамках	5	3
97	в каждом	2	3
98	однако и	2	3
99	участников коммуникативного	2	3
100	и без	2	3
101	говорит и	2	3
102	к этому	2	3
103	не всегда	2	3
104	форма авторства	4	3
105	его как	2	3
106	в ее	3	3
107	тому же	5	3
108	и того	3	3
109	сказания или	3	3
110	воспринимающего сознания	2	3
111	же время	4	3
112	указывает на	2	3
113	к содержанию	3	3
114	той или	3	3
115	известной степени	2	3
116	с ее	2	3
117	в целом	4	3
118	дело не	2	3
119	данном случае	2	3
120	как в	10	3
121	дело с	2	3
122	то же	7	3
123	не было	7	3
124	именно в	3	3
125	в году	2	3
126	что не	4	3
127	роль в	7	3
128	пока еще	6	3
129	являет собой	3	3
130	с этим	3	3
131	следует признать	2	3
132	точки зрения	3	3
133	подобно тому	2	3
134	что касается	2	3
135	одного и	2	3
136	но как	2	3
137	в то	3	3
138	в произведении	3	3
139	в особенности	4	3
140	едва ли	2	3
141	в противоположность	2	2
142	как формы	2	2
143	жанровая форма	4	2
144	ни столь	2	2
145	очевидным образом	3	2
146	могут быть	4	2
147	сказания это	2	2
148	в них	4	2
149	это не	3	2
150	но они	2	2
151	не как	4	2
152	в нем	9	2
153	как уже	3	2
154	то ли	2	2
155	и ее	2	2
156	в тех	2	2
157	дискурса в	2	2
158	в соответствии	2	2
159	тот или	2	2
160	речевого замысла	2	2
161	по своему	3	2
162	не предполагает	4	2
163	не более	2	2
164	одной стороны	9	2
165	не от	2	2
166	ситуации рассказывания	3	2
167	например в	2	2
168	на его	4	2
169	значительной степени	2	2
170	коммуникативной ситуации	5	2
171	иначе говоря	2	2
172	хотя и	2	2
173	об этом	2	2
174	и потому	3	2
175	а также	8	2
176	по своей	11	2
177	по сути	4	2
178	один из	3	2
179	не с	3	2
180	то что	5	2
181	в первом	3	2
182	в культуре	2	2
183	когда он	2	2
184	во всех	5	2
185	в форме	2	2
186	художественного дискурса	5	2
187	в составе	5	2
188	не может	9	2
189	в отличие	5	2
190	как к	2	2
191	отношения к	2	2
192	хоровое слово	2	2
193	с одной	9	2
194	жанры как	3	2
195	в себя	5	2
196	сводится к	5	2
197	жанровая ситуация	2	2
198	в значительной	2	2
199	более чем	2	2
200	в принципе	2	2
201	и он	2	2
202	и по	2	2
203	или притчи	2	2
204	для притчи	2	2
205	формы целого	2	2
206	в литературу	2	2
207	тому как	3	2
208	притча и	3	2
209	притчи в	2	2
210	сказать что	3	2
211	во всяком	2	2
212	в момент	2	2
213	тем что	3	2
214	как показывает	2	2
215	одну из	2	2
216	на себя	2	2
217	в себе	7	2
218	могла бы	2	2
219	коммуникативным событием	2	2
220	только в	7	2
221	и т.д	4	2
222	и анекдот	2	2
223	и все	2	2
224	хотя в	2	2
225	индивидуального речевого	2	2
226	притча в	3	2
227	сказания и	4	2
228	так сказать	2	2
229	отличие от	5	2
230	но в	8	2
231	в новом	2	2
