N	2gram	Trubetskoy_1	EvropaiE
1	и в	23	37
2	точки зрения	13	23
3	что в	8	21
4	не только	7	18
5	с точки	8	17
6	в то	6	16
7	хотя бы	4	15
8	то же	4	15
9	в своем	10	14
10	же время	2	14
11	но и	9	14
12	и не	8	14
13	но в	4	14
14	в этом	12	12
15	в их	4	11
16	в том	30	11
17	в области	4	11
18	так и	10	10
19	отнюдь не	2	9
20	прежде всего	3	9
21	земного шара	8	9
22	не может	17	9
23	в себе	5	9
24	только в	6	9
25	так же	8	9
26	к тому	8	8
27	одной стороны	2	8
28	было бы	3	8
29	и качественной	2	8
30	с одной	3	8
31	между тем	12	8
32	как и	9	7
33	по своему	5	7
34	между прочим	2	7
35	того что	6	7
36	с другой	6	7
37	также и	2	7
38	равноценности и	2	7
39	так как	7	7
40	с этой	3	6
41	вовсе не	2	6
42	том что	19	6
43	культурных ценностей	20	6
44	может быть	16	6
45	для того	8	6
46	на то	9	6
47	как бы	10	6
48	то что	18	6
49	во всех	10	6
50	того чтобы	8	6
51	и на	6	6
52	качественной несоизмеримости	2	6
53	то есть	2	6
54	же как	3	5
55	в частности	2	5
56	столь же	5	5
57	не в	8	5
58	но не	2	5
59	от эгоцентризма	2	5
60	но если	2	5
61	как мы	2	5
62	в течение	4	5
63	тем самым	3	5
64	и по	3	5
65	в виде	4	5
66	и потому	3	5
67	ни было	2	4
68	независимо от	2	4
69	но даже	3	4
70	то ни	3	4
71	именно в	5	4
72	для удовлетворения	2	4
73	вопрос о	3	4
74	чем в	3	4
75	бы то	2	4
76	несмотря на	6	4
77	в самом	8	4
78	то в	2	4
79	в ней	3	4
80	даже в	3	4
81	в процессе	2	4
82	для нас	3	4
83	культуры в	10	4
84	тем более	3	4
85	европейской цивилизации	7	4
86	всех культур	2	3
87	и к	5	3
88	с более	3	3
89	культурной ценности	2	3
90	этих народов	4	3
91	но на	2	3
92	с тем	2	3
93	уже и	3	3
94	можно ли	2	3
95	никогда не	4	3
96	в них	2	3
97	и от	5	3
98	с другом	9	3
99	европейской культуры	6	3
100	всеобщей европеизации	2	3
101	в общем	6	3
102	мы видели	2	3
103	из всех	5	3
104	мы можем	6	3
105	в свою	2	3
106	в культурном	3	3
107	очевидно что	3	3
108	того же	9	3
109	не более	2	3
110	свой народ	2	3
111	различия в	3	3
112	друг с	9	3
113	из них	5	3
114	всяком случае	2	3
115	что и	7	3
116	не будет	5	3
117	тех народов	2	3
118	заключает в	2	3
119	и только	2	3
120	и некоторые	2	3
121	является ли	3	3
122	народ и	4	3
123	значительная часть	3	3
124	и для	6	3
125	как на	4	3
126	в таком	4	3
127	к ним	2	3
128	в которых	2	3
129	в результате	9	3
130	потому что	9	3
131	во всяком	2	3
132	в психологии	3	3
133	на долю	2	3
134	в данном	3	3
135	народов и	6	3
136	о том	7	3
137	данного народа	6	3
138	этой культуры	3	2
139	что все	5	2
140	не могут	4	2
141	течением времени	4	2
142	и более	2	2
143	в этих	3	2
144	сравнению с	5	2
145	культуры с	2	2
146	культур по	2	2
147	по сравнению	5	2
148	с в	3	2
149	во втором	2	2
150	с этим	11	2
151	и все	7	2
152	к нему	2	2
153	представление о	3	2
154	именно потому	2	2
155	чем больше	4	2
156	из того	4	2
157	только те	2	2
158	при условии	2	2
159	то которое	2	2
160	всех прочих	2	2
161	народов которые	3	2
162	европейской культуре	3	2
163	и того	3	2
164	в силу	7	2
165	в сторону	2	2
166	такой же	2	2
167	бороться с	4	2
168	есть в	2	2
169	что если	3	2
170	свою очередь	2	2
171	но как	2	2
172	между ними	2	2
173	культуру в	2	2
174	должна быть	5	2
175	в англию	2	2
176	что это	5	2
177	и если	6	2
178	она не	2	2
179	от друга	6	2
180	европейцев над	2	2
181	имеет место	2	2
182	эти последние	2	2
183	он не	3	2
184	другие народы	3	2
185	в его	5	2
186	с течением	4	2
187	в котором	2	2
188	не есть	2	2
189	при помощи	3	2
190	в мире	6	2
191	друг от	6	2
192	только одно	2	2
193	жизни и	2	2
194	как не	2	2
195	вместе с	6	2
196	в гораздо	2	2
197	данном случае	3	2
198	иначе говоря	4	2
199	целый ряд	4	2
200	что же	2	2
201	а в	3	2
202	таким образом	31	2
203	если бы	8	2
204	отрицательных последствий	4	2
205	случаях когда	3	2
206	и других	2	2
207	но с	2	2
208	культуры и	9	2
209	и сейчас	4	2
210	заключается в	2	2
211	и что	8	2
212	ко всему	2	2
213	и наконец	3	2
214	на месте	2	2
215	человеческого рода	2	2
216	другой стороны	5	2
217	этот процесс	2	2
218	меньше чем	2	2
219	в своих	2	2
220	этот вопрос	2	2
221	что эти	2	2
222	и с	5	2
223	хотя и	4	2
224	тем меньше	2	2
225	к той	2	2
226	в этой	6	2
227	и то	4	2
228	по своей	7	2
229	в истории	3	2
230	как будто	5	2
231	всеми или	2	2
232	мы должны	4	2
233	культуры как	3	2
234	далеко не	5	2
235	в европейской	4	2
236	между собой	4	2
237	и поэтому	2	2
238	бы в	3	2
239	же мало	2	2
240	тогда когда	3	2
241	в эту	2	2
242	но по	3	2
