N	2gram	Losev_Prob_1	Dialekti
1	не есть	29	40
2	и не	31	30
3	по себе	15	25
4	и т	11	21
5	т д	10	19
6	и в	32	18
7	ничего не	10	17
8	может быть	14	17
9	точки зрения	3	17
10	в нем	13	16
11	и есть	6	16
12	ни в	7	15
13	так что	6	15
14	не имеет	2	15
15	значит что	3	14
16	а не	15	14
17	потому что	16	14
18	что в	12	13
19	то что	42	13
20	не только	17	13
21	и даже	11	13
22	если бы	4	12
23	было бы	8	12
24	и что	9	12
25	с точки	3	12
26	в этом	19	12
27	не может	8	12
28	что это	3	11
29	что он	7	11
30	как бы	14	11
31	учение о	3	11
32	все это	7	11
33	в себе	15	11
34	так как	11	11
35	прежде всего	10	10
36	несмотря на	3	10
37	есть нечто	11	10
38	то же	10	10
39	что такое	6	10
40	сказать что	13	10
41	никогда не	7	9
42	отнюдь не	10	9
43	это не	6	9
44	в том	9	9
45	это есть	9	9
46	так и	12	9
47	том что	12	9
48	и то	6	9
49	ясно что	3	8
50	сама по	4	8
51	но это	8	8
52	совершенно не	6	8
53	к нему	3	8
54	в каком	3	8
55	не существует	6	7
56	не просто	23	7
57	вовсе не	35	7
58	и как	6	7
59	то в	5	7
60	но и	9	7
61	что она	5	7
62	мы находим	2	7
63	что не	3	7
64	идея и	2	7
65	также и	11	7
66	той или	5	7
67	с другой	3	6
68	можно сказать	5	6
69	да и	3	6
70	хотя бы	3	6
71	она не	2	6
72	никак не	4	6
73	не было	4	6
74	есть ни	5	6
75	не в	4	6
76	в то	6	6
77	ни на	4	6
78	и ни	4	6
79	в чем	3	6
80	с ним	3	6
81	не то	2	6
82	но в	14	6
83	сам по	7	6
84	он сам	2	5
85	науки и	2	5
86	в этих	3	5
87	в своем	5	5
88	на то	8	5
89	как же	3	5
90	говорит о	3	5
91	в дальнейшем	4	5
92	есть и	3	5
93	и пр	4	5
94	ни о	5	5
95	а потом	2	5
96	она есть	5	5
97	но если	2	5
98	себе не	3	5
99	ровно ничего	4	5
100	в отношении	3	5
101	общего с	8	5
102	что оно	3	5
103	есть только	8	5
104	а в	4	5
105	можно было	3	5
106	и с	2	5
107	желтый цвет	2	5
108	говорить о	6	5
109	или не	3	5
110	мы должны	5	5
111	в виду	6	5
112	нисколько не	3	4
113	по крайней	2	4
114	у пушкина	2	4
115	в конце	6	4
116	к тому	3	4
117	не мешает	2	4
118	во всяком	7	4
119	это мы	2	4
120	об этом	10	4
121	крайней мере	2	4
122	мы видим	2	4
123	но не	9	4
124	хотя и	6	4
125	не о	2	4
126	каком случае	3	4
127	в символе	17	4
128	в котором	5	4
129	только то	4	4
130	быть и	3	4
131	а есть	4	4
132	так же	9	4
133	другой стороны	3	4
134	как раз	13	4
135	смысл и	3	4
136	собственно говоря	2	4
137	мы говорим	3	4
138	может и	3	4
139	и притом	4	4
140	только и	3	4
141	как мы	7	4
142	мы можем	4	4
143	он есть	4	4
144	и вообще	4	4
145	ничего общего	11	4
146	о том	11	4
147	как он	4	4
148	как это	6	4
149	содержит в	7	3
150	что ни	2	3
151	может иметь	2	3
152	всех этих	7	3
153	сознания и	2	3
154	тому что	4	3
155	в них	7	3
156	все равно	5	3
157	этом смысле	6	3
158	есть не	6	3
159	не является	5	3
160	или иной	5	3
161	а только	5	3
162	меньше всего	2	3
163	только потому	3	3
164	чтобы понять	3	3
165	что они	3	3
166	более или	3	3
167	уже и	3	3
168	но что	2	3
169	случае не	3	3
170	действительности и	5	3
171	и все-таки	2	3
172	не что-нибудь	2	3
173	и о	8	3
174	он не	3	3
175	в его	6	3
176	не значит	2	3
177	и потому	2	3
178	гораздо более	2	3
179	один из	4	3
180	друг другу	2	3
181	но только	2	3
182	но она	3	3
183	указывает на	14	3
184	или менее	3	3
185	что же	9	3
186	в их	4	3
187	только на	4	3
188	имеет ничего	2	3
189	в самом	6	3
190	даже если	4	3
191	еще и	5	3
192	но все	3	3
193	на самом	6	3
194	тех или	3	3
195	самом деле	6	3
196	в науке	2	3
197	только что	2	3
198	должно быть	2	3
199	то или	2	3
200	что для	2	3
201	конце концов	4	3
202	в данном	9	3
203	очень много	3	3
204	могут быть	2	3
205	даже и	8	3
206	и еще	3	3
207	только в	7	3
208	и все	7	3
209	есть символ	14	3
210	иметь в	4	3
211	в сознании	5	3
212	образ не	2	2
213	не менее	19	2
214	поэтому и	2	2
215	что их	2	2
216	говорить что	2	2
217	и образа	2	2
218	того что	7	2
219	же как	2	2
220	именно в	4	2
221	в виде	15	2
222	в отдельности	4	2
223	вещи есть	31	2
224	в качестве	2	2
225	выражение есть	3	2
226	и явление	3	2
227	как в	4	2
228	не как	2	2
229	эти последние	2	2
230	из этих	2	2
231	символ для	2	2
232	для своего	2	2
233	точно так	4	2
234	раз и	9	2
235	с другими	2	2
236	вещи и	12	2
237	говорим что	3	2
238	цветов и	2	2
239	говорят о	2	2
240	тот кто	2	2
241	о которых	3	2
242	как и	3	2
243	всегда есть	6	2
244	мы и	4	2
245	и при	2	2
246	является не	2	2
247	что если	2	2
248	что здесь	3	2
249	и другое	2	2
250	и надо	2	2
251	здесь в	3	2
252	не нужно	3	2
253	для него	2	2
254	до сих	3	2
255	еще не	9	2
256	и может	2	2
257	мы увидим	3	2
258	для того	8	2
259	о чем	6	2
260	но есть	2	2
261	о своем	2	2
262	и следовательно	3	2
263	и является	7	2
264	на что	2	2
265	в него	2	2
266	помнить что	3	2
267	всяком случае	3	2
268	тем более	5	2
269	но уже	5	2
270	другими словами	3	2
271	из них	3	2
272	или его	2	2
273	для чего	2	2
274	в своей	8	2
275	сих пор	3	2
276	образом и	2	2
277	нас не	2	2
278	для этого	3	2
279	не больше	3	2
280	с этим	3	2
281	все эти	8	2
282	мы имеем	2	2
283	если мы	11	2
284	уже не	3	2
285	и для	4	2
286	себе но	3	2
287	д и	4	2
288	между собою	7	2
289	предметы в	4	2
290	то он	2	2
291	учения о	2	2
292	или на	3	2
293	и так	2	2
294	же и	3	2
295	именно как	4	2
296	то и	6	2
297	он и	8	2
298	мы получаем	3	2
299	в которых	3	2
300	что тут	4	2
301	но как	6	2
302	он всегда	3	2
303	об его	3	2
304	сознания которые	2	2
305	и это	9	2
306	самый факт	2	2
307	тоже не	7	2
308	это было	2	2
