N	2gram	Potebnia_M_4	Myshleni
1	то что	29	26
2	что он	4	25
3	в этом	23	25
4	потому что	33	21
5	таким образом	24	19
6	в том	23	18
7	не может	11	18
8	точки зрения	4	18
9	того чтобы	4	17
10	что в	17	16
11	и в	23	16
12	того что	14	16
13	так как	14	16
14	не только	10	16
15	так же	4	15
16	том что	12	15
17	для того	6	14
18	в сущности	2	13
19	сказать что	8	13
20	в процессе	3	13
21	отношению к	8	12
22	вопрос о	2	12
23	по отношению	10	12
24	и не	18	12
25	и что	7	12
26	в области	2	12
27	отношение к	2	11
28	развития и	2	11
29	в его	5	11
30	было бы	8	10
31	как мы	2	10
32	а не	12	10
33	в силу	7	10
34	только в	15	10
35	может быть	26	9
36	с точки	3	9
37	должно быть	5	8
38	о том	8	8
39	если бы	13	8
40	как и	14	8
41	мы должны	2	8
42	он не	2	8
43	то же	14	8
44	тем самым	4	8
45	и есть	3	7
46	мы могли	2	7
47	в нем	7	7
48	так и	6	7
49	по себе	11	7
50	если мы	2	7
51	переход от	3	7
52	что все	4	6
53	не в	11	6
54	и следовательно	3	6
55	но и	11	6
56	и на	3	6
57	в мысли	3	6
58	могли бы	4	6
59	но в	8	6
60	состоит в	2	6
61	языка и	3	6
62	к тому	3	6
63	в той	4	6
64	этот вопрос	3	6
65	мы можем	10	6
66	на вопрос	4	5
67	самого начала	2	5
68	никогда не	3	5
69	тому что	2	5
70	в своем	8	5
71	мы и	2	5
72	для него	5	5
73	как бы	5	5
74	но мы	2	5
75	хотя бы	4	5
76	еще более	2	5
77	в то	4	5
78	с ним	5	5
79	тогда когда	8	5
80	из нее	2	5
81	можно сказать	4	5
82	тот же	2	5
83	как в	7	5
84	мысли и	7	5
85	только что	3	5
86	того как	6	5
87	можно было	2	5
88	тем что	10	5
89	своем развитии	2	5
90	в которой	6	5
91	не могут	2	4
92	что если	6	4
93	что между	3	4
94	все эти	3	4
95	с другой	2	4
96	это не	7	4
97	так что	5	4
98	это есть	3	4
99	в свою	2	4
100	при этом	15	4
101	в самом	3	4
102	на этот	2	4
103	и их	3	4
104	уже по	2	4
105	именно в	3	4
106	и другое	2	4
107	не имеет	5	4
108	и по	3	4
109	что мы	10	4
110	же самое	4	4
111	бы в	2	4
112	мысли в	2	4
113	в состоянии	2	4
114	мысль что	3	4
115	мы видим	2	4
116	ответить на	3	4
117	тем более	5	4
118	еще не	3	4
119	не есть	9	4
120	вместе с	6	4
121	той же	3	4
122	тому как	2	4
123	и то	5	4
124	могут быть	7	4
125	не то	5	4
126	подобно тому	2	4
127	мы его	3	4
128	не менее	5	3
129	в смысле	3	3
130	и как	2	3
131	но это	3	3
132	самом деле	3	3
133	но что	2	3
134	и тот	3	3
135	в действительности	3	3
136	к нему	5	3
137	и тем	4	3
138	от того	4	3
139	а в	5	3
140	и с	4	3
141	к его	2	3
142	говорить о	5	3
143	в первом	3	3
144	в этих	3	3
145	как она	2	3
146	между тем	9	3
147	мы не	8	3
148	и более	4	3
149	с тем	7	3
150	только не	3	3
151	с этим	7	3
152	в одном	4	3
153	что мысль	3	3
154	таким же	5	3
155	этом случае	5	3
156	то в	3	3
157	чем в	2	3
158	по своему	2	3
159	и может	4	3
160	что и	7	3
161	сих пор	4	3
162	из которых	2	3
163	что значит	2	3
164	и его	2	3
165	мысли но	4	3
166	имеет свою	2	3
167	отношения между	2	3
168	связи с	3	3
169	один и	5	3
170	до сих	4	3
171	только для	2	2
172	я не	2	2
173	до того	3	2
174	что у	3	2
175	столь же	2	2
176	к одному	3	2
177	есть процесс	2	2
178	происходит в	2	2
179	предположить что	4	2
180	очевидно что	7	2
181	котором она	2	2
182	по поводу	4	2
183	на его	3	2
184	в ней	2	2
185	в виду	3	2
186	в котором	4	2
187	по мере	7	2
188	мысли как	2	2
189	что она	2	2
190	отношений между	2	2
191	эту мысль	2	2
192	все это	5	2
193	то и	4	2
194	те же	3	2
195	образом в	5	2
196	мысли которая	2	2
197	что только	2	2
198	и даже	2	2
199	к ним	2	2
200	в своих	2	2
201	может иметь	2	2
202	из виду	2	2
203	все равно	3	2
204	и здесь	2	2
205	в истории	4	2
206	что эти	3	2
207	на нее	3	2
208	их в	3	2
209	в более	2	2
210	же мы	2	2
211	к которым	3	2
212	в них	3	2
213	вовсе не	7	2
214	его в	4	2
215	на который	2	2
216	есть не	4	2
217	в различных	2	2
218	не с	2	2
219	то это	8	2
220	и к	6	2
221	нам кажется	2	2
222	у нас	2	2
223	чтобы понять	2	2
224	что я	11	2
225	все что	2	2
226	указывает на	2	2
227	и из	3	2
228	никто не	2	2
229	и потому	10	2
230	и другим	3	2
231	идет от	2	2
232	на основании	4	2
233	находится в	5	2
234	только на	4	2
235	мысли от	2	2
236	всем остальным	2	2
237	такое же	2	2
238	должны быть	3	2
239	мы различаем	2	2
240	во всяком	5	2
241	само по	5	2
242	из сказанного	3	2
243	ту же	3	2
244	об отношении	2	2
245	мы говорим	7	2
246	из этого	2	2
247	образом что	2	2
248	которые не	2	2
249	связанная с	3	2
