N	2gram	Medvedev_F_3	Istorich
1	т е	32	29
2	что он	6	24
3	и т	11	19
4	не только	9	18
5	т д	6	18
6	может быть	25	17
7	никогда не	5	15
8	и в	27	15
9	но и	10	14
10	так как	9	14
11	так же	9	13
12	что в	8	12
13	знаем что	2	12
14	то что	8	12
15	в этих	3	11
16	мы знаем	4	11
17	и не	30	11
18	в этом	18	11
19	что они	5	10
20	его в	7	10
21	то же	15	10
22	с тем	7	9
23	еще не	6	9
24	все же	6	9
25	потому что	7	9
26	связи с	5	8
27	мы увидим	2	8
28	мы можем	4	8
29	том что	4	7
30	и пр	15	7
31	в нем	15	7
32	вместе с	6	7
33	таким образом	18	7
34	не в	12	7
35	ничего не	2	7
36	мы уже	3	6
37	что это	3	6
38	в его	7	6
39	как бы	8	6
40	что и	2	6
41	и что	3	6
42	в том	7	6
43	только в	8	6
44	но в	6	6
45	прежде всего	4	5
46	к тому	4	5
47	как в	4	5
48	она не	4	5
49	было бы	6	5
50	же как	3	5
51	в котором	2	5
52	так и	21	5
53	что она	2	5
54	не может	24	5
55	в связи	4	5
56	а не	17	5
57	к которому	2	5
58	и др	2	4
59	его и	3	4
60	для нас	3	4
61	но это	2	4
62	в этой	2	4
63	в одной	5	4
64	при этом	8	4
65	одной из	2	4
66	или на	2	4
67	в ней	5	4
68	о нем	3	4
69	дело не	2	4
70	всех сторон	2	4
71	они не	4	4
72	и с	3	4
73	тем что	5	4
74	и на	3	4
75	в себе	3	4
76	мы должны	2	4
77	все эти	6	4
78	всех этих	2	3
79	видели что	2	3
80	и его	19	3
81	из этих	2	3
82	он был	4	3
83	как это	4	3
84	в каких	2	3
85	же и	4	3
86	но если	2	3
87	о том	4	3
88	отношению к	3	3
89	все это	7	3
90	по отношению	3	3
91	так в	2	3
92	эта связь	2	3
93	того что	3	3
94	увидим что	2	3
95	роль в	4	3
96	мы не	4	3
97	тому как	5	3
98	что этот	2	3
99	уже знаем	2	3
100	подобно тому	4	3
101	он и	3	3
102	как он	2	3
103	и это	2	3
104	он является	2	2
105	уже в	4	2
106	и более	3	2
107	могут быть	4	2
108	смысле этого	2	2
109	материал в	4	2
110	с другой	6	2
111	это не	3	2
112	в жизни	11	2
113	на самом	14	2
114	главным образом	2	2
115	нисколько не	2	2
116	говорят о	2	2
117	ни в	8	2
118	да и	4	2
119	в основном	2	2
120	как и	14	2
121	мы видели	4	2
122	такой же	2	2
123	является не	2	2
124	не знают	2	2
125	совершается в	3	2
126	одна из	2	2
127	но не	5	2
128	того чтобы	5	2
129	и из	2	2
130	и для	6	2
131	в сущности	2	2
132	был бы	2	2
133	хотя бы	6	2
134	к материалу	3	2
135	ее в	3	2
136	с ее	2	2
137	из них	2	2
138	во всех	3	2
139	и их	5	2
140	и именно	2	2
141	и только	2	2
142	другой стороны	5	2
143	той же	3	2
144	человека в	2	2
145	превращается в	2	2
146	самом деле	16	2
147	в которых	3	2
148	сказать что	3	2
149	нам важно	2	2
150	то мы	3	2
151	и ее	6	2
152	это только	2	2
153	самый факт	2	2
154	здесь не	2	2
155	так сказать	5	2
156	их в	3	2
157	в него	3	2
158	в эту	2	2
159	в виду	3	2
