N	2gram	Propp_Isto_4	Vladivir
1	и в	26	40
2	то что	16	28
3	и не	9	25
4	не только	15	25
5	у него	5	24
6	но и	12	18
7	в том	3	18
8	том что	3	18
9	что в	14	17
10	в этом	7	16
11	так что	2	14
12	в его	5	14
13	не может	6	14
14	вовсе не	4	13
15	в виде	2	13
16	только в	3	13
17	а именно	3	12
18	сказать что	2	12
19	даже и	2	12
20	никогда не	2	11
21	таким образом	10	11
22	потому что	6	11
23	о том	4	11
24	тем не	2	10
25	ни в	2	10
26	то это	5	10
27	не просто	4	10
28	не есть	2	10
29	и его	10	10
30	не менее	2	9
31	что это	2	9
32	уже не	5	9
33	есть только	3	9
34	и с	5	9
35	и то	6	9
36	в своей	4	9
37	в себе	2	9
38	в своем	2	8
39	в этой	2	8
40	может быть	14	8
41	так же	18	8
42	и что	5	8
43	он не	7	8
44	а также	3	8
45	как мы	5	8
46	а не	6	8
47	и как	5	7
48	и если	3	7
49	хотя и	2	7
50	а в	8	7
51	так как	9	7
52	с тем	2	7
53	того что	2	7
54	что и	9	7
55	вместе с	6	7
56	как и	7	7
57	и здесь	5	6
58	и даже	4	6
59	не мог	3	6
60	и на	2	6
61	по себе	2	6
62	об этом	7	6
63	во всем	3	6
64	так и	10	6
65	хотя бы	2	6
66	но это	3	6
67	содержит в	2	5
68	можно считать	2	5
69	с другой	4	5
70	для нас	3	5
71	не говорит	2	5
72	все эти	3	5
73	тут же	2	5
74	в истории	2	5
75	в одном	5	5
76	что он	10	5
77	у нас	2	5
78	мы уже	5	5
79	между прочим	2	5
80	в данном	3	5
81	тем что	5	5
82	ничего не	5	5
83	точно так	5	4
84	вопрос о	4	4
85	на то	3	4
86	в дальнейшем	6	4
87	такого рода	2	4
88	от того	2	4
89	не имеет	3	4
90	мы должны	5	4
91	при помощи	10	4
92	как это	3	4
93	и все	2	4
94	по существу	3	4
95	но не	5	4
96	есть и	2	4
97	указать на	3	4
98	еще не	6	4
99	было бы	2	4
100	даже в	4	4
101	говорит о	2	4
102	то же	8	4
103	все же	9	4
104	но в	5	4
105	перед нами	3	3
106	уже в	2	3
107	же как	13	3
108	в качестве	7	3
109	это не	5	3
110	из этих	3	3
111	мы знаем	8	3
112	но все	5	3
113	при этом	3	3
114	но для	2	3
115	как бы	3	3
116	и тем	2	3
117	в нем	2	3
118	к нему	6	3
119	мы видели	6	3
120	что есть	2	3
121	в связи	2	3
122	и только	5	3
123	что здесь	7	3
124	же самое	2	3
125	мы имеем	7	3
126	этого не	2	3
127	если бы	2	3
128	же в	3	3
129	как нечто	3	3
130	всякого рода	3	3
131	и у	5	3
132	не в	5	3
133	что этот	4	3
134	здесь не	4	3
135	не могут	2	2
136	должна быть	2	2
137	в этих	7	2
138	с этой	2	2
139	же это	2	2
140	что на	2	2
141	к своему	3	2
142	интересно что	4	2
143	должен был	3	2
144	в целом	2	2
145	и за	2	2
146	что она	3	2
147	другой стороны	4	2
148	видели выше	2	2
149	работе о	3	2
150	и по	5	2
151	по его	2	2
152	можно найти	2	2
153	он всегда	3	2
154	по своей	2	2
155	что мы	3	2
156	его в	9	2
157	к этой	3	2
158	могло бы	2	2
159	только с	2	2
160	и более	3	2
161	знаем что	7	2
162	это же	2	2
163	с этим	2	2
164	к этому	5	2
165	но мы	3	2
166	не хочет	2	2
167	в силу	5	2
168	не к	2	2
169	она не	3	2
170	из них	2	2
171	наряду с	3	2
172	о двух	2	2
173	он уже	2	2
174	в этот	4	2
175	совершенно так	6	2
176	выше мы	2	2
177	данном случае	3	2
178	на него	3	2
179	только что	3	2
180	не на	3	2
181	на себя	4	2
182	в другом	5	2
183	связи с	3	2
184	что эта	3	2
185	стоит на	2	2
