N	2gram	Voloshinov_1	Problemy
1	и в	12	34
2	и не	10	29
3	как бы	13	27
4	в его	2	22
5	может быть	14	19
6	в нем	6	19
7	не может	16	19
8	и все	2	19
9	как и	5	18
10	но в	5	16
11	все это	3	16
12	и его	13	16
13	в этом	4	16
14	и с	3	15
15	прежде всего	8	15
16	он не	2	15
17	то же	5	14
18	к нему	4	14
19	самом деле	3	13
20	для него	3	13
21	но и	3	12
22	и к	4	12
23	в то	2	12
24	то что	5	11
25	на самом	4	11
26	не только	4	10
27	слова и	6	10
28	в отношении	2	9
29	не в	4	9
30	а не	5	9
31	героя и	5	9
32	никогда не	5	8
33	себя и	2	8
34	в самом	4	8
35	так же	3	8
36	точки зрения	14	8
37	с ним	3	8
38	и слово	2	8
39	и для	3	8
40	что в	2	7
41	к герою	3	7
42	отношении к	3	7
43	все же	4	7
44	на него	2	7
45	что не	4	7
46	там где	2	7
47	в пределах	3	6
48	отношение к	4	6
49	и на	4	6
50	с его	2	6
51	отношению к	11	6
52	так и	4	6
53	в себе	3	6
54	только в	6	6
55	все время	6	5
56	это не	2	5
57	но все	2	5
58	и что	2	5
59	того что	3	5
60	по отношению	11	5
61	таким образом	12	5
62	и так	2	5
63	и наконец	3	5
64	что и	2	5
65	хотя бы	5	5
66	в чем	2	5
67	то ни	3	4
68	с другой	4	4
69	ни было	4	4
70	ни в	3	4
71	да и	3	4
72	но это	2	4
73	при этом	6	4
74	бы то	3	4
75	как к	3	4
76	все эти	3	4
77	его в	4	4
78	так как	9	4
79	если бы	9	4
80	но не	2	4
81	еще не	3	4
82	внутренней речи	3	4
83	как в	5	4
84	только на	3	4
85	с точки	2	4
86	с другими	2	4
87	ничего не	2	4
88	вместе с	2	4
89	не менее	3	3
90	уже в	2	3
91	в такой	3	3
92	его к	2	3
93	словом и	2	3
94	в том	6	3
95	сливается с	2	3
96	такой же	2	3
97	до конца	2	3
98	но для	3	3
99	в виду	5	3
100	в котором	3	3
101	жизни и	4	3
102	другой стороны	2	3
103	это как	3	3
104	для других	2	3
105	в ней	6	3
106	нуждается в	3	3
107	ведь и	3	3
108	по себе	3	3
109	том что	5	3
110	между тем	3	3
111	со словом	2	3
112	но зато	2	3
113	в своей	3	3
114	и то	2	3
115	в творчестве	3	3
116	в душе	2	2
117	с этой	2	2
118	тем не	3	2
119	к слову	2	2
120	совпадает с	2	2
121	от этой	2	2
122	в форме	2	2
123	в своем	2	2
124	те же	2	2
125	как на	2	2
126	о том	3	2
127	сказать что	7	2
128	слово в	3	2
129	отнюдь не	5	2
130	в них	3	2
131	он должен	3	2
132	в жизни	5	2
133	конечно в	2	2
134	точек зрения	3	2
135	а к	2	2
136	более того	2	2
137	конечно не	3	2
138	за пределы	4	2
139	и потому	2	2
140	но этот	2	2
141	когда он	3	2
142	быть и	3	2
143	бы не	2	2
144	тому же	2	2
145	уже не	4	2
146	речи в	2	2
147	и ее	3	2
148	и вообще	3	2
