N	2gram	Vygotskiy__4	Literetu
1	не только	15	24
2	при этом	12	19
3	в качестве	21	17
4	но и	9	17
5	а не	7	16
6	в том	42	16
7	в частности	5	15
8	том что	35	14
9	может быть	12	13
10	тогда как	2	13
11	и не	8	12
12	в этом	24	12
13	состоит в	4	11
14	прежде всего	2	11
15	в своем	4	11
16	такого рода	6	10
17	то что	15	10
18	не в	4	8
19	в целом	11	8
20	и в	20	8
21	только в	10	8
22	как это	9	8
23	не менее	3	7
24	в его	11	7
25	как бы	7	7
26	в себе	10	7
27	как и	9	6
28	связи с	3	6
29	себя в	3	6
30	того что	10	6
31	точки зрения	24	6
32	с этой	4	5
33	что он	6	5
34	а также	2	5
35	как в	5	5
36	не может	6	5
37	то же	16	5
38	в отличие	2	5
39	уже в	6	5
40	тем самым	7	5
41	одним из	2	5
42	в данном	2	5
43	отличие от	2	5
44	столь же	3	4
45	это не	5	4
46	в силу	6	4
47	представляет собой	3	4
48	но не	3	4
49	еще не	2	4
50	и тем	8	4
51	все же	5	4
52	из них	4	4
53	в своей	7	4
54	данном случае	2	4
55	со стороны	3	4
56	так и	5	4
57	и т.п	2	4
58	никогда не	5	4
59	в связи	3	4
60	друг друга	4	4
61	и его	5	4
62	в этой	3	4
63	в уме	5	4
64	в основе	17	3
65	что в	19	3
66	с другой	12	3
67	самого себя	2	3
68	в самом	6	3
69	у него	2	3
70	том же	2	3
71	один из	3	3
72	ли не	2	3
73	в их	12	3
74	приводит к	3	3
75	а в	2	3
76	таким образом	25	3
77	этой точки	4	3
78	тем же	4	3
79	той же	6	3
80	потому что	12	3
81	во всяком	4	3
82	но в	3	3
83	по своей	6	3
84	также и	2	3
85	далеко не	2	3
86	его в	6	3
87	в области	4	3
88	в виду	3	3
89	на этом	3	2
90	должна быть	2	2
91	все более	2	2
92	отнюдь не	3	2
93	в равной	3	2
94	ничего кроме	2	2
95	которая в	2	2
96	из этих	2	2
97	подобно тому	2	2
98	различие между	3	2
99	к тому	6	2
100	а только	3	2
101	по выражению	4	2
102	тому же	6	2
103	и того	5	2
104	в нашей	2	2
105	того же	9	2
106	от тех	3	2
107	для него	2	2
108	одной стороны	9	2
109	было бы	8	2
110	мы в	2	2
111	на один	4	2
112	следующим образом	3	2
113	и является	3	2
114	всяком случае	3	2
115	даже в	2	2
116	не является	5	2
117	в нем	2	2
118	не есть	2	2
119	на том	4	2
120	в сущности	4	2
121	только на	2	2
122	и только	4	2
123	мышления и	14	2
124	этом отношении	7	2
125	с одной	9	2
126	все эти	5	2
127	самом деле	7	2
128	что такое	5	2
129	с точки	11	2
130	во многих	2	2
131	роль в	4	2
132	в слове	2	2
133	можно было	6	2
134	тому как	2	2
135	и то	10	2
136	между тем	9	2
137	тем что	7	2
138	могут быть	7	2
139	является по	2	2
140	ту же	2	2
141	к общему	2	2
142	о том	5	2
143	как он	4	2
144	в сознании	4	2
