N	2gram	Medvedev_F_2	VLabPisa
1	таким образом	20	27
2	в этом	27	26
3	и в	38	25
4	и т	14	24
5	не только	9	22
6	может быть	23	21
7	хотя бы	6	20
8	и не	20	19
9	т е	26	17
10	не может	14	17
11	в его	10	15
12	т д	5	15
13	в процессе	9	14
14	прежде всего	15	13
15	в том	11	13
16	этом отношении	7	13
17	все это	3	12
18	как это	2	12
19	с другой	3	11
20	из них	4	11
21	не могут	7	10
22	в качестве	2	10
23	в художественном	2	10
24	по этому	2	9
25	к этому	4	9
26	что в	7	9
27	для него	7	9
28	и др	3	9
29	но и	13	9
30	то же	6	9
31	т п	9	9
32	все эти	6	8
33	другой стороны	4	8
34	могут быть	6	8
35	не следует	4	8
36	произведения в	2	7
37	из этих	3	7
38	как и	9	7
39	том что	2	7
40	было бы	6	7
41	во всех	5	7
42	вместе с	6	7
43	он пишет	2	7
44	не было	6	7
45	произведения и	3	7
46	а не	6	7
47	это не	2	6
48	художественного произведения	6	6
49	это и	5	6
50	то что	6	6
51	главным образом	3	6
52	в нем	13	6
53	в зависимости	3	6
54	так и	8	6
55	и его	21	6
56	их в	2	6
57	между тем	2	6
58	в то	5	6
59	в результате	6	5
60	тому что	2	5
61	же время	5	5
62	все же	8	5
63	зависимости от	3	5
64	очевидно что	2	5
65	в пределах	12	5
66	связи с	13	5
67	в искусстве	2	5
68	как бы	4	5
69	один из	2	5
70	в их	6	5
71	приводит к	2	5
72	сказать что	2	5
73	только в	6	5
74	не в	15	5
75	не является	3	5
76	в плане	2	5
77	произведения как	2	5
78	к тому	4	4
79	в единстве	2	4
80	никогда не	2	4
81	перед нами	2	4
82	равно как	2	4
83	в целом	3	4
84	что он	5	4
85	с его	11	4
86	в ее	2	4
87	в своей	7	4
88	в самом	16	4
89	даже в	2	4
90	вот как	4	4
91	художественное произведение	2	4
92	как раз	6	4
93	в связи	10	4
94	в статье	4	4
95	с ними	2	4
96	чем же	3	4
97	в этой	6	4
98	и к	4	3
99	всех этих	3	3
100	и ее	6	3
101	с тем	11	3
102	и как	3	3
103	даже и	4	3
104	и от	2	3
105	в конце	2	3
106	мы знаем	3	3
107	по существу	7	3
108	мы видели	4	3
109	что они	4	3
110	говорит в	5	3
111	но как	2	3
112	как о	4	3
113	или в	3	3
114	с этим	5	3
115	что не	4	3
116	например в	3	3
117	в виду	2	3
118	в котором	2	3
119	его в	3	3
120	что и	8	3
121	жизни и	3	3
122	и их	3	3
123	ее в	2	3
124	именно в	5	3
125	этот вопрос	2	3
126	сводится к	5	3
127	в значительной	3	3
128	того что	3	3
129	и по	2	3
130	его не	2	3
131	в слове	5	3
132	точки зрения	8	3
133	она не	2	3
134	является не	2	3
135	бы в	5	3
136	говорить не	2	3
137	образом не	2	2
138	восприятия и	4	2
139	сюжета и	3	2
140	а о	3	2
141	основные тенденции	2	2
142	формы и	2	2
143	произведения не	3	2
144	к сожалению	2	2
145	искусство как	3	2
146	с нею	2	2
147	вовсе не	11	2
148	а как	3	2
149	роль в	3	2
150	по себе	7	2
151	было в	2	2
152	в целях	2	2
153	с реальной	2	2
154	не приходится	3	2
155	но не	2	2
156	и может	3	2
157	для того	3	2
158	он и	3	2
159	в общем	5	2
160	то это	3	2
161	если бы	5	2
162	эти явления	2	2
163	ни одна	2	2
164	на язык	2	2
165	в ней	6	2
166	конце концов	2	2
167	и даже	4	2
168	всяком случае	5	2
169	отнюдь не	8	2
170	если в	3	2
171	что для	2	2
172	при помощи	2	2
173	не по	2	2
174	даже не	2	2
175	во всей	2	2
176	ее как	2	2
177	от характера	2	2
178	а в	6	2
179	в особенности	4	2
180	что оно	4	2
181	они должны	2	2
182	того чтобы	3	2
183	между ними	2	2
184	само собою	2	2
185	и для	5	2
186	отметить что	2	2
187	с другими	10	2
188	не столько	4	2
189	во всяком	5	2
190	хотя и	3	2
191	лишь в	7	2
192	не о	4	2
193	он в	2	2
194	как особый	2	2
195	он не	6	2
196	они не	4	2
197	как например	2	2
198	к его	2	2
199	говорить о	5	2
200	того или	4	2
201	от его	2	2
202	в чем	2	2
203	в которой	2	2
204	в области	3	2
205	же как	3	2
206	но в	4	2
