N	2gram	Bakhtin_Fr_2	StatiiOP
1	и в	49	44
2	в том	3	36
3	что в	2	30
4	том что	4	29
5	в этом	15	21
6	вовсе не	10	19
7	то что	6	18
8	не только	17	18
9	было бы	3	17
10	а в	4	17
11	о том	3	17
12	и не	15	16
13	может быть	5	15
14	в области	4	14
15	можно было	3	13
16	в этой	10	11
17	того чтобы	2	11
18	точки зрения	6	11
19	что он	3	10
20	но и	13	10
21	но в	4	10
22	только в	13	10
23	в отношении	2	9
24	с другой	4	9
25	в то	6	9
26	как и	11	9
27	также и	3	9
28	так и	6	9
29	в его	18	9
30	во всех	6	8
31	все же	7	8
32	из них	3	8
33	не может	7	8
34	и его	17	8
35	с точки	5	8
36	прежде всего	19	7
37	так например	2	7
38	по поводу	2	7
39	в самом	3	7
40	сих пор	4	7
41	до сих	4	7
42	другой стороны	3	7
43	таким образом	7	7
44	этом отношении	3	7
45	сказать что	6	7
46	что они	2	7
47	из этих	5	6
48	но это	2	6
49	для него	9	6
50	в своей	5	6
51	именно в	6	6
52	на самом	2	6
53	во всяком	2	6
54	всяком случае	2	6
55	никогда не	5	5
56	так же	2	5
57	вплоть до	2	5
58	совершенно не	2	5
59	в нем	9	5
60	жизни и	7	5
61	все это	9	5
62	вряд ли	2	5
63	то же	7	5
64	и даже	2	5
65	тем что	4	5
66	нужно сказать	3	5
67	могут быть	2	5
68	все эти	7	5
69	так как	6	5
70	там где	4	5
71	по словам	2	4
72	своей статье	2	4
73	это в	2	4
74	мы находим	4	4
75	в ее	3	4
76	это и	2	4
77	же время	6	4
78	но все	4	4
79	в качестве	2	4
80	никто не	2	4
81	как бы	11	4
82	на то	2	4
83	не было	4	4
84	на эту	2	4
85	во время	12	3
86	точку зрения	2	3
87	и с	6	3
88	в конце	2	3
89	в тех	2	3
90	ни в	3	3
91	он был	2	3
92	в г	3	3
93	да и	3	3
94	в начале	5	3
95	но не	5	3
96	и без	2	3
97	еще не	2	3
98	в ней	2	3
99	даже в	3	3
100	и за	2	3
101	в истории	6	3
102	что для	3	3
103	с одной	3	3
104	лишь в	4	3
105	как к	2	3
106	что касается	2	3
107	в другом	2	3
108	и вообще	3	3
109	связанные с	2	3
110	уже в	5	2
111	всех этих	3	2
112	в этих	4	2
113	даже и	2	2
114	в своем	5	2
115	превращается в	3	2
116	и во	4	2
117	на совершенно	2	2
118	раз в	3	2
119	по существу	2	2
120	и более	4	2
121	литературы и	2	2
122	есть в	2	2
123	при этом	5	2
124	и перед	3	2
125	одной стороны	3	2
126	но именно	3	2
127	со всеми	2	2
128	несмотря на	3	2
129	в сущности	8	2
130	за пределы	2	2
131	и потому	5	2
132	свое время	3	2
133	к числу	2	2
134	отношение к	8	2
135	такого рода	2	2
136	в первую	2	2
137	отношения к	4	2
138	без всякого	2	2
139	целый ряд	2	2
140	в свое	4	2
141	в эпоху	13	2
142	другом месте	2	2
143	ничего не	2	2
144	в своих	4	2
145	думать что	2	2
146	можно найти	2	2
147	их в	3	2
148	у него	2	2
149	но он	6	2
150	в себе	4	2
151	и все	3	2
152	и это	3	2
153	статье о	2	2
154	к нему	3	2
155	должен был	2	2
156	только с	3	2
157	то есть	32	2
