N	3gram	Losev_Prob_3	KulturaY
1	с точки зрения	2	16
2	можно было бы	3	10
3	тем не менее	10	9
4	в том что	9	8
5	и т д	13	8
6	до сих пор	2	8
7	той или иной	8	5
8	в данном случае	7	4
9	и в этом	6	4
10	в связи с	7	4
11	в этом случае	5	4
12	с другой стороны	5	3
13	и тем не	3	3
14	сам по себе	6	3
15	не только в	2	3
16	не может быть	5	3
17	того или иного	3	3
18	на самом деле	2	3
19	о том что	3	3
20	в первую очередь	3	3
21	в отличие от	2	2
22	как мы видели	2	2
23	сама по себе	8	2
24	то или иное	2	2
25	как раз и	4	2
26	только то что	2	2
27	дело не в	2	2
28	в той или	2	2
29	в таком случае	4	2
30	в нашем смысле	2	2
31	а не просто	3	2
32	что и в	3	2
