N	2gram	Losev_Vlad_1	Istorich
1	и в	31	26
2	так как	8	18
3	в египте	3	16
4	никогда не	9	13
5	потому что	11	13
6	что в	14	12
7	таким образом	3	12
8	в том	11	12
9	и на	3	12
10	в этом	14	12
11	может быть	6	11
12	с другой	3	10
13	том что	14	10
14	и т	2	10
15	и не	17	10
16	не только	24	10
17	что он	12	9
18	еще не	2	9
19	но и	19	9
20	а именно	2	9
21	в нем	4	8
22	все же	3	8
23	вместе с	3	8
24	другой стороны	3	8
25	т д	2	8
26	все эти	3	8
27	и это	2	8
28	с ним	5	8
29	уже не	3	7
30	и его	7	7
31	у него	15	7
32	о том	11	7
33	но в	12	7
34	то что	18	6
35	мы уже	7	6
36	как в	3	6
37	не может	6	6
38	в виде	3	6
39	и с	14	6
40	как он	4	6
41	у нас	6	5
42	как и	4	5
43	в его	12	5
44	так и	6	5
45	то же	6	5
46	и что	6	5
47	как это	7	5
48	тем что	2	5
49	в то	8	5
50	только в	9	5
51	с тем	2	4
52	из этих	2	4
53	с его	11	4
54	здесь мы	3	4
55	но это	3	4
56	все что	2	4
57	не имели	2	4
58	в это	2	4
59	на его	3	4
60	что и	5	4
61	как мы	9	4
62	и он	3	4
63	и по	8	4
64	а также	5	4
65	в очень	2	4
66	но как	5	4
67	в частности	2	3
68	в них	2	3
69	и от	5	3
70	к этому	6	3
71	в тех	2	3
72	на первый	2	3
73	так что	10	3
74	не в	5	3
75	от него	2	3
76	к концу	2	3
77	в качестве	6	3
78	то время	2	3
79	так например	2	3
80	кроме того	7	3
81	главным образом	4	3
82	еще в	4	3
83	один из	4	3
84	когда он	5	3
85	в своей	4	3
86	из этого	2	3
87	что она	2	3
88	со стороны	2	3
89	и через	3	3
90	а в	9	3
91	при этом	2	3
92	и других	2	3
93	и вот	3	3
94	там же	13	3
95	к своему	3	3
96	как на	2	3
97	в своих	5	3
98	и то	10	3
99	сказать что	7	3
100	в себе	4	3
101	не было	5	3
102	и действительно	3	3
103	и как	4	2
104	от нее	2	2
105	в своем	4	2
106	что у	4	2
107	но он	5	2
108	того же	6	2
109	после смерти	4	2
110	первый план	2	2
111	вовсе не	5	2
112	на то	5	2
113	это мы	2	2
114	можно сказать	6	2
115	к тому	3	2
116	мы знаем	2	2
117	для нас	4	2
118	он был	14	2
119	которых он	2	2
120	что они	3	2
121	но не	3	2
122	что мы	2	2
123	было бы	2	2
124	и сам	6	2
125	под названием	2	2
126	кажется что	2	2
127	в свои	2	2
128	него в	2	2
129	в свое	5	2
130	всяком случае	2	2
131	даже в	2	2
132	но мы	2	2
133	жизни и	5	2
134	ни в	2	2
135	не будем	2	2
136	и до	2	2
137	на него	3	2
138	что же	5	2
139	то и	2	2
140	он не	10	2
141	только что	2	2
142	а с	5	2
143	и сейчас	2	2
144	тем самым	2	2
145	того что	2	2
146	известно что	2	2
147	что этот	3	2
148	где он	2	2
149	с ними	2	2
150	во всяком	2	2
151	знаем что	2	2
152	что касается	3	2
153	он и	6	2
154	к себе	2	2
155	из его	4	2
156	о котором	2	2
157	видно что	5	2
158	мы должны	2	2
159	в этой	4	2
160	здесь не	3	2
161	то он	6	2
162	ничего не	3	2
163	е в	7	2
