N	2gram	Bakhtin_Pr_3	Morfolog
1	может быть	12	52
2	таким образом	6	20
3	не может	2	17
4	в этих	5	16
5	могут быть	4	15
6	с этим	2	14
7	и в	53	13
8	в этом	8	13
9	и др	14	12
10	так как	7	12
11	перед нами	5	11
12	мы видим	2	11
13	прежде всего	15	9
14	так и	6	9
15	в связи	2	9
16	то же	6	9
17	и не	15	9
18	а не	11	9
19	с другой	2	8
20	а затем	4	8
21	по существу	5	8
22	что и	3	8
23	это не	6	6
24	в том	14	6
25	но не	5	6
26	а также	4	6
27	в форме	6	6
28	а в	2	6
29	не менее	3	5
30	и другие	9	5
31	в образе	3	5
32	наряду с	5	5
33	во всех	12	5
34	далеко не	2	5
35	как бы	14	5
36	один из	6	5
37	то что	9	5
38	потому что	5	5
39	мы не	4	5
40	что в	2	4
41	вовсе не	3	4
42	тем не	2	4
43	было бы	5	4
44	на его	3	4
45	несмотря на	2	4
46	не только	4	4
47	в некоторых	4	4
48	как в	7	4
49	как мы	5	4
50	по отношению	2	4
51	как и	11	4
52	хотя и	4	4
53	тем что	2	4
54	точки зрения	4	4
55	с точки	2	4
56	также и	4	4
57	его в	2	4
58	ничего не	6	4
59	связана с	2	3
60	прежде чем	2	3
61	вступают в	2	3
62	в начале	2	3
63	том что	5	3
64	но это	3	3
65	кроме того	3	3
66	в сущности	10	3
67	он не	3	3
68	но и	7	3
69	для этой	2	3
70	и по	3	3
71	и для	4	3
72	можно назвать	2	3
73	мы можем	5	3
74	из них	4	3
75	и ее	6	3
76	в то	5	3
77	мы должны	4	3
78	в один	2	3
79	но в	5	3
80	и более	2	2
81	хотя бы	2	2
82	к этому	4	2
83	что он	4	2
84	в собственном	2	2
85	можно сказать	8	2
86	так например	2	2
87	и к	5	2
88	со смертью	2	2
89	только в	4	2
90	от него	3	2
91	обычно в	3	2
92	они и	2	2
93	в большинстве	4	2
94	есть и	2	2
95	одной из	4	2
96	мы уже	5	2
97	или на	2	2
98	во сне	5	2
99	себя и	2	2
100	быть и	2	2
101	собственном смысле	2	2
102	или менее	3	2
103	все эти	9	2
104	перейти к	2	2
105	к себе	6	2
106	и его	10	2
107	не знает	4	2
108	или по	3	2
109	о том	2	2
110	здесь не	4	2
111	но здесь	2	2
112	большинстве случаев	4	2
113	одна из	7	2
114	сказать что	10	2
115	как это	2	2
116	более или	3	2
117	это было	3	2
