N	2gram	Bakhtin_Fr_3	Hudozhes
1	и в	40	28
2	том что	4	19
3	в ее	3	18
4	и не	13	18
5	своего рода	2	16
6	в том	8	15
7	а не	5	14
8	в этом	15	13
9	о том	4	12
10	как и	11	11
11	при этом	3	11
12	в его	13	11
13	не только	13	11
14	но и	11	9
15	в себе	3	9
16	о чем	2	8
17	что он	2	8
18	может быть	9	8
19	так и	3	8
20	между тем	3	8
21	и все	9	7
22	об этом	3	7
23	в мире	4	7
24	в частности	3	7
25	отношению к	2	7
26	по отношению	3	7
27	это не	2	6
28	можно сказать	2	6
29	в котором	2	6
30	то что	5	6
31	жизни и	4	6
32	в своей	6	6
33	если бы	3	6
34	то же	7	6
35	не было	5	6
36	а в	3	6
37	и с	8	6
38	тем что	3	6
39	в то	6	6
40	с его	3	5
41	и другие	2	5
42	не менее	2	5
43	у него	8	5
44	в своем	7	5
45	как бы	3	5
46	как в	3	5
47	в этой	3	5
48	что в	12	5
49	и сам	2	5
50	в самом	6	5
51	только на	4	5
52	и его	17	5
53	рядом с	2	5
54	одно из	3	5
55	для него	5	5
56	своей жизни	2	4
57	но не	2	4
58	же время	6	4
59	для того	3	4
60	и о	4	4
61	он не	9	4
62	что и	3	4
63	и сама	2	4
64	как раз	5	4
65	не может	3	4
66	того чтобы	4	4
67	только в	3	4
68	в других	3	4
69	в них	9	3
70	в состоянии	2	3
71	с другой	2	3
72	в одном	7	3
73	с нею	2	3
74	прежде всего	16	3
75	что было	2	3
76	в нем	5	3
77	и ее	2	3
78	самом деле	3	3
79	все что	2	3
80	как о	2	3
81	есть и	2	3
82	еще не	3	3
83	было бы	4	3
84	одной из	2	3
85	раз в	2	3
86	по преимуществу	2	3
87	в ней	4	3
88	мы уже	13	3
89	в этих	6	3
90	все это	4	3
91	можно было	3	3
92	и на	8	3
93	как он	2	3
94	и это	2	3
95	к нему	2	3
96	в основе	5	2
97	только для	3	2
98	представляется нам	2	2
99	за него	2	2
100	именно в	2	2
101	и от	3	2
102	из этих	2	2
103	в духе	7	2
104	вовсе не	12	2
105	или иной	2	2
106	как мы	10	2
107	мы знаем	2	2
108	они были	3	2
109	одна из	3	2
110	на этом	2	2
111	была и	2	2
112	они и	2	2
113	от страха	3	2
114	но именно	3	2
115	и к	3	2
116	же и	3	2
117	о нем	3	2
118	а также	4	2
119	до сих	4	2
120	один из	4	2
121	в нашем	4	2
122	все же	2	2
123	отношение к	8	2
124	из них	4	2
125	вместе с	3	2
126	дело не	3	2
127	сих пор	4	2
128	жизни с	2	2
129	данном случае	2	2
130	здесь не	3	2
131	еще и	2	2
132	те же	5	2
133	жизнь в	3	2
134	лишь в	2	2
135	и у	2	2
136	который в	2	2
137	между ними	3	2
138	хотя бы	2	2
139	и для	5	2
140	той же	8	2
141	роль в	4	2
142	характер и	2	2
143	в данном	4	2
144	сказать что	3	2
145	потому что	2	2
146	нуждается в	3	2
147	точки зрения	2	2
148	в другом	3	2
149	с того	2	2
150	но в	8	2
