N	2gram	Trubetskoy_1	Myshleni
1	точки зрения	13	26
2	таким образом	31	26
3	в том	30	24
4	и в	23	23
5	том что	19	21
6	в целом	5	20
7	с точки	8	18
8	того чтобы	8	17
9	то что	18	17
10	в этом	12	17
11	так же	8	16
12	не только	7	16
13	того что	6	15
14	для того	8	15
15	что в	8	14
16	может быть	16	14
17	но и	9	14
18	как и	9	14
19	в его	5	14
20	не может	17	12
21	как бы	10	11
22	с другой	6	10
23	прежде всего	3	10
24	в психологии	3	10
25	одной стороны	2	9
26	другой стороны	5	9
27	и не	8	9
28	между тем	12	9
29	и с	5	9
30	вместе с	6	9
31	с одной	3	8
32	заключается в	2	8
33	и на	6	8
34	в основе	2	8
35	в процессе	2	8
36	то же	4	8
37	вопрос о	3	7
38	в этой	6	7
39	в самом	8	7
40	по отношению	9	7
41	в то	6	7
42	так как	7	7
43	с тем	2	7
44	что он	7	7
45	отношению к	9	7
46	и ее	2	7
47	в другом	2	7
48	независимо от	2	6
49	столь же	5	6
50	с этой	3	6
51	же как	3	6
52	между этими	2	6
53	от того	3	6
54	все это	11	6
55	именно в	5	6
56	лишь в	5	6
57	потому что	9	6
58	с этим	11	6
59	в силу	7	6
60	о том	7	6
61	в сущности	2	6
62	по сравнению	5	6
63	мы можем	6	6
64	в себе	5	6
65	только в	6	6
66	тому что	2	5
67	то время	2	5
68	из того	4	5
69	на то	9	5
70	для этого	7	5
71	что для	4	5
72	в своих	2	5
73	что мы	4	5
74	мы должны	4	5
75	и все	7	5
76	бы в	3	5
77	если бы	8	5
78	но в	4	5
79	и более	2	5
80	между собой	4	5
81	сравнению с	5	5
82	представить себе	2	5
83	а затем	2	5
84	по своей	7	5
85	и что	8	5
86	он не	3	5
87	так и	10	5
88	как мы	2	5
89	тем самым	3	5
90	тем более	3	5
91	всех тех	2	5
92	и т.д	4	5
93	из этого	6	5
94	но не	2	4
95	что все	5	4
96	в свою	2	4
97	только что	3	4
98	не в	8	4
99	в пользу	5	4
100	при этом	9	4
101	друг с	9	4
102	в котором	2	4
103	целый ряд	4	4
104	все эти	19	4
105	в результате	9	4
106	их в	2	4
107	к этому	5	4
108	и к	5	4
109	по существу	6	4
110	было бы	3	4
111	к тому	8	4
112	для себя	2	4
113	сих пор	8	4
114	а с	4	4
115	хотя бы	4	4
116	как на	4	4
117	с другом	9	4
118	этого слова	2	4
119	до сих	8	4
120	может не	3	3
121	я не	2	3
122	что это	5	3
123	в своем	10	3
124	и от	5	3
125	из этих	8	3
126	на все	5	3
127	в такой	4	3
128	свою очередь	2	3
129	отдельные элементы	2	3
130	мы и	2	3
131	что они	2	3
132	в общем	6	3
133	между отдельными	2	3
134	том чтобы	2	3
135	и если	6	3
136	всех остальных	2	3
137	образом и	2	3
138	в их	4	3
139	то и	2	3
140	показывают что	2	3
141	и других	2	3
142	в которых	2	3
143	вовсе не	2	3
144	этот вопрос	2	3
145	во всем	3	3
146	тогда когда	3	3
147	всяком случае	2	3
148	этих двух	2	3
149	что оно	3	3
150	такой же	2	3
151	двумя крайними	2	3
152	во всех	10	3
153	как известно	3	3
154	друг от	6	3
155	она не	2	3
156	от друга	6	3
157	все же	13	3
158	самом деле	12	3
159	из которых	4	3
160	ко всем	3	3
161	и то	4	3
162	которые не	3	3
163	во всяком	2	3
164	мы говорили	7	3
165	связи с	4	3
166	факт что	4	3
167	и это	3	3
168	в которой	5	3
169	в области	4	3
170	на вопрос	4	2
171	в частности	2	2
172	никогда не	4	2
173	в нашем	3	2
174	точку зрения	2	2
175	что у	2	2
176	целом ряде	3	2
177	в конце	4	2
178	представление о	3	2
179	всех прочих	2	2
180	что его	4	2
181	но все	5	2
182	выше и	4	2
183	исключительно из	3	2
184	на этом	2	2
185	же время	2	2
186	что с	5	2
187	для него	2	2
188	сообразно с	2	2
189	несмотря на	6	2
190	хотя и	4	2
191	эти черты	2	2
192	работы и	2	2
193	мы видели	2	2
194	жизни и	2	2
195	и до	3	2
196	данном случае	3	2
197	которых мы	3	2
198	и наконец	3	2
199	должно быть	4	2
200	а в	3	2
201	что как	4	2
202	и те	2	2
203	одно из	3	2
204	говорить о	2	2
205	о котором	7	2
206	что эти	2	2
207	ступени развития	5	2
208	в этих	3	2
209	потому и	2	2
210	тех же	2	2
211	на нее	2	2
212	говорили выше	5	2
213	всех этих	4	2
214	в них	2	2
215	в состоянии	4	2
216	он должен	2	2
217	ясно что	8	2
218	на первый	2	2
219	только тогда	2	2
220	из всех	5	2
221	двух разнородных	3	2
222	ближе к	3	2
223	в один	2	2
224	иначе говоря	4	2
225	том же	4	2
226	и потому	3	2
227	даже в	3	2
228	на него	2	2
229	в течение	4	2
230	в ту	2	2
231	одной и	2	2
232	если мы	4	2
233	между ними	2	2
234	в данном	3	2
235	можно назвать	3	2
236	и при	6	2
237	между двумя	5	2
238	в виде	4	2
239	все прочие	4	2
240	психологии в	2	2
241	что если	3	2
242	что эта	4	2
243	из этой	2	2
244	к другу	2	2
245	этими двумя	2	2
246	если это	2	2
247	и поэтому	2	2
