N	2gram	Vygotskiy__5	FransuaR
1	и в	30	41
2	то есть	13	24
3	мы уже	6	18
4	во всех	2	17
5	таким образом	20	17
6	в нем	7	16
7	и с	2	16
8	и его	6	13
9	но и	6	13
10	как мы	5	12
11	в этом	14	12
12	все это	2	11
13	все эти	2	11
14	прежде всего	4	10
15	в самом	14	10
16	не только	16	10
17	так как	9	10
18	то что	37	10
19	в образах	2	9
20	и на	3	9
21	и все	4	9
22	о том	10	9
23	никогда не	9	8
24	в сущности	12	8
25	в этой	5	8
26	но в	5	8
27	у него	3	7
28	в них	4	7
29	вовсе не	3	7
30	том что	21	7
31	как бы	19	7
32	и до	2	7
33	как и	6	7
34	что в	24	7
35	в его	4	7
36	что он	17	6
37	мы видим	8	6
38	один из	5	6
39	вместе с	12	6
40	с помощью	2	6
41	или в	6	6
42	сказать что	9	6
43	в то	2	6
44	то же	7	5
45	с его	2	5
46	в одном	2	5
47	в ее	3	5
48	так же	13	5
49	и он	2	5
50	из них	2	5
51	так и	3	5
52	в своем	6	5
53	рядом с	5	5
54	в той	3	5
55	и что	23	5
56	той же	3	5
57	еще в	2	5
58	тем что	6	5
59	но он	3	5
60	в себе	5	5
61	во всем	2	5
62	все то	2	5
63	там где	4	5
64	что это	8	5
65	уже в	6	4
66	все время	20	4
67	с другой	9	4
68	он был	2	4
69	а затем	2	4
70	именно в	6	4
71	у нас	4	4
72	и как	7	4
73	не в	8	4
74	тот же	3	4
75	одной стороны	12	4
76	в большей	2	4
77	в ней	4	4
78	в котором	2	4
79	все же	7	4
80	не может	9	4
81	с одной	12	4
82	как в	3	4
83	самом деле	8	4
84	именно на	5	4
85	того чтобы	20	4
86	и наконец	3	4
87	и даже	2	4
88	а в	4	4
89	в результате	4	4
90	в основе	7	4
91	в другом	3	4
92	о котором	6	4
93	того же	2	4
94	из этого	2	4
95	мы увидим	9	3
96	перед нами	2	3
97	котором мы	3	3
98	с этой	2	3
99	в одной	2	3
100	с этим	2	3
101	первый план	3	3
102	своего героя	2	3
103	на первый	2	3
104	нас не	2	3
105	до сих	5	3
106	было бы	5	3
107	в искусстве	6	3
108	никак не	6	3
109	в него	4	3
110	жизни и	6	3
111	к этим	2	3
112	сих пор	5	3
113	и самый	2	3
114	и для	6	3
115	этом отношении	3	3
116	при этом	8	3
117	и не	6	3
118	того что	8	3
119	между ними	2	3
120	есть только	2	3
121	в данном	3	3
122	только в	5	3
123	потому что	23	3
124	он является	2	2
125	времени и	3	2
126	что их	2	2
127	не могут	3	2
128	искусстве и	3	2
129	что если	6	2
130	в частности	4	2
131	в этих	3	2
132	понятно что	2	2
133	для этого	9	2
134	одного и	2	2
135	в конце	4	2
136	что все	6	2
137	повод для	3	2
138	стороны и	4	2
139	что именно	5	2
140	если мы	16	2
141	для нас	3	2
142	из самых	2	2
143	в том	27	2
144	это и	2	2
145	так что	3	2
146	находятся в	3	2
147	связи с	2	2
148	что они	5	2
149	от него	4	2
150	на этом	6	2
151	но не	7	2
152	должна быть	2	2
153	находит себе	3	2
154	до конца	2	2
155	может быть	11	2
156	в своей	4	2
157	он не	3	2
158	и когда	9	2
159	лицо и	2	2
160	и потому	5	2
161	был бы	5	2
162	страх и	2	2
163	должен быть	2	2
164	или с	2	2
165	данном случае	3	2
166	в эпосе	2	2
167	в форме	2	2
168	всех трех	2	2
169	есть нечто	3	2
170	другой стороны	5	2
171	как раз	13	2
172	в центре	2	2
173	что даже	2	2
174	и другие	3	2
175	которых мы	4	2
176	как это	7	2
177	мы находим	2	2
178	из того	3	2
179	и сейчас	3	2
180	заключается в	8	2
181	а не	8	2
182	что дело	2	2
183	с точки	2	2
184	внимание на	4	2
185	мы не	3	2
186	и то	9	2
187	как они	2	2
188	говорит он	2	2
189	он в	2	2
190	точки зрения	7	2
191	на его	3	2
192	из этих	3	2
193	что мы	11	2
194	как он	2	2
195	бы в	5	2
196	в романе	2	2
197	как она	4	2
