N	2gram	Vygotskiy__1	NovoeSre
1	а не	3	17
2	не может	12	16
3	и в	23	16
4	и не	9	11
5	что в	14	9
6	жизни и	2	8
7	он не	5	8
8	в том	24	8
9	как и	14	7
10	в этом	17	7
11	может быть	14	7
12	с его	4	6
13	никогда не	2	6
14	в высшей	4	6
15	не в	4	6
16	высшей степени	4	6
17	лишь в	6	6
18	ни в	4	6
19	должен быть	4	5
20	все это	6	5
21	и к	4	5
22	не только	16	5
23	то что	17	4
24	в них	2	4
25	и все	5	4
26	не имеет	2	4
27	должно быть	2	4
28	потому что	6	4
29	прежде всего	10	4
30	и мы	3	4
31	о том	6	4
32	и потому	2	4
33	но и	14	3
34	в своей	4	3
35	с другой	10	3
36	вопрос о	7	3
37	человека и	3	3
38	во всех	3	3
39	и пр	2	3
40	к тому	4	3
41	в ее	2	3
42	перейти от	2	3
43	в основе	8	3
44	с тем	7	3
45	смысле слова	3	3
46	как в	4	3
47	она не	3	3
48	в наши	2	3
49	за пределы	2	3
50	сказать что	11	3
51	что все	4	2
52	я не	3	2
53	все время	6	2
54	вместе с	9	2
55	в природе	3	2
56	природе и	2	2
57	так и	5	2
58	что она	4	2
59	для этого	5	2
60	мысли и	6	2
61	который в	3	2
62	другой стороны	9	2
63	и от	3	2
64	а в	2	2
65	с одной	8	2
66	все эти	4	2
67	уже не	2	2
68	такой же	3	2
69	того чтобы	17	2
70	одной стороны	9	2
71	и даже	2	2
72	хотя бы	4	2
73	но не	4	2
74	вот почему	2	2
75	так же	16	2
76	по существу	4	2
77	время как	4	2
78	мы не	7	2
79	том что	21	2
80	в смысле	2	2
81	можно было	3	2
82	связана с	2	2
83	же как	6	2
84	можно назвать	2	2
85	и с	9	2
86	и что	5	2
87	переходе от	2	2
88	могут быть	3	2
89	с этим	6	2
90	движение от	2	2
91	потребностей и	2	2
92	и на	8	2
93	не к	2	2
94	в себе	6	2
95	в то	7	2
96	не хотим	2	2
97	и это	3	2
98	том чтобы	3	2
99	как это	2	2
100	мысли в	5	2
101	не могли	2	2
102	хотя и	2	2
103	но в	5	2
104	в новом	3	2
