N	2gram	Potebnia_M_2	Analitik
1	не только	15	22
2	тогда как	10	20
3	и в	24	18
4	как и	7	14
5	так и	5	14
6	в этом	8	14
7	но и	9	13
8	и его	2	13
9	том что	8	12
10	и не	19	12
11	при этом	13	11
12	а в	8	10
13	как бы	9	10
14	то есть	30	10
15	может быть	23	9
16	со стороны	3	9
17	что в	16	9
18	а не	18	9
19	в том	18	9
20	с его	2	8
21	с другой	6	7
22	но не	12	7
23	в его	2	7
24	по отношению	2	7
25	не в	13	6
26	для него	10	6
27	еще не	4	6
28	о том	5	6
29	никогда не	4	5
30	прежде всего	7	5
31	в свою	6	5
32	того же	14	5
33	в самом	4	5
34	что и	11	5
35	другой стороны	2	5
36	а а	2	5
37	уже не	4	5
38	той же	3	5
39	в слове	13	5
40	между тем	6	5
41	не менее	5	4
42	столь же	5	4
43	по крайней	5	4
44	в одном	6	4
45	состоит в	2	4
46	по себе	15	4
47	что он	4	4
48	и как	6	4
49	свою очередь	6	4
50	не есть	6	4
51	крайней мере	5	4
52	все же	5	4
53	внимание на	2	4
54	а и	5	4
55	таким образом	11	4
56	тем самым	4	4
57	и на	8	4
58	далеко не	3	4
59	уже в	5	3
60	в каждом	2	3
61	не столько	2	3
62	из этих	4	3
63	к этому	2	3
64	не должно	2	3
65	и того	6	3
66	что они	5	3
67	было бы	13	3
68	же время	2	3
69	указывает на	2	3
70	по поводу	6	3
71	мысль о	7	3
72	у и	2	3
73	если в	3	3
74	в целом	3	3
75	как в	10	3
76	все это	2	3
77	так в	4	3
78	то же	12	3
79	не было	6	3
80	что не	5	3
81	его не	3	3
82	мы не	11	3
83	с этим	7	3
84	подобно тому	4	3
85	одного и	6	3
86	во всем	2	3
87	в то	6	3
88	его в	3	3
89	как это	2	3
90	сама по	2	2
91	представляется нам	5	2
92	могут быть	8	2
93	все эти	2	2
94	в них	5	2
95	это не	3	2
96	не как	3	2
97	и от	3	2
98	в жизни	2	2
99	с нею	2	2
100	в нем	9	2
101	есть не	5	2
102	о которых	3	2
103	тем не	6	2
104	же в	5	2
105	состоит не	2	2
106	одна из	4	2
107	с тем	4	2
108	очевидно что	3	2
109	одной стороны	3	2
110	в общем	2	2
111	не от	5	2
112	например в	3	2
113	могли бы	2	2
114	и той	2	2
115	хотя и	3	2
116	в ней	3	2
117	и потому	2	2
118	всяком случае	7	2
119	один из	2	2
120	не с	3	2
121	нам кажется	4	2
122	то что	20	2
123	во всех	7	2
124	в сравнении	2	2
125	вместе с	11	2
126	судя по	5	2
127	нам не	2	2
128	что она	3	2
129	не может	12	2
130	отношения к	2	2
131	и б	2	2
132	с одной	4	2
133	те же	3	2
134	одной и	2	2
135	в себя	2	2
136	о которой	3	2
137	самом деле	2	2
138	и по	2	2
139	и для	3	2
140	сравнении с	2	2
141	тому как	4	2
142	сказать что	2	2
143	во всяком	7	2
144	мы можем	12	2
145	тем что	7	2
146	в себе	10	2
147	и здесь	2	2
148	могла бы	3	2
149	что мы	11	2
150	только в	11	2
151	указание на	2	2
152	этого слова	6	2
153	и все	3	2
154	так сказать	4	2
155	там где	4	2
156	когда мы	2	2
157	но в	4	2
