N	2gram	Potebnia_M_2	Myshleni
1	в этом	8	29
2	и в	24	26
3	не только	15	24
4	то что	20	24
5	таким образом	11	23
6	того чтобы	2	19
7	в том	18	18
8	и не	19	18
9	для того	5	18
10	том что	8	17
11	потому что	49	16
12	как и	7	15
13	того что	7	14
14	так же	2	14
15	так как	10	14
16	что в	16	12
17	вместе с	11	12
18	и его	2	12
19	в которой	5	11
20	но и	9	11
21	в слове	13	11
22	не может	12	11
23	мысли к	2	11
24	что они	5	10
25	слова и	3	10
26	тому что	2	9
27	в самом	4	9
28	что мы	11	9
29	мысли в	3	9
30	тем что	7	9
31	в себе	10	9
32	то же	12	8
33	что она	3	8
34	сказать что	2	8
35	что он	4	8
36	тем самым	4	8
37	той же	3	8
38	только в	11	8
39	самого начала	2	7
40	прежде всего	7	7
41	с самого	2	7
42	может быть	23	7
43	по мере	5	7
44	мы не	11	7
45	и то	3	7
46	в какой	2	6
47	вопрос о	2	6
48	и тем	3	6
49	по отношению	2	6
50	от слова	3	6
51	как на	3	6
52	мы должны	2	6
53	как бы	9	6
54	все что	3	6
55	и что	4	6
56	было бы	13	6
57	во всех	7	6
58	все эти	2	6
59	все же	5	6
60	связь между	2	6
61	самом деле	2	6
62	а не	18	6
63	в сознании	23	6
64	что это	3	6
65	слова в	5	5
66	на вопрос	3	5
67	что с	2	5
68	одной стороны	3	5
69	если бы	11	5
70	и следовательно	2	5
71	в целом	3	5
72	и их	5	5
73	с одной	4	5
74	оба эти	2	5
75	одно из	3	5
76	себе в	3	5
77	могли бы	2	5
78	бы в	2	5
79	как это	2	5
80	с тем	4	5
81	тогда когда	10	5
82	только что	3	5
83	если мы	3	5
84	тем же	3	5
85	и для	3	5
86	не менее	5	4
87	не могут	7	4
88	никогда не	4	4
89	в нашем	2	4
90	что у	2	4
91	с другой	6	4
92	и от	3	4
93	не можем	6	4
94	на то	5	4
95	так что	10	4
96	отношения между	2	4
97	перехода от	2	4
98	имеет место	2	4
99	которые мы	3	4
100	в котором	4	4
101	если в	3	4
102	то и	9	4
103	друг друга	2	4
104	и во	3	4
105	в его	2	4
106	о том	5	4
107	но в	4	4
108	связи с	6	4
109	еще не	4	4
110	не есть	6	4
111	как в	10	4
112	к мысли	2	4
113	что оно	4	4
114	должны быть	4	4
115	не в	13	4
116	и только	6	4
117	что ему	2	3
118	представляется нам	5	3
119	и другое	4	3
120	все это	2	3
121	это не	3	3
122	из этих	4	3
123	в собственном	2	3
124	одно и	2	3
125	слова но	2	3
126	тем не	6	3
127	только по	3	3
128	но это	3	3
129	такой же	4	3
130	есть в	2	3
131	очевидно что	3	3
132	движения в	2	3
133	для него	10	3
134	мог бы	3	3
135	в ней	3	3
136	смысле этого	3	3
137	между ними	2	3
138	его с	2	3
139	но мы	3	3
140	отношений между	3	3
141	мы находим	2	3
142	но только	2	3
143	в самой	3	3
144	и по	2	3
145	в мысли	5	3
146	с ним	5	3
147	состоит в	2	3
148	к другому	4	3
149	по себе	15	3
150	есть не	5	3
151	во всем	2	3
152	в то	6	3
153	но не	12	3
154	до сих	4	3
155	мы в	3	3
156	для нее	2	3
157	и потому	2	3
158	этого слова	6	3
159	что и	11	3
160	сих пор	4	3
161	так и	5	3
162	на самом	2	3
163	только потому	2	3
164	мы видим	2	3
165	с другими	5	3
166	мы можем	12	3
167	между двумя	6	3
168	в чем	7	3
169	уже в	5	2
170	и весь	2	2
171	что если	6	2
172	себя и	2	2
173	в этих	3	2
174	столь же	5	2
175	точно так	9	2
176	что все	2	2
177	то время	4	2
178	и вместе	4	2
179	что на	3	2
180	мы знаем	2	2
181	впечатления от	2	2
182	для нас	31	2
183	что его	3	2
184	которой мы	2	2
185	свою очередь	6	2
186	в свою	6	2
187	в действительности	2	2
188	и той	2	2
189	или в	2	2
190	но если	2	2
191	один из	2	2
192	в нем	9	2
193	есть только	6	2
194	отношения к	2	2
195	которых мы	3	2
196	и других	2	2
197	образом в	4	2
198	время как	4	2
199	не имеет	6	2
200	должно быть	2	2
201	а в	8	2
202	что для	3	2
203	от одного	3	2
204	но он	2	2
205	и есть	2	2
206	его в	3	2
207	видно из	2	2
208	с которыми	2	2
209	во время	4	2
210	выражается в	2	2
211	что слово	2	2
212	с этим	7	2
213	к этому	2	2
214	вовсе не	9	2
215	значение и	2	2
216	и здесь	2	2
217	у нас	2	2
218	и при	3	2
219	об одном	3	2
220	в памяти	5	2
221	к ней	2	2
222	как для	2	2
223	относится к	3	2
224	о которых	3	2
225	находится в	3	2
226	внимание на	2	2
227	того как	7	2
228	которое мы	3	2
229	одной и	2	2
230	что не	5	2
231	ко всем	2	2
232	нас в	2	2
233	во всяком	7	2
234	могут быть	8	2
235	на деле	3	2
236	к общему	4	2
237	мы говорим	3	2
