N	2gram	Bakhtin_Pr_4	Analitik
1	может быть	23	29
2	в том	9	27
3	не может	19	22
4	и не	27	21
5	и в	46	18
6	а не	11	17
7	но и	12	17
8	не только	14	15
9	не в	10	14
10	как и	12	13
11	в его	9	13
12	в этом	16	13
13	том что	4	12
14	при этом	5	12
15	в себе	7	11
16	то есть	40	11
17	но не	4	10
18	то же	6	9
19	а в	2	9
20	в то	5	9
21	в мире	3	8
22	в той	3	8
23	но в	6	8
24	к тому	2	7
25	этого слова	2	7
26	времени и	2	6
27	это не	5	6
28	прежде всего	9	6
29	или иной	2	6
30	же время	5	6
31	в самом	9	6
32	в сущности	7	6
33	себя в	3	6
34	той или	2	6
35	далеко не	3	6
36	то что	4	6
37	в своей	3	6
38	в себя	4	6
39	в отличие	3	6
40	отличие от	3	6
41	по отношению	5	6
42	точки зрения	11	6
43	по своей	3	6
44	только в	6	6
45	мы имеем	3	6
46	и как	2	5
47	в этой	3	5
48	что в	4	5
49	как бы	19	5
50	отношению к	5	5
51	в их	4	5
52	и т.п	14	5
53	лишь в	2	5
54	и его	6	5
55	между тем	2	5
56	и на	11	5
57	о том	5	5
58	в произведении	2	5
59	могут быть	2	4
60	себя и	3	4
61	с другой	3	4
62	и другого	2	4
63	по себе	7	4
64	ни в	6	4
65	большей или	2	4
66	того же	3	4
67	все же	4	4
68	вместе с	2	4
69	так и	4	4
70	уже не	4	4
71	с точки	9	4
72	или меньшей	2	4
73	в другом	2	4
74	с ним	2	4
75	том числе	4	3
76	не могут	3	3
77	с его	5	3
78	и одновременно	2	3
79	хотя бы	2	3
80	и все	9	3
81	в нем	17	3
82	и к	9	3
83	что он	6	3
84	том или	2	3
85	еще не	7	3
86	одним из	3	3
87	он не	4	3
88	о нем	6	3
89	в котором	5	3
90	если в	2	3
91	что и	3	3
92	таким образом	4	3
93	художественного видения	2	3
94	к нему	5	3
95	автора и	2	3
96	между двумя	3	3
97	того и	2	3
98	более того	3	3
99	что мы	2	3
100	как он	3	3
101	в художественном	2	3
102	если бы	3	3
103	своего рода	4	3
104	на фоне	6	2
105	на все	2	2
106	никогда не	6	2
107	все эти	4	2
108	для этого	2	2
109	внутреннее пространство	4	2
110	из этих	3	2
111	бытия и	3	2
112	вовсе не	9	2
113	вопрос о	2	2
114	его к	2	2
115	а как	2	2
116	бы ни	2	2
117	можно сказать	4	2
118	могут оказаться	2	2
119	такой же	3	2
120	должно быть	4	2
121	и сам	5	2
122	отношение к	3	2
123	для него	2	2
124	в пределах	10	2
125	было бы	3	2
126	в речь	3	2
127	за пределы	5	2
128	и о	3	2
129	свое время	2	2
130	и является	2	2
131	в свое	2	2
132	нет и	2	2
133	сами по	2	2
134	широком смысле	2	2
135	не к	3	2
136	в процессе	4	2
137	и до	3	2
138	что же	3	2
139	другой стороны	3	2
140	отличается от	3	2
141	здесь не	4	2
142	на этом	3	2
143	бы не	2	2
144	отношения к	2	2
145	той же	3	2
146	самом деле	4	2
147	и по	2	2
148	особенно в	5	2
149	как мы	12	2
150	на себя	4	2
151	самим собой	2	2
152	также и	3	2
153	героя в	3	2
154	в присутствии	2	2
155	в данном	2	2
156	которые в	2	2
157	так как	5	2
158	потому что	4	2
159	и с	7	2
