N	2gram	Propp_Isto_5	Myslijsy
1	потому что	7	49
2	для нас	5	31
3	и в	25	24
4	может быть	17	23
5	то что	7	20
6	и не	11	19
7	а не	2	18
8	в том	6	18
9	что в	8	16
10	по себе	2	15
11	не только	13	15
12	того же	2	14
13	не в	6	13
14	но не	5	12
15	не может	6	12
16	то же	4	12
17	мы можем	2	12
18	если бы	2	11
19	что мы	2	11
20	что и	6	11
21	вместе с	22	11
22	мы не	5	11
23	только в	7	11
24	таким образом	9	11
25	так что	2	10
26	как в	6	10
27	так как	11	10
28	тогда когда	2	10
29	вовсе не	2	9
30	в нем	7	9
31	как бы	2	9
32	но и	13	9
33	под влиянием	2	8
34	а в	3	8
35	том что	8	8
36	в одно	2	8
37	и на	8	8
38	в этом	10	8
39	могут быть	6	8
40	прежде всего	6	7
41	во всех	2	7
42	или же	3	7
43	как и	7	7
44	того что	2	7
45	тем что	10	7
46	с этим	5	7
47	того как	4	7
48	связи с	8	6
49	с другой	9	6
50	и как	3	6
51	в свою	3	6
52	тем не	4	6
53	и т	20	6
54	в то	3	6
55	уже в	2	5
56	не менее	4	5
57	с ним	4	5
58	по мере	2	5
59	же в	2	5
60	на то	2	5
61	о том	7	5
62	для того	3	5
63	с другими	4	5
64	из них	2	5
65	все же	10	5
66	в которой	4	5
67	во время	7	4
68	никогда не	3	4
69	образом в	2	4
70	и вместе	2	4
71	что он	22	4
72	уже не	11	4
73	такой же	2	4
74	одна из	2	4
75	до сих	2	4
76	еще не	8	4
77	в нее	6	4
78	только один	3	4
79	в некоторых	4	4
80	сих пор	2	4
81	так в	2	4
82	с одной	7	4
83	если не	4	4
84	и что	8	4
85	они не	3	4
86	там где	6	4
87	с тем	8	4
88	в других	2	4
89	что это	5	3
90	так например	2	3
91	это не	6	3
92	не как	4	3
93	и все	3	3
94	человека и	2	3
95	но мы	3	3
96	от них	2	3
97	то это	3	3
98	о которых	2	3
99	и при	2	3
100	очевидно что	2	3
101	одной стороны	7	3
102	но это	7	3
103	например в	5	3
104	не совсем	6	3
105	в ней	5	3
106	если в	3	3
107	его в	9	3
108	и тем	4	3
109	в целом	3	3
110	на него	8	3
111	со стороны	2	3
112	только тогда	2	3
113	находится в	2	3
114	что его	3	3
115	т д	18	3
116	человека в	3	3
117	на ней	2	3
118	и для	2	3
119	его не	3	3
120	и вообще	3	3
121	в этих	6	3
122	том как	2	3
123	и затем	2	2
124	из себя	4	2
125	связанные с	2	2
126	в животном	2	2
127	и его	9	2
128	что во	2	2
129	что у	4	2
130	превращается в	7	2
131	но он	2	2
132	и это	4	2
133	что все	4	2
134	к этому	2	2
135	вопрос о	2	2
136	животных и	2	2
137	указывают на	2	2
138	после того	3	2
139	мы знаем	8	2
140	мы легко	2	2
141	такое же	2	2
142	но все	5	2
143	все эти	8	2
144	так же	5	2
145	у него	2	2
146	некоторых случаях	2	2
147	связано с	5	2
148	в формах	2	2
149	некоторое время	2	2
150	его на	4	2
151	в его	12	2
152	и потому	2	2
153	один из	2	2
154	не знаем	3	2
155	но эти	3	2
156	все это	4	2
157	другой стороны	8	2
158	в связи	4	2
159	только после	3	2
160	образом мы	2	2
161	что за	2	2
162	и других	2	2
163	и они	2	2
164	в себя	3	2
165	от себя	2	2
166	самом деле	2	2
167	того чтобы	3	2
168	мы видим	8	2
169	и по	2	2
170	друг друга	3	2
171	также что	3	2
172	или в	6	2
173	по отношению	2	2
174	и здесь	7	2
175	их в	3	2
176	сказать что	2	2
177	можно бы	3	2
178	во всем	2	2
179	мы должны	4	2
180	на этом	3	2
181	это было	2	2
182	но вместе	3	2
