N	2gram	Losev_Dial_3	Vvedenie
1	и т	24	42
2	т д	23	36
3	т е	48	35
4	и в	24	32
5	в том	5	31
6	в этом	8	30
7	может быть	13	26
8	том что	8	26
9	не только	23	22
10	для того	3	21
11	таким образом	13	19
12	также и	2	18
13	то что	14	16
14	потому что	7	15
15	так как	6	15
16	не может	19	14
17	в самом	7	13
18	в нем	3	13
19	о том	6	13
20	со стороны	2	13
21	того что	12	12
22	в их	2	12
23	и не	27	12
24	как на	5	12
25	в его	2	12
26	только в	5	12
27	как мы	2	11
28	что такое	21	11
29	ясно что	7	11
30	в данном	2	11
31	что в	7	10
32	но в	2	9
33	и как	8	9
34	в истории	4	9
35	по себе	20	9
36	то же	6	9
37	не менее	11	8
38	с другой	4	8
39	это не	4	8
40	тем не	10	8
41	не в	3	8
42	именно в	2	8
43	прежде всего	8	7
44	вопрос о	5	7
45	точки зрения	25	7
46	уже и	3	7
47	но не	2	7
48	было бы	5	7
49	все же	3	7
50	самом деле	6	7
51	только как	5	7
52	не могут	4	6
53	из этих	2	6
54	же время	3	6
55	к истории	2	6
56	но и	9	6
57	все это	6	6
58	и даже	13	6
59	в то	5	6
60	вовсе не	13	6
61	как и	7	6
62	что история	2	6
63	а именно	2	6
64	хотя бы	4	6
65	и его	5	6
66	тем что	3	6
67	и это	4	6
68	иное как	6	5
69	так что	8	5
70	она есть	10	5
71	но если	6	5
72	как бы	3	5
73	и тем	2	5
74	другой стороны	2	5
75	сказать что	4	5
76	мере в	3	5
77	в них	5	5
78	как например	2	5
79	об этом	6	5
80	есть и	12	5
81	не есть	54	5
82	а не	26	5
83	что не	5	5
84	могут быть	2	5
85	с этой	5	4
86	особого рода	3	4
87	как о	4	4
88	одной стороны	3	4
89	всяком случае	2	4
90	так или	2	4
91	в особенности	7	4
92	еще и	2	4
93	с одной	3	4
94	не просто	18	4
95	и что	15	4
96	не имеет	11	4
97	а в	2	4
98	одно из	5	4
99	даже и	7	4
100	что иное	6	4
101	в первом	2	4
102	как это	5	4
103	в чисто	2	4
104	е в	4	4
105	по крайней	5	4
106	что он	13	4
107	не что	6	4
108	еще не	2	4
109	крайней мере	5	4
110	только что	4	4
111	как раз	7	4
112	в виде	8	4
113	истории и	4	4
114	уже не	5	4
115	и для	2	4
116	той же	3	4
117	или иначе	2	4
118	и то	4	4
119	во всяком	2	4
120	само по	5	4
121	и ее	3	4
122	в себе	2	4
123	зависит от	2	3
124	сама по	4	3
125	что это	12	3
126	и есть	16	3
127	в частности	2	3
128	вообще не	2	3
129	к тому	4	3
130	на этом	2	3
131	но что	7	3
132	при этом	2	3
133	от себя	4	3
134	хотя и	5	3
135	в ней	2	3
136	именно как	3	3
137	не вполне	2	3
138	в виду	7	3
139	то это	9	3
140	к нему	3	3
141	и уже	2	3
142	из них	3	3
143	что она	9	3
144	в своем	3	3
145	все эти	3	3
146	и вот	2	3
147	так же	4	3
148	и на	3	3
149	говорить о	4	3
150	при помощи	3	3
151	как целое	3	3
152	тогда когда	5	3
153	есть еще	3	3
154	если бы	6	3
155	история и	6	3
156	и к	5	3
157	говорит о	4	3
158	в чем	4	3
159	так чтобы	2	3
160	в сущности	10	3
161	однако не	2	3
162	что и	6	3
163	что же	11	3
164	на основании	2	3
165	в каком	3	3
166	и вообще	2	3
167	все время	3	2
168	же как	2	2
169	должна быть	6	2
170	никогда не	7	2
171	тому что	4	2
172	для этого	2	2
173	точно так	2	2
174	или иной	4	2
175	оказалось что	2	2
176	это есть	8	2
177	но это	5	2
178	что если	2	2
179	несмотря на	2	2
180	из двух	3	2
181	говоря уже	2	2
182	не говоря	2	2
183	природы и	2	2
184	от того	4	2
185	во внимание	2	2
186	что можно	2	2
187	мы говорим	2	2
188	не было	3	2
189	есть только	12	2
190	должно быть	3	2
191	ее от	2	2
192	и с	6	2
193	с этим	3	2
194	он и	3	2
195	той или	2	2
196	и здесь	2	2
197	когда мы	2	2
198	бы в	2	2
199	так и	5	2
200	не существует	10	2
201	истории не	2	2
202	ни к	3	2
203	этого не	2	2
204	что время	2	2
205	на котором	2	2
206	есть не	9	2
207	у нас	4	2
208	по существу	2	2
209	тем более	3	2
210	учение о	8	2
211	что мы	8	2
212	жизни и	5	2
213	мы уже	3	2
214	быть и	3	2
215	и сама	5	2
216	только на	7	2
217	и тогда	5	2
218	из того	2	2
219	с полной	3	2
220	из которых	3	2
221	целое и	2	2
222	с точки	14	2
223	мы не	5	2
224	тому как	4	2
225	в силу	3	2
226	на свои	3	2
227	подобно тому	4	2
228	или нет	5	2
229	если же	8	2
230	иной раз	2	2
231	она была	2	2
232	одна из	3	2
233	а если	3	2
234	ничего не	17	2
235	в нечто	3	2
236	что нет	4	2
