N	2gram	Propp_Isto_2	Myshleni
1	в том	6	28
2	и в	15	28
3	то что	12	28
4	в этом	11	27
5	того что	3	24
6	потому что	9	22
7	не может	5	19
8	том что	7	19
9	таким образом	7	18
10	что он	24	18
11	только в	6	18
12	что в	12	17
13	в силу	2	17
14	не только	18	16
15	так же	13	15
16	может быть	17	13
17	сказать что	2	13
18	мы могли	2	12
19	и не	11	11
20	как бы	6	11
21	что мы	3	11
22	к тому	5	10
23	но и	14	10
24	по отношению	3	10
25	так как	14	10
26	но не	2	10
27	отношению к	3	10
28	того чтобы	2	10
29	было бы	5	9
30	мы можем	8	9
31	никогда не	15	8
32	ребенка в	3	8
33	мы видели	2	8
34	еще не	9	8
35	тем самым	2	8
36	тем что	4	8
37	самого начала	2	7
38	показывает что	4	7
39	с самого	2	7
40	в нем	7	7
41	в сущности	2	7
42	мы видим	8	7
43	он не	8	7
44	вместе с	7	7
45	то же	10	7
46	можно было	5	7
47	в которой	2	7
48	же как	5	6
49	так что	6	6
50	и что	6	6
51	когда мы	2	6
52	его в	10	6
53	как и	2	6
54	так и	5	6
55	приводит к	2	6
56	мы не	3	6
57	это не	2	5
58	вопрос о	4	5
59	на этой	2	5
60	другой раз	2	5
61	в свете	2	5
62	в разных	2	5
63	и на	4	5
64	но в	6	5
65	с тем	9	5
66	а другой	3	5
67	показать что	2	5
68	того как	4	5
69	могут быть	2	5
70	в этой	4	5
71	я не	2	4
72	именно в	2	4
73	на то	3	4
74	мы знаем	11	4
75	не в	7	4
76	например в	2	4
77	но если	3	4
78	с этим	5	4
79	в состоянии	3	4
80	они не	4	4
81	в одной	4	4
82	мы имеем	15	4
83	знаем что	12	4
84	он должен	2	4
85	в качестве	3	4
86	что при	5	4
87	установить что	3	4
88	что и	6	4
89	во всех	2	4
90	той же	2	4
91	и то	2	4
92	в себе	4	4
93	зависит от	2	3
94	в другой	4	3
95	из этих	3	3
96	как это	3	3
97	совершается в	2	3
98	в нашей	2	3
99	при этом	4	3
100	на его	2	3
101	мог бы	3	3
102	по мере	3	3
103	в их	3	3
104	и только	2	3
105	в системе	2	3
106	и по	2	3
107	и здесь	9	3
108	видели что	3	3
109	должен был	3	3
110	связи с	8	3
111	до сих	6	3
112	мы должны	4	3
113	один из	8	3
114	в его	6	3
115	сих пор	7	3
116	как в	5	3
117	в себя	3	3
118	а не	5	3
119	и его	3	3
120	представляет собой	5	3
121	не знает	2	3
122	представляют собой	3	3
123	на вопрос	2	2
124	и другие	4	2
125	в этих	11	2
126	с другой	2	2
127	раньше чем	3	2
128	прежде всего	5	2
129	для нас	4	2
130	в новой	2	2
131	но это	4	2
132	и более	2	2
133	является не	2	2
134	самом деле	2	2
135	вместо того	2	2
136	в котором	5	2
137	и др	4	2
138	из них	2	2
139	все это	3	2
140	другой стороны	2	2
141	в связи	5	2
142	он имеет	2	2
143	принадлежит к	2	2
144	все эти	4	2
145	и наконец	5	2
146	к таким	2	2
147	ребенка и	2	2
148	в других	3	2
149	с ними	2	2
150	в которых	2	2
151	но он	4	2
152	что у	2	2
153	он делает	2	2
154	состоит в	2	2
155	у него	4	2
156	на котором	2	2
157	представления о	5	2
158	в одном	5	2
159	и вызывает	2	2
160	увидим ниже	4	2
161	этом случае	5	2
162	по существу	2	2
163	она не	5	2
164	мы уже	6	2
165	в силе	2	2
166	ключ к	2	2
167	все же	9	2
168	когда он	3	2
169	ее в	2	2
170	а в	12	2
171	хотя в	3	2
172	но с	2	2
173	до лет	2	2
174	не видит	3	2
175	в иной	5	2
176	с другими	2	2
177	этой стадии	2	2
178	к которому	5	2
179	в другом	9	2
180	что они	10	2
181	что эта	2	2
182	о связи	2	2
