N	2gram	Bakhtin_Fr_7	Komedia
1	и в	41	26
2	и не	7	14
3	к тому	2	12
4	так и	10	12
5	и его	9	12
6	в том	11	11
7	может быть	4	11
8	но и	9	10
9	в этом	15	10
10	что в	9	9
11	том что	4	9
12	вместе с	5	9
13	было бы	4	8
14	и на	4	7
15	из них	3	7
16	не только	5	7
17	что и	5	7
18	в своем	9	6
19	во время	3	6
20	то что	8	6
21	еще не	2	6
22	в доме	2	6
23	в нем	7	6
24	потому что	5	6
25	и здесь	4	6
26	в то	10	6
27	о том	6	6
28	таким образом	19	6
29	с его	2	5
30	в которой	2	5
31	к этому	5	5
32	что он	3	5
33	в качестве	9	5
34	ни в	6	5
35	с этим	2	5
36	и с	4	5
37	место в	4	4
38	уже в	5	4
39	у него	6	4
40	в этих	2	4
41	в них	7	4
42	что у	3	4
43	и от	8	4
44	прежде всего	11	4
45	как мы	11	4
46	же в	2	4
47	как и	14	4
48	одной из	2	4
49	хотя и	4	4
50	в его	12	4
51	мира в	4	4
52	до нас	5	4
53	и для	5	4
54	за то	3	4
55	можно было	3	4
56	точки зрения	5	4
57	в руках	3	4
58	только в	6	4
59	что это	4	4
60	так как	3	4
61	по адресу	2	4
62	его в	3	4
63	это было	2	4
64	том числе	4	3
65	для всех	2	3
66	в образе	4	3
67	мы найдем	3	3
68	жизни и	3	3
69	отношению к	2	3
70	но все	4	3
71	того же	3	3
72	во всех	3	3
73	же время	9	3
74	никто не	10	3
75	из которых	2	3
76	например в	3	3
77	интерес к	2	3
78	в ней	5	3
79	в средней	2	3
80	не имеет	3	3
81	в своей	3	3
82	и их	3	3
83	в их	3	3
84	все это	10	3
85	по отношению	2	3
86	в связи	2	3
87	того как	5	3
88	той же	3	3
89	то же	13	3
90	не было	3	3
91	как в	5	3
92	к нему	5	3
93	а в	5	3
94	или в	2	3
95	человека в	2	3
96	тем что	3	3
97	не может	3	3
98	как он	2	3
99	в этой	13	3
100	но в	8	3
101	все время	2	2
102	ни было	2	2
103	из самых	3	2
104	и другие	3	2
105	и есть	3	2
106	в лице	2	2
107	это не	6	2
108	нового времени	3	2
109	в одной	2	2
110	в конце	8	2
111	в одном	3	2
112	вовсе не	7	2
113	в следующем	2	2
114	и к	5	2
115	он был	3	2
116	не в	9	2
117	в построении	2	2
118	одна из	4	2
119	тот же	2	2
120	на этом	5	2
121	по своему	2	2
122	а на	2	2
123	после того	4	2
124	своего времени	2	2
125	связанных с	3	2
126	в это	3	2
127	он не	4	2
128	как бы	7	2
129	и это	5	2
130	в мире	3	2
131	отношение к	2	2
132	всего в	5	2
133	целый ряд	4	2
134	в изображении	2	2
135	в течение	2	2
136	еще более	2	2
137	то ли	2	2
138	в той	3	2
139	с самого	2	2
140	и у	5	2
141	для этой	3	2
142	рядом с	4	2
143	роль в	2	2
144	мы не	2	2
145	с ними	3	2
146	во всяком	2	2
147	от этого	3	2
148	и во	2	2
149	и ее	2	2
150	и еще	2	2
151	и все	14	2
152	бы в	2	2
153	мы имеем	2	2
154	в виду	4	2
