N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	19	25
2	в этом	17	24
3	в том	18	20
4	что в	3	19
5	что он	6	19
6	может быть	25	19
7	тем что	3	19
8	что это	3	16
9	том что	14	15
10	в этой	5	14
11	в его	9	12
12	то что	11	12
13	не только	32	12
14	прежде всего	4	10
15	и не	20	10
16	у него	4	9
17	но и	23	9
18	о том	6	8
19	это не	2	7
20	что касается	2	7
21	было бы	4	7
22	не может	10	7
23	точки зрения	10	7
24	в то	3	7
25	из этих	3	6
26	не в	14	6
27	только в	4	6
28	как бы	4	6
29	как в	7	6
30	а в	11	6
31	и на	3	6
32	в области	2	6
33	между тем	3	6
34	то же	4	5
35	независимо от	2	5
36	с другой	8	5
37	ни в	3	5
38	такого рода	7	5
39	а не	12	5
40	другой стороны	4	5
41	он не	3	5
42	так и	9	5
43	мы имеем	2	5
44	но в	6	5
45	этом отношении	3	4
46	состоит в	13	4
47	и др	2	4
48	точка зрения	6	4
49	как и	7	4
50	то в	6	4
51	на протяжении	6	4
52	в качестве	21	4
53	можно сказать	5	4
54	например в	2	4
55	в ней	3	4
56	а также	7	4
57	и тем	4	4
58	отношение к	2	4
59	отличается от	4	4
60	в особенности	4	4
61	не было	2	4
62	из которых	4	4
63	с точки	2	4
64	к нему	5	4
65	и для	2	4
66	и с	4	4
67	сказать что	4	4
68	все же	7	4
69	ничего не	2	4
70	уже в	3	3
71	с его	6	3
72	в какой	2	3
73	же время	4	3
74	его как	2	3
75	для него	2	3
76	тем более	2	3
77	одной стороны	7	3
78	несмотря на	2	3
79	все эти	2	3
80	не является	8	3
81	своего рода	12	3
82	со стороны	9	3
83	как раз	2	3
84	в связи	2	3
85	уже не	5	3
86	что мы	2	3
87	и его	5	3
88	в рассказе	4	3
89	говорить о	2	3
90	связи с	4	3
91	что по	2	3
92	к которому	2	3
93	а с	3	2
94	говорит и	2	2
95	не менее	3	2
96	никогда не	3	2
97	себя и	2	2
98	точку зрения	4	2
99	что у	2	2
100	не столько	4	2
101	в рамках	12	2
102	одного из	4	2
103	и ее	2	2
104	утверждать что	2	2
105	что именно	2	2
106	или иной	5	2
107	к тому	7	2
108	как мы	3	2
109	а по	2	2
110	не как	2	2
111	но все	4	2
112	что они	3	2
113	есть в	2	2
114	но не	5	2
115	времени и	7	2
116	в свою	3	2
117	еще не	7	2
118	одной из	4	2
119	в сущности	3	2
120	при всей	4	2
121	одна из	3	2
122	речь идет	4	2
123	если в	3	2
124	нет и	2	2
125	один из	3	2
126	тем не	3	2
127	в форме	5	2
128	не на	2	2
129	и только	2	2
130	с ее	3	2
131	с одной	7	2
132	не мог	4	2
133	самом деле	2	2
134	во втором	4	2
135	что не	4	2
136	за рамки	2	2
137	то она	2	2
138	или в	2	2
139	в результате	2	2
140	одно из	2	2
141	могут быть	3	2
142	но как	2	2
143	этого слова	2	2
144	жизни но	2	2
145	не имеет	2	2
146	и тот	2	2
147	то есть	19	2
