N	2gram	Vygotskiy__4	Myslijsy
1	потому что	24	49
2	для нас	7	31
3	то есть	13	30
4	и в	33	24
5	может быть	22	23
6	то что	44	20
7	и не	13	19
8	а не	6	18
9	в том	21	18
10	что в	21	16
11	по себе	9	15
12	не только	7	15
13	при этом	2	13
14	было бы	12	13
15	не в	2	13
16	но не	3	12
17	не может	10	12
18	то же	9	12
19	мы можем	5	12
20	если бы	10	11
21	что мы	6	11
22	что и	3	11
23	вместе с	8	11
24	мы не	5	11
25	только в	4	11
26	таким образом	13	11
27	в себе	6	10
28	так что	7	10
29	как в	3	10
30	так как	12	10
31	точно так	3	9
32	вовсе не	5	9
33	в нем	7	9
34	как бы	25	9
35	но и	3	9
36	а в	4	8
37	том что	22	8
38	и на	5	8
39	в этом	28	8
40	прежде всего	2	7
41	во всяком	3	7
42	всяком случае	3	7
43	сами по	3	7
44	во всех	2	7
45	как и	5	7
46	того что	4	7
47	тем что	3	7
48	с этим	5	7
49	что если	3	6
50	связи с	2	6
51	с другой	2	6
52	в одном	3	6
53	и как	5	6
54	не можем	3	6
55	по поводу	4	6
56	и т	6	6
57	не было	3	6
58	не имеет	2	6
59	есть только	2	6
60	между двумя	2	6
61	в то	3	6
62	этого слова	3	6
63	и только	7	6
64	уже в	2	5
65	и уже	4	5
66	столь же	2	5
67	с ним	5	5
68	что они	6	5
69	тот же	3	5
70	что не	4	5
71	на то	10	5
72	о том	20	5
73	так и	3	5
74	в них	2	5
75	бы не	2	5
76	для того	23	5
77	из них	4	5
78	все же	5	5
79	в которой	4	5
80	сам по	2	4
81	место в	2	4
82	во время	6	4
83	никогда не	5	4
84	мысли о	2	4
85	из этих	2	4
86	образом в	2	4
87	что он	20	4
88	такой же	2	4
89	одна из	4	4
90	и другое	2	4
91	до сих	3	4
92	и если	9	4
93	в самом	12	4
94	в нее	2	4
95	время как	2	4
96	в котором	2	4
97	нам кажется	2	4
98	сих пор	3	4
99	с одной	3	4
100	что оно	3	4
101	и что	25	4
102	тем самым	3	4
103	в таком	4	4
104	тому как	2	4
105	как он	5	4
106	то время	2	4
107	с тем	4	4
108	но в	2	4
109	самое это	2	3
110	с чем	2	3
111	что это	13	3
112	смысле этого	3	3
113	на нас	4	3
114	так например	4	3
115	это не	6	3
116	и от	2	3
117	и все	12	3
118	на все	2	3
119	но мы	2	3
120	думать что	2	3
121	то это	3	3
122	о которых	2	3
123	одной стороны	3	3
124	и может	5	3
125	кажется что	2	3
126	мы в	3	3
127	например в	3	3
128	вслед за	3	3
129	в самой	6	3
130	в ней	6	3
131	его в	3	3
132	с таким	2	3
133	слова и	4	3
134	в целом	5	3
135	на него	4	3
136	со стороны	2	3
137	что она	10	3
138	в словах	2	3
139	только что	15	3
140	не заметно	2	3
141	что его	3	3
142	т п	3	3
143	т д	2	3
144	быть не	2	3
145	те же	2	3
146	если мы	12	3
147	и для	3	3
148	его не	2	3
149	как на	6	3
150	той же	4	3
151	что для	5	3
152	и то	2	3
153	одно из	2	3
154	в каком	8	3
155	могла бы	4	3
156	далеко не	3	3
157	полагает что	5	3
158	том как	3	3
159	и той	2	2
160	самого начала	5	2
161	всех этих	3	2
162	и затем	3	2
163	заключить что	2	2
164	и есть	4	2
165	и его	5	2
166	человеческой природы	2	2
167	что у	4	2
168	в какой	5	2
169	но он	6	2
170	хотя бы	2	2
171	кажется нам	3	2
172	что ни	2	2
173	и это	5	2
174	одной и	2	2
175	в жизни	4	2
176	что все	11	2
177	к этому	4	2
178	вопрос о	2	2
179	с его	2	2
180	что может	3	2
181	мы знаем	2	2
182	мы легко	3	2
183	у нас	4	2
184	которой мы	3	2
185	но все	2	2
186	все эти	6	2
187	так же	13	2
188	что ему	2	2
189	у него	6	2
190	же время	2	2
191	в нашей	2	2
192	в действительности	2	2
193	сама по	3	2
194	она есть	2	2
195	к таким	2	2
196	нужные для	2	2
197	но если	3	2
198	в его	10	2
199	и потому	2	2
200	не все	2	2
201	один из	2	2
202	на две	2	2
203	указывает на	3	2
204	все это	13	2
205	допустим что	2	2
206	другой стороны	2	2
207	внимание на	2	2
208	необходимые для	2	2
209	только после	5	2
210	а с	2	2
211	и других	4	2
212	на самом	6	2
213	самом деле	12	2
214	с самого	5	2
215	того чтобы	22	2
216	к другой	2	2
217	мы видим	6	2
218	должно быть	3	2
219	как это	14	2
220	и здесь	3	2
221	их в	3	2
222	сказать что	13	2
223	тому что	6	2
224	ничем не	2	2
225	не на	2	2
226	не то	4	2
227	во всем	2	2
228	во все	3	2
229	мы должны	6	2
230	могли бы	2	2
231	на этом	3	2
232	когда мы	6	2
233	это было	4	2
234	что нет	2	2
