N	2gram	Vygotskiy__1	TeoriaLi
1	не только	13	18
2	в качестве	2	17
3	и не	16	16
4	а в	6	14
5	в частности	3	13
6	и в	31	13
7	состоит в	3	13
8	может быть	22	12
9	так и	3	12
10	то есть	26	12
11	представляет собой	2	11
12	при этом	19	11
13	в этом	12	11
14	в том	30	11
15	но не	3	10
16	а не	13	10
17	и его	7	10
18	в его	6	9
19	то же	5	9
20	произведение искусства	8	8
21	что в	23	8
22	но и	2	8
23	в себе	4	7
24	том что	16	7
25	в отличие	3	7
26	точки зрения	15	7
27	в то	5	7
28	только в	14	7
29	как это	4	7
30	отличие от	4	7
31	как бы	5	6
32	но в	3	6
33	в своем	3	5
34	в ее	5	5
35	как и	16	5
36	не в	11	5
37	в самом	11	5
38	в нем	2	5
39	как в	9	5
40	он не	3	5
41	уже не	2	5
42	тем самым	2	5
43	с другой	5	5
44	между тем	4	5
45	мы имеем	4	5
46	в искусстве	4	5
47	не менее	2	4
48	конечном счете	3	4
49	ни в	9	4
50	более или	2	4
51	в конечном	3	4
52	в своей	3	4
53	то что	32	4
54	отношение к	2	4
55	или менее	2	4
56	приводит к	2	4
57	не может	17	4
58	в слове	3	4
59	сказать что	7	4
60	хотя и	3	4
61	слова в	3	3
62	художественного творчества	6	3
63	никогда не	8	3
64	в этих	4	3
65	этом смысле	2	3
66	прежде всего	4	3
67	художественного произведения	17	3
68	и к	3	3
69	а только	2	3
70	тем не	2	3
71	без остатка	2	3
72	того что	10	3
73	например в	3	3
74	совпадает с	4	3
75	и потому	2	3
76	этого слова	4	3
77	на почве	2	3
78	другой стороны	5	3
79	как раз	2	3
80	таким образом	20	3
81	и вот	3	3
82	и что	8	3
83	и по	3	3
84	и то	2	3
85	потому что	10	3
86	в основе	2	3
87	в этой	3	3
88	его в	2	3
89	в художественном	3	3
90	в произведении	3	3
91	сама по	2	2
92	и составляет	2	2
93	произведении искусства	3	2
94	только не	3	2
95	о чем	2	2
96	если бы	6	2
97	могут быть	11	2
98	себя и	2	2
99	в конце	3	2
100	того же	2	2
101	одного и	2	2
102	этих двух	2	2
103	вовсе не	6	2
104	или иных	2	2
105	по себе	9	2
106	что он	7	2
107	к тому	4	2
108	искусства но	2	2
109	но как	2	2
110	и как	2	2
111	что они	2	2
112	казалось бы	2	2
113	одной стороны	6	2
114	или иным	2	2
115	из которых	3	2
116	вслед за	6	2
117	имеет место	2	2
118	иначе говоря	5	2
119	в стихе	2	2
120	в виду	4	2
121	к жизни	2	2
122	даже в	2	2
123	к числу	2	2
124	и тем	2	2
125	к нему	2	2
126	как говорит	2	2
127	в целом	5	2
128	вместе с	8	2
129	со стороны	4	2
130	как к	2	2
131	мышления и	3	2
132	и для	5	2
133	с одной	5	2
134	и состоит	2	2
135	от себя	4	2
136	это и	3	2
137	в себя	2	2
138	в лирическом	2	2
139	тех или	2	2
140	и о	4	2
141	говорит что	5	2
142	с точки	2	2
143	и даже	6	2
144	так же	12	2
145	роль в	3	2
146	их в	2	2
147	у него	4	2
148	и здесь	2	2
149	как будто	5	2
150	о том	7	2
151	и это	3	2
152	в чем	2	2
153	в которой	4	2
154	в области	11	2
155	на деле	3	2
156	имеет в	2	2
