N	2gram	Bakhtin_Pr_4	slovoVRo
1	в романе	6	46
2	чужого слова	23	40
3	и в	46	39
4	может быть	23	37
5	и его	6	33
6	то есть	40	26
7	не только	14	24
8	и не	27	22
9	но и	12	21
10	не может	19	20
11	в нем	17	19
12	до конца	4	17
13	чужой речи	3	16
14	все это	6	16
15	в этом	16	16
16	так и	4	15
17	а не	11	14
18	чужим словом	13	14
19	слова в	13	13
20	как в	4	13
21	отличие от	3	13
22	в пределах	10	13
23	в процессе	4	13
24	во всех	5	12
25	в отличие	3	12
26	с чужим	6	11
27	слово в	6	11
28	чужое слово	40	10
29	вовсе не	9	10
30	к своему	3	9
31	не в	10	9
32	языка и	2	9
33	и с	7	9
34	прежде всего	9	8
35	словом и	3	8
36	себя в	3	8
37	слова и	7	8
38	таким образом	4	8
39	точки зрения	11	8
40	с его	5	7
41	слово как	4	7
42	при этом	5	7
43	для него	2	7
44	еще не	7	7
45	его слова	3	7
46	пределах одного	6	7
47	в его	9	7
48	как бы	19	7
49	никогда не	6	7
50	в этих	4	7
51	и даже	3	7
52	как мы	12	7
53	могут быть	2	7
54	с ним	2	7
55	в него	6	7
56	и к	9	6
57	все же	4	6
58	как и	12	6
59	в своем	3	6
60	языка в	2	6
61	но не	4	6
62	в большинстве	9	6
63	она не	3	6
64	слова от	2	6
65	в сущности	7	6
66	жизни и	5	6
67	там где	2	6
68	все эти	4	6
69	в слове	3	6
70	чужих слов	4	6
71	так сказать	5	6
72	но в	6	6
73	не могут	3	5
74	с другой	3	5
75	это не	5	5
76	и для	3	5
77	и все	9	5
78	и слова	2	5
79	со словом	2	5
80	по себе	7	5
81	для нас	2	5
82	том что	4	5
83	но все	2	5
84	или иной	2	5
85	своему предмету	3	5
86	только в	6	5
87	в том	9	5
88	например в	4	5
89	и их	3	5
90	той или	2	5
91	слово и	7	5
92	уже не	4	5
93	и наконец	4	5
94	остается в	2	5
95	героя и	4	5
96	конечно не	8	5
97	большинстве случаев	8	5
98	не менее	2	4
99	словом в	4	4
100	поэтому и	2	4
101	себя и	3	4
102	двуголосого слова	4	4
103	но здесь	3	4
104	на фоне	6	4
105	ни в	6	4
106	узком смысле	2	4
107	отношению к	5	4
108	же время	5	4
109	одна из	2	4
110	в узком	2	4
111	на почве	2	4
112	слова не	2	4
113	в отношении	3	4
114	по отношению	5	4
115	для этого	2	4
116	чужом слове	4	4
117	отношения к	2	4
118	в чужом	4	4
119	то же	6	4
120	и других	4	4
121	с помощью	3	4
122	в той	3	4
123	а в	2	4
124	слова с	7	4
125	и на	11	4
126	в то	5	4
127	отношении к	2	4
128	отношение к	3	4
129	здесь не	4	4
130	во всем	4	4
131	так как	5	4
132	перед нами	12	3
133	что в	4	3
134	хотя бы	2	3
135	человека и	3	3
136	должна быть	2	3
137	в романах	5	3
138	стороны и	2	3
139	здесь в	2	3
140	сама по	2	3
141	что и	3	3
142	точек зрения	4	3
143	но это	6	3
144	на этом	3	3
145	у него	5	3
146	всех его	3	3
147	и как	2	3
148	слов и	3	3
149	авторское слово	8	3
150	материал и	2	3
151	к нему	5	3
152	бы и	2	3
153	слово здесь	4	3
154	лишь в	2	3
155	героя в	3	3
156	с точки	9	3
157	не была	2	3
158	той же	3	3
159	рядом с	5	3
160	сказать что	2	3
161	между тем	2	3
162	речи и	5	3
163	к чужому	7	3
164	ту же	2	3
165	во всяком	2	3
166	слова на	5	3
167	например у	2	2
168	в данном	2	2
169	уже в	4	2
170	два голоса	3	2
171	не было	2	2
172	и другие	3	2
173	хотя и	6	2
174	но она	2	2
175	слово может	4	2
176	но он	3	2
177	того как	2	2
178	на границе	4	2
179	и прямо	2	2
180	влияние на	2	2
181	в себе	7	2
182	к различным	2	2
183	и здесь	4	2
184	что он	6	2
185	без всякого	2	2
186	и различные	2	2
187	с ее	3	2
188	если оно	2	2
189	в одно	2	2
190	речи как	2	2
191	более того	3	2
192	мы сказали	3	2
193	более или	3	2
194	чужую речь	4	2
195	все что	2	2
196	и нет	4	2
197	слово героя	3	2
198	мы увидим	6	2
199	и само	2	2
200	себе как	2	2
201	этих случаях	2	2
202	только и	2	2
203	не входят	2	2
204	есть от	2	2
205	мы уже	3	2
206	в диалогах	2	2
207	в поэзии	2	2
208	за пределы	5	2
209	же и	4	2
210	к ней	2	2
211	о нем	6	2
212	значение в	2	2
213	слова как	3	2
214	сих пор	8	2
215	то что	4	2
216	дело в	3	2
217	зрения и	2	2
218	слово слово	3	2
219	его как	2	2
220	вместе с	2	2
221	те же	2	2
222	на него	3	2
223	в различных	3	2
224	пор не	2	2
225	или менее	3	2
226	в их	4	2
227	чужому слову	9	2
228	кроме того	4	2
229	отличается от	3	2
230	так в	2	2
231	в языке	2	2
232	с этим	2	2
233	особенно в	5	2
234	еще более	3	2
235	авторским словом	3	2
236	в себя	4	2
237	мы не	4	2
238	они не	2	2
239	вне его	2	2
240	и т.п	14	2
241	как слово	2	2
242	одним из	3	2
243	слов в	2	2
244	или в	8	2
245	этот второй	3	2
246	людей и	4	2
247	конечно и	3	2
248	предмет слова	2	2
249	также и	3	2
250	в результате	2	2
251	и при	3	2
252	автора и	2	2
253	он не	4	2
254	именно как	2	2
255	далеко не	3	2
256	ведь и	5	2
257	в другом	2	2
258	единого и	2	2
259	чужой акцент	4	2
260	не знает	4	2
261	может стать	2	2
262	установка на	3	2
263	о том	5	2
264	почти до	2	2
265	как он	3	2
266	которые в	2	2
267	и между	6	2
268	в одном	11	2
269	степени и	2	2
270	до сих	8	2
