N	2gram	Propp_Russ_1	Istorich
1	и т	10	27
2	и в	36	26
3	т д	9	24
4	т е	17	18
5	так же	3	18
6	то что	6	16
7	не только	22	15
8	что в	19	14
9	может быть	8	14
10	но и	16	12
11	между двумя	2	12
12	и пр	2	11
13	показывает что	5	10
14	так и	7	10
15	таким образом	6	10
16	что и	7	9
17	все же	5	9
18	и не	6	9
19	так как	15	9
20	то же	3	8
21	а в	9	8
22	в этих	3	7
23	во время	14	7
24	об этом	9	7
25	как и	10	7
26	в качестве	3	7
27	нас к	2	7
28	на небо	3	7
29	как в	5	7
30	их в	3	7
31	в этом	12	7
32	мы имеем	4	7
33	таким же	3	6
34	в дальнейшем	2	6
35	мы видим	2	6
36	что они	7	6
37	предположить что	2	6
38	еще не	4	6
39	коня в	2	6
40	когда он	2	6
41	вместе с	10	6
42	не может	4	6
43	а не	2	6
44	д к	8	6
45	потому что	10	6
46	мы можем	2	6
47	могут быть	2	6
48	как он	2	6
49	у него	2	5
50	и как	2	5
51	это не	10	5
52	в одном	3	5
53	к этому	4	5
54	но все	3	5
55	в силу	2	5
56	но не	2	5
57	ничего не	3	5
58	в его	2	5
59	и у	5	5
60	и др	4	5
61	в некоторых	4	5
62	как мы	10	5
63	и что	4	5
64	уже не	6	5
65	и по	8	5
66	к зеленин	5	5
67	с ними	5	5
68	и с	2	5
69	тем что	4	5
70	и здесь	2	5
71	мы должны	2	5
72	но в	2	5
73	с собой	4	5
74	на себя	2	4
75	в тех	4	4
76	такое же	2	4
77	приводит нас	2	4
78	в доме	2	4
79	в этот	10	4
80	так в	4	4
81	тогда как	2	4
82	того как	5	4
83	не просто	2	4
84	что этот	4	4
85	в которых	5	4
86	о том	8	4
87	представляют собой	7	4
88	в числе	2	4
89	и более	2	3
90	домой и	2	3
91	что у	2	3
92	из этих	4	3
93	в образе	2	3
94	этом случае	5	3
95	для нас	6	3
96	в том	17	3
97	по существу	4	3
98	том что	19	3
99	и других	7	3
100	его к	2	3
101	но это	4	3
102	при этом	6	3
103	связанные с	3	3
104	не что	2	3
105	она не	2	3
106	и другие	13	3
107	мы увидим	8	3
108	например в	2	3
109	как бы	5	3
110	все эти	2	3
111	а также	3	3
112	что она	2	3
113	и и	2	3
114	не на	2	3
115	как это	8	3
116	всякого рода	3	3
117	в свете	2	3
118	не имеет	6	3
119	или в	2	3
120	что иное	2	3
121	связи с	4	3
122	только в	4	3
123	там где	2	3
124	иное как	2	3
125	е в	8	3
126	о чем	3	3
127	с тем	8	2
128	не менее	3	2
129	в фольклоре	2	2
130	его и	2	2
131	или другие	2	2
132	в своем	3	2
133	он же	3	2
134	с этим	2	2
135	они же	2	2
136	иногда и	5	2
137	главным образом	2	2
138	их не	2	2
139	тем не	3	2
140	его как	2	2
141	его от	2	2
142	так что	2	2
143	представляет собой	4	2
144	одна из	4	2
145	от них	3	2
146	на этом	3	2
147	при изучении	5	2
148	упомянуть что	2	2
149	после того	2	2
150	с целью	2	2
151	но есть	2	2
152	или на	3	2
153	между прочим	2	2
154	у нас	8	2
155	в частности	2	2
156	к ним	3	2
157	хотя и	2	2
158	что на	4	2
159	в нем	2	2
160	в отдельности	2	2
161	в целом	2	2
162	из них	8	2
163	и их	4	2
164	все это	6	2
165	что это	3	2
166	связь между	2	2
167	в связи	4	2
168	в других	11	2
169	этот вопрос	2	2
170	того что	4	2
171	на этот	3	2
172	тут же	2	2
173	и на	10	2
174	не случайно	2	2
175	в виде	6	2
176	их происхождение	2	2
177	показывают что	2	2
178	его с	4	2
179	этого слова	3	2
180	иногда в	2	2
181	поле и	2	2
182	в особенности	2	2
183	в области	3	2
184	так например	6	2
