N	2gram	Trubetskoy_1	Myshleni
1	в этом	17	29
2	точки зрения	11	28
3	и в	14	26
4	не только	9	24
5	для себя	2	24
6	то что	13	24
7	таким образом	11	23
8	с точки	9	21
9	того чтобы	8	19
10	в том	17	18
11	и не	19	18
12	для того	6	18
13	том что	9	17
14	потому что	5	16
15	как и	4	15
16	этом случае	3	14
17	того что	3	14
18	так же	2	14
19	так как	4	14
20	что в	4	12
21	вместе с	4	12
22	но и	10	11
23	не может	22	11
24	что они	3	10
25	тому что	2	9
26	в самом	3	9
27	тем что	3	9
28	в себе	9	9
29	то же	11	8
30	что он	6	8
31	ее в	2	8
32	тем самым	2	8
33	только в	5	8
34	к тому	7	7
35	в меру	2	7
36	прежде всего	8	7
37	может быть	9	7
38	и к	6	7
39	и то	4	7
40	вопрос о	5	6
41	и тем	2	6
42	по отношению	2	6
43	именно в	3	6
44	как на	8	6
45	мы должны	7	6
46	как бы	4	6
47	между собой	5	6
48	все что	4	6
49	и что	2	6
50	было бы	5	6
51	во всех	5	6
52	все эти	2	6
53	все же	4	6
54	самом деле	7	6
55	а не	2	6
56	в сознании	3	6
57	что это	3	6
58	что с	2	5
59	если бы	6	5
60	данном случае	3	5
61	и с	7	5
62	в начале	2	5
63	с тем	6	5
64	тогда когда	4	5
65	из всех	2	5
66	в силу	2	5
67	в качестве	3	5
68	она не	2	5
69	и для	6	5
70	в данном	7	5
71	не могут	4	4
72	никогда не	5	4
73	и от	2	4
74	в конце	3	4
75	не можем	2	4
76	на то	5	4
77	так что	2	4
78	в котором	2	4
79	если в	6	4
80	целый ряд	2	4
81	и наконец	2	4
82	друг друга	3	4
83	и во	3	4
84	в его	4	4
85	о том	7	4
86	но в	2	4
87	по этому	2	4
88	связи с	3	4
89	еще не	3	4
90	одной из	3	4
91	не есть	3	4
92	приводит к	4	4
93	что оно	3	4
94	не в	4	4
95	это есть	2	4
96	и только	5	4
97	в области	2	4
98	друг другу	2	3
99	для этого	3	3
100	все это	6	3
101	из этих	3	3
102	том и	2	3
103	но это	2	3
104	для него	6	3
105	в ней	2	3
106	и является	2	3
107	но мы	3	3
108	и по	3	3
109	он не	5	3
110	мы уже	2	3
111	с ним	2	3
112	состоит в	2	3
113	были бы	2	3
114	представить себе	2	3
115	по себе	2	3
116	во всем	4	3
117	последнее время	2	3
118	в то	10	3
119	но не	4	3
120	до сих	5	3
121	и о	2	3
122	для нее	2	3
123	и потому	3	3
124	что и	3	3
125	в своей	5	3
126	сих пор	5	3
127	только на	2	3
128	на самом	6	3
129	естественно что	2	3
130	к нему	2	3
131	деятельности и	2	3
132	отличается от	2	3
133	мы можем	2	3
134	в этой	4	3
135	и состоит	2	3
136	можно ли	3	2
137	себя и	5	2
138	в этих	2	2
139	его и	2	2
140	друг с	14	2
141	точку зрения	4	2
142	точно так	2	2
143	что все	3	2
144	и вместе	2	2
145	для нас	2	2
146	ни в	2	2
147	является не	2	2
148	в большинстве	3	2
149	несмотря на	3	2
150	или в	3	2
151	но для	2	2
152	но если	3	2
153	приводят к	2	2
154	в нем	5	2
155	друг от	2	2
156	в их	4	2
157	отношения к	2	2
158	лишь в	3	2
159	должно быть	3	2
160	а в	5	2
161	что для	3	2
162	самим собой	12	2
163	в своих	6	2
164	и есть	2	2
165	могут не	2	2
166	его в	4	2
167	большинстве случаев	2	2
168	к этой	4	2
169	признать что	6	2
170	во время	2	2
171	с этим	2	2
172	себя от	3	2
173	она может	3	2
174	то в	3	2
175	и при	6	2
176	лучшем случае	3	2
177	совершенно не	2	2
178	от друга	2	2
179	мы говорили	3	2
180	только к	3	2
181	время в	2	2
182	том же	2	2
183	о которых	3	2
184	этом и	2	2
185	благодаря этому	2	2
186	из этого	3	2
187	что же	4	2
188	на основании	2	2
189	даже если	2	2
190	из которых	5	2
191	ко всем	3	2
192	в лучшем	3	2
193	можно было	4	2
194	во всяком	9	2
195	которой она	2	2
196	с другом	14	2
197	если же	2	2
