N	2gram	Vinokur_Vv_1	Myshleni
1	в этом	34	29
2	точки зрения	7	28
3	и в	27	26
4	не только	21	24
5	то что	17	24
6	таким образом	19	23
7	с точки	2	21
8	представляет собой	12	19
9	того чтобы	21	19
10	в том	31	18
11	и не	13	18
12	для того	21	18
13	том что	26	17
14	потому что	14	16
15	как и	5	15
16	этом случае	6	14
17	того что	12	14
18	так же	3	14
19	так как	13	14
20	как мы	9	14
21	что в	11	12
22	вместе с	6	12
23	и его	5	12
24	но и	5	11
25	мысли и	2	11
26	не может	13	11
27	по своему	5	9
28	тому что	2	9
29	в самом	12	9
30	по сравнению	3	9
31	что мы	2	9
32	в сущности	3	9
33	тем что	6	9
34	в себе	4	9
35	же как	3	8
36	то же	8	8
37	что она	3	8
38	сказать что	5	8
39	свое выражение	3	8
40	сравнению с	3	8
41	что он	4	8
42	той же	4	8
43	только в	13	8
44	к тому	4	7
45	прежде всего	8	7
46	может быть	24	7
47	по мере	4	7
48	о природе	7	7
49	мы не	2	7
50	и то	5	7
51	в какой	4	6
52	вопрос о	8	6
53	и тем	5	6
54	по отношению	4	6
55	именно в	8	6
56	заключается в	4	6
57	как на	11	6
58	как бы	5	6
59	в ее	11	6
60	и что	4	6
61	было бы	5	6
62	во всех	2	6
63	все эти	3	6
64	все же	8	6
65	связь между	4	6
66	самом деле	6	6
67	движение от	2	6
68	а не	3	6
69	что это	3	6
70	на вопрос	6	5
71	с этой	4	5
72	можно сказать	3	5
73	как она	4	5
74	что с	3	5
75	до конца	3	5
76	одной стороны	4	5
77	если бы	2	5
78	в виду	4	5
79	в целом	5	5
80	во второй	3	5
81	данном случае	5	5
82	с одной	4	5
83	и с	2	5
84	одно из	5	5
85	в начале	3	5
86	же самое	2	5
87	как это	5	5
88	с тем	6	5
89	тогда когда	3	5
90	в силу	3	5
91	в качестве	7	5
92	отношению к	4	5
93	только что	4	5
94	слова как	2	5
95	связи между	4	5
96	и для	4	5
97	в данном	11	5
98	не менее	8	4
99	не могут	5	4
100	никогда не	3	4
101	с другой	8	4
102	в конце	3	4
103	так что	5	4
104	в котором	4	4
105	в его	10	4
106	о том	15	4
107	но в	10	4
108	о чем	4	4
109	по этому	2	4
110	относящихся к	4	4
111	то о	2	4
112	стороны и	3	4
113	связи с	3	4
114	чем в	3	4
115	еще не	4	4
116	одной из	3	4
117	своей природе	3	4
118	гораздо более	3	4
119	не есть	4	4
120	что оно	2	4
121	в той	7	4
122	не в	8	4
123	речь в	4	4
124	это есть	2	4
125	чем говорится	3	4
126	в области	4	4
127	связана с	4	3
128	учение о	2	3
129	для этого	3	3
130	все это	6	3
131	это не	8	3
132	из этих	5	3
133	но также	14	3
134	и обратно	4	3
135	в собственном	2	3
136	тем не	8	3
137	только по	3	3
138	мог бы	2	3
139	в ней	3	3
140	смысле этого	8	3
141	между ними	2	3
142	из двух	2	3
143	мы видели	2	3
144	отношений между	3	3
145	на котором	2	3
146	этом отношении	3	3
147	во втором	2	3
148	нуждается в	2	3
149	в первом	5	3
150	состоит в	2	3
151	первом случае	2	3
152	представить себе	5	3
153	по себе	9	3
154	есть не	3	3
155	и заключается	4	3
156	об этом	5	3
157	во всем	2	3
158	в то	5	3
159	но не	7	3
160	до сих	5	3
161	этого слова	2	3
162	в этот	2	3
163	что и	3	3
164	в своей	4	3
165	каждой из	3	3
166	собственном смысле	2	3
167	сих пор	5	3
168	к выводу	6	3
169	только на	3	3
170	как раз	4	3
171	этому поводу	2	3
172	из того	2	3
173	к нему	2	3
174	деятельности и	2	3
175	исследования и	2	3
176	мы можем	2	3
177	в этой	3	3
178	в чем	4	3
179	уже в	5	2
180	что если	2	2
181	казалось бы	2	2
182	к действительности	2	2
183	известном смысле	3	2
184	в этих	3	2
185	само собой	2	2
186	точно так	2	2
187	его к	2	2
188	только о	2	2
189	входит в	2	2
190	в работах	2	2
191	для объяснения	2	2
192	несмотря на	2	2
193	не мог	2	2
194	и той	2	2
195	одним из	5	2
196	но если	3	2
197	один из	6	2
198	в нем	13	2
199	есть только	2	2
200	отношение к	3	2
201	значение в	2	2
202	этой работы	3	2
203	в их	11	2
204	и других	3	2
205	этого термина	2	2
206	действительности в	2	2
207	выводу что	5	2
208	не имеет	4	2
209	как такового	2	2
210	должно быть	2	2
211	а в	5	2
212	самое что	2	2
213	в своих	2	2
214	также и	16	2
215	в которых	6	2
216	мере в	4	2
217	и есть	3	2
218	его в	6	2
219	в известном	3	2
220	нельзя не	4	2
221	с этим	2	2
222	к этому	3	2
223	вовсе не	6	2
224	значение и	2	2
225	природе и	2	2
226	той мере	4	2
227	у нас	2	2
228	и при	2	2
229	наряду с	2	2
230	время в	2	2
231	том же	2	2
232	с ней	2	2
233	о которых	2	2
234	и до	2	2
235	ее от	2	2
236	что же	3	2
237	на основании	5	2
238	в отношении	2	2
239	внимание на	4	2
240	в отличие	3	2
241	этого понятия	5	2
242	которого мы	2	2
243	того как	3	2
244	не до	2	2
245	но с	4	2
246	одной и	2	2
247	что не	5	2
248	из которых	2	2
249	можно было	7	2
250	не иначе	2	2
251	во всяком	3	2
252	знания в	3	2
253	могут быть	4	2
254	и ее	4	2
255	своему значению	2	2
256	если же	2	2
257	мы говорим	2	2
258	ответ на	3	2
259	отличие от	3	2
260	ничего не	2	2
