N	2gram	Tiupa_Anal_2	Dialekti
1	т е	2	46
2	не есть	2	40
3	и не	12	30
4	а не	10	18
5	может быть	6	17
6	ничего не	9	17
7	то что	7	16
8	и в	16	15
9	стало быть	2	15
10	как бы	10	14
11	не имеет	2	14
12	точки зрения	4	14
13	того что	2	13
14	по себе	2	13
15	прежде всего	3	11
16	в том	12	11
17	не может	4	11
18	говорить о	6	11
19	и все	3	11
20	в этом	18	11
21	с ее	2	10
22	личности и	2	10
23	том что	12	10
24	о личности	2	10
25	было бы	3	9
26	все это	4	9
27	то же	4	9
28	уже не	4	9
29	с точки	2	9
30	не в	4	8
31	в себе	7	8
32	не только	16	8
33	что в	2	7
34	крайней мере	3	7
35	по крайней	3	7
36	как и	14	7
37	и его	4	7
38	или в	3	7
39	только в	4	7
40	так что	3	6
41	же время	2	6
42	хотя и	4	6
43	и тем	4	6
44	и даже	9	6
45	в результате	3	6
46	сказать что	2	6
47	вовсе не	2	6
48	если бы	3	6
49	в то	2	6
50	что и	3	6
51	так и	15	5
52	в своем	4	5
53	на то	2	5
54	можно сказать	4	5
55	на себе	3	5
56	что она	2	5
57	таким образом	2	5
58	именно в	3	5
59	и на	6	5
60	о том	7	5
61	мы имеем	3	5
62	в сущности	4	5
63	в себя	4	5
64	и для	2	5
65	той же	2	5
66	что все	2	4
67	в этой	9	4
68	есть в	3	4
69	один из	2	4
70	ни с	2	4
71	но и	12	4
72	тех или	2	4
73	так же	2	4
74	с ними	3	4
75	не о	2	4
76	той или	3	4
77	в одном	2	4
78	отнюдь не	8	4
79	этом смысле	2	4
80	с их	2	4
81	она не	2	4
82	еще не	2	4
83	как раз	4	4
84	бы в	3	4
85	тому как	3	4
86	в его	2	4
87	подобно тому	3	4
88	на этом	4	3
89	тем самым	4	3
90	и если	3	3
91	для всех	2	3
92	ни о	3	3
93	в словах	3	3
94	в их	3	3
95	отношения к	2	3
96	с ним	2	3
97	но в	6	3
98	только не	4	3
99	в один	4	3
100	к этому	2	3
101	в одну	2	3
102	миф и	2	3
103	за пределы	4	3
104	в своей	2	3
105	со стороны	3	3
106	говорит о	5	3
107	как в	4	3
108	в данном	8	3
109	и то	3	3
110	могут быть	10	3
111	едва ли	3	3
112	не менее	4	2
113	в противоположность	2	2
114	в частности	16	2
115	что на	3	2
116	к своему	2	2
117	его как	2	2
118	как о	3	2
119	что с	2	2
120	при этом	10	2
121	в самом	6	2
122	совпадает с	4	2
123	никогда не	3	2
124	в котором	2	2
125	с той	2	2
126	из них	3	2
127	и их	2	2
128	другой стороны	2	2
129	лишь в	9	2
130	не мог	3	2
131	воли и	3	2
132	ведь и	2	2
133	того или	3	2
134	как это	6	2
135	тот кто	2	2
136	а как	2	2
137	при таком	2	2
138	и во	2	2
139	в качестве	11	2
140	все что	2	2
141	в аспекте	4	2
142	одной из	3	2
143	никак не	2	2
144	себе не	2	2
145	для нее	2	2
146	тем не	3	2
147	себя в	2	2
148	во всех	4	2
149	вместе с	2	2
150	собственно говоря	2	2
151	и слово	2	2
152	тем что	3	2
153	как будто	3	2
154	отличие от	2	2
155	это было	2	2
