N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	29	29
2	таким образом	12	20
3	и не	31	16
4	в этой	4	13
5	как и	12	12
6	но в	7	12
7	так и	7	11
8	и на	7	11
9	в этом	22	11
10	то же	14	10
11	как мы	4	10
12	в романе	9	10
13	мы уже	2	10
14	в то	10	10
15	не только	15	10
16	вовсе не	7	9
17	в конце	6	9
18	но и	14	9
19	все эти	9	9
20	и с	4	9
21	его в	6	9
22	же время	9	8
23	прежде всего	7	8
24	в его	24	8
25	и его	14	8
26	как бы	19	8
27	в них	3	7
28	так же	6	7
29	в том	8	7
30	так как	6	7
31	в большинстве	2	6
32	в сущности	5	6
33	но он	2	6
34	поэтому и	4	5
35	у него	5	5
36	это не	9	5
37	это и	5	5
38	до конца	8	5
39	и о	5	5
40	далеко не	3	5
41	в нем	19	5
42	в своей	8	5
43	и до	3	5
44	большинстве случаев	2	5
45	рядом с	14	5
46	сказать что	3	5
47	он и	5	5
48	перед нами	5	4
49	но они	2	4
50	с его	9	4
51	в литературе	4	4
52	что он	8	4
53	но это	4	4
54	есть и	2	4
55	еще не	5	4
56	и есть	2	4
57	конце концов	5	4
58	и др	5	4
59	один из	2	4
60	то что	15	4
61	жизни и	2	4
62	конечно не	2	4
63	все это	6	4
64	и одновременно	3	4
65	на самом	5	4
66	с другой	3	4
67	в результате	4	4
68	тем что	4	4
69	точки зрения	19	4
70	мира и	7	4
71	в которой	2	4
72	в плане	5	4
73	тому как	3	3
74	все время	2	3
75	всех этих	2	3
76	в своем	8	3
77	превращается в	4	3
78	с начала	2	3
79	самого начала	2	3
80	и здесь	3	3
81	все же	9	3
82	но как	3	3
83	том что	7	3
84	и как	7	3
85	мы видим	2	3
86	ведь это	2	3
87	и сам	2	3
88	тот же	2	3
89	той же	5	3
90	по преимуществу	2	3
91	он не	5	3
92	к нему	6	3
93	начала и	2	3
94	другой стороны	3	3
95	как к	3	3
96	при этом	2	3
97	на языке	2	3
98	и даже	2	3
99	и вполне	2	3
100	конечно и	2	3
101	в ней	2	3
102	же и	2	3
103	подобно тому	3	3
104	в себе	7	3
105	там где	10	3
106	своего времени	2	3
107	уже в	3	2
108	связи с	2	2
109	уже и	2	2
110	в другой	3	2
111	поэтому в	2	2
112	нового времени	3	2
113	мир и	5	2
114	в жизни	2	2
115	и со	2	2
116	со своими	2	2
117	его к	2	2
118	а как	7	2
119	у вас	2	2
120	о мире	6	2
121	и к	2	2
122	все в	3	2
123	ни в	3	2
124	образом все	2	2
125	именно в	5	2
126	но не	9	2
127	в себя	3	2
128	кроме того	3	2
129	не может	12	2
130	о своем	3	2
131	весь этот	2	2
132	на его	2	2
133	может быть	24	2
134	никогда не	3	2
135	уже не	13	2
136	все те	2	2
137	в котором	2	2
138	на котором	3	2
139	и для	4	2
140	и земли	2	2
141	но эти	2	2
142	его и	2	2
143	как в	6	2
144	в их	3	2
145	как раз	6	2
146	не на	4	2
147	мир в	3	2
148	в той	2	2
149	они не	4	2
150	и у	3	2
151	и наконец	4	2
152	с точки	13	2
153	между ними	2	2
154	друг друга	3	2
155	как на	3	2
156	здесь с	3	2
157	в своих	3	2
158	то он	2	2
159	их в	4	2
160	в основе	4	2
161	в одной	6	2
162	что из	2	2
163	как будто	3	2
164	только в	10	2
165	в один	2	2
166	если же	3	2
167	и это	5	2
168	так сказать	4	2
169	и этим	3	2
170	с ним	5	2
171	же не	2	2
