N	2gram	Vinokur_Ku_1	Myshleni
1	речи и	5	30
2	в этом	14	29
3	точки зрения	14	28
4	речи в	4	27
5	и в	24	26
6	не только	10	24
7	то что	9	24
8	таким образом	12	23
9	с точки	9	21
10	того чтобы	17	19
11	в том	30	18
12	и не	12	18
13	для того	16	18
14	том что	21	17
15	потому что	23	16
16	как и	2	15
17	этом случае	2	14
18	того что	9	14
19	так же	4	14
20	так как	9	14
21	с помощью	7	13
22	значение слова	3	13
23	что в	17	12
24	вместе с	7	12
25	и его	5	12
26	в которой	6	11
27	но и	6	11
28	в слове	2	11
29	не может	7	11
30	что они	4	10
31	слова и	4	10
32	тому что	3	9
33	в самом	10	9
34	в сущности	3	9
35	тем что	8	9
36	в себе	3	9
37	то же	8	8
38	что она	3	8
39	что он	6	8
40	ее в	2	8
41	тем самым	4	8
42	той же	3	8
43	только в	11	8
44	к тому	5	7
45	представление о	3	7
46	прежде всего	9	7
47	может быть	13	7
48	по мере	3	7
49	и то	3	7
50	в какой	6	6
51	иначе как	2	6
52	вопрос о	2	6
53	в смысле	2	6
54	и тем	2	6
55	по отношению	8	6
56	именно в	6	6
57	заключается в	2	6
58	как на	3	6
59	как бы	7	6
60	и что	5	6
61	было бы	15	6
62	все эти	6	6
63	все же	12	6
64	самом деле	9	6
65	а не	8	6
66	что это	5	6
67	с этой	2	5
68	можно сказать	3	5
69	что с	2	5
70	до конца	2	5
71	если бы	9	5
72	в виду	5	5
73	и значение	2	5
74	в целом	4	5
75	никак не	2	5
76	и с	5	5
77	одно из	2	5
78	себе в	3	5
79	могли бы	2	5
80	бы в	7	5
81	как это	3	5
82	с тем	5	5
83	тогда когда	6	5
84	речи не	2	5
85	в силу	10	5
86	в качестве	7	5
87	отношению к	9	5
88	слова как	3	5
89	если мы	2	5
90	в речи	3	5
91	и для	2	5
92	в данном	4	5
93	не менее	7	4
94	не могут	2	4
95	никогда не	2	4
96	с другой	7	4
97	на то	4	4
98	так что	4	4
99	в котором	3	4
100	если в	2	4
101	целый ряд	5	4
102	то и	2	4
103	этой точки	2	4
104	в его	12	4
105	нужно было	2	4
106	о том	9	4
107	но в	2	4
108	о чем	2	4
109	речи можно	4	4
110	связи с	7	4
111	еще не	5	4
112	гораздо более	3	4
113	не есть	4	4
114	как в	4	4
115	это и	4	4
116	что оно	3	4
117	в той	5	4
118	должны быть	2	4
119	не в	11	4
120	речь в	4	4
121	это есть	2	4
122	в области	7	4
123	учение о	4	3
124	я не	2	3
125	для этого	3	3
126	все это	6	3
127	это не	7	3
128	из этих	4	3
129	но также	2	3
130	том и	2	3
131	в собственном	2	3
132	слова но	2	3
133	тем не	4	3
134	есть в	4	3
135	очевидно что	3	3
136	в ней	6	3
137	и является	4	3
138	смысле этого	3	3
139	между ними	2	3
140	не является	2	3
141	письменной речи	3	3
142	этом отношении	5	3
143	только и	3	3
144	в самой	4	3
145	во втором	2	3
146	устной речи	2	3
147	он не	2	3
148	нуждается в	3	3
149	что эти	4	3
150	в первом	3	3
151	с ним	5	3
152	состоит в	3	3
153	втором случае	2	3
154	были бы	2	3
155	по себе	2	3
156	в то	2	3
157	но не	5	3
158	до сих	4	3
159	и потому	4	3
160	этого слова	3	3
161	что и	4	3
162	в своей	2	3
163	сих пор	4	3
164	так и	7	3
165	как раз	8	3
166	на самом	2	3
167	только потому	6	3
168	в этой	3	3
169	уже в	3	2
170	что если	2	2
171	казалось бы	3	2
172	можно ли	2	2
173	ему нужно	3	2
174	в этих	4	2
175	что все	2	2
176	его к	3	2
177	для нас	2	2
178	ни в	2	2
179	что его	2	2
180	ли не	3	2
181	свою очередь	3	2
182	в большинстве	2	2
183	в свою	3	2
184	на его	3	2
185	несмотря на	3	2
186	не мог	2	2
187	или в	2	2
188	одним из	2	2
189	но если	2	2
190	именно поэтому	2	2
191	все те	2	2
192	один из	4	2
193	в нем	4	2
194	и против	2	2
195	в их	3	2
196	этого термина	2	2
197	лишь в	2	2
198	не имеет	2	2
199	должно быть	3	2
200	а в	5	2
201	также и	2	2
202	в которых	6	2
203	мере в	6	2
204	и есть	2	2
205	перед вами	2	2
206	что слово	3	2
207	с этим	4	2
208	вовсе не	10	2
209	что было	2	2
210	значение и	2	2
211	той мере	5	2
212	и здесь	3	2
213	у нас	10	2
214	идет о	2	2
215	и при	2	2
216	убедиться что	2	2
217	только к	2	2
218	том же	2	2
219	относится к	2	2
220	даже в	3	2
221	в современной	2	2
222	что же	6	2
223	по своим	2	2
224	внимание на	4	2
225	того как	4	2
226	но с	2	2
227	можно говорить	2	2
228	что не	5	2
229	и он	3	2
230	можно было	6	2
231	во всяком	5	2
232	мы говорим	2	2
233	не раз	2	2
234	здесь как	2	2
235	ничего не	2	2
236	в определенных	2	2
