N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	29	30
2	то что	15	20
3	в этом	22	20
4	у него	5	19
5	в том	8	18
6	и не	31	18
7	и с	4	14
8	что он	8	13
9	в конце	6	13
10	том что	7	12
11	что в	8	12
12	не только	15	12
13	в его	24	11
14	а в	7	11
15	как мы	4	11
16	сказать что	3	11
17	и даже	2	10
18	не было	4	10
19	не в	7	9
20	для него	18	9
21	кроме того	3	9
22	было бы	5	9
23	все же	9	9
24	потому что	8	9
25	не может	12	9
26	в то	10	9
27	связи с	2	8
28	в своем	8	8
29	но и	14	8
30	что же	4	8
31	но в	7	8
32	никогда не	3	7
33	точки зрения	19	7
34	ни в	3	7
35	до конца	8	7
36	может быть	24	7
37	а не	22	7
38	прежде всего	7	6
39	и к	2	6
40	только в	10	6
41	всяком случае	3	6
42	во всяком	5	6
43	в себе	7	6
44	жизни и	2	6
45	и его	14	6
46	по себе	8	5
47	как и	12	5
48	так что	2	5
49	при этом	2	5
50	тот же	2	5
51	в своей	8	5
52	как бы	19	5
53	в котором	2	5
54	для себя	2	5
55	так и	7	5
56	все это	6	5
57	с этим	2	5
58	и что	2	5
59	в результате	4	5
60	все эти	9	5
61	так как	6	5
62	с ним	5	5
63	с его	9	4
64	именно в	5	4
65	с этой	2	4
66	я не	3	4
67	вовсе не	7	4
68	его в	6	4
69	в этой	4	4
70	в целом	6	4
71	на его	2	4
72	конечно не	2	4
73	несмотря на	6	4
74	и о	5	4
75	в ней	2	4
76	он не	5	4
77	в нем	19	4
78	не есть	2	4
79	него в	2	4
80	то же	14	4
81	и наконец	4	4
82	на этот	2	4
83	так же	6	4
84	той же	5	4
85	и на	7	4
86	но это	4	4
87	мы должны	3	4
88	в которой	2	4
89	отношение к	2	4
90	уже в	3	3
91	всех этих	2	3
92	в них	3	3
93	в отношении	2	3
94	хотя бы	2	3
95	же время	9	3
96	что и	4	3
97	по существу	3	3
98	и как	7	3
99	но не	9	3
100	он и	5	3
101	в данном	2	3
102	и для	4	3
103	никак не	2	3
104	с точки	13	3
105	в последний	2	3
106	нам кажется	2	3
107	как в	6	3
108	отношения к	3	3
109	таким образом	12	3
110	те же	2	3
111	здесь мы	2	3
112	уже не	13	3
113	и вполне	2	3
114	должно быть	4	3
115	наконец в	2	3
116	но он	2	3
117	его на	2	3
118	и это	5	3
119	в россии	2	3
120	конце концов	5	3
121	к нему	6	2
122	с которой	2	2
123	он сам	3	2
124	нисколько не	2	2
125	уже и	2	2
126	и есть	2	2
127	однако в	2	2
128	у достоевского	16	2
129	это не	9	2
130	правда в	2	2
131	и от	2	2
132	раз и	4	2
133	с начала	2	2
134	у вас	2	2
135	он все	2	2
136	на котором	3	2
137	же в	2	2
138	друг друга	3	2
139	из его	2	2
140	была для	3	2
141	есть и	2	2
142	само по	3	2
143	она не	7	2
144	и сам	2	2
145	достоевского но	6	2
146	о своем	3	2
147	кажется что	2	2
148	мы уже	2	2
149	себе и	3	2
150	в самом	10	2
151	в сущности	5	2
152	же и	2	2
153	и потому	6	2
154	о нем	9	2
155	даже в	4	2
156	начала и	2	2
157	и до	3	2
158	его и	2	2
159	бытия в	3	2
160	данном случае	2	2
161	в их	3	2
162	не на	4	2
163	как к	3	2
164	но все	5	2
165	в той	2	2
166	к этим	2	2
167	можно было	2	2
168	в своих	3	2
169	мысли и	5	2
170	их в	4	2
171	и во	2	2
172	не о	2	2
173	как будто	3	2
174	или как	5	2
175	в чисто	2	2
176	ничего не	5	2
