N	2gram	Vygotskiy__3	Komedia
1	и в	38	22
2	и не	10	21
3	том что	14	13
4	в том	25	12
5	таким образом	12	12
6	со стороны	2	11
7	так как	6	11
8	ни в	3	10
9	потому что	14	10
10	до сих	6	9
11	в самом	25	9
12	вместе с	5	9
13	сих пор	5	9
14	если бы	14	8
15	в своем	5	8
16	что он	11	8
17	к ней	2	8
18	в его	5	8
19	что и	4	8
20	в этом	13	8
21	о том	6	8
22	его в	3	8
23	при этом	4	7
24	в свою	4	7
25	то же	10	7
26	только что	2	7
27	едва ли	3	7
28	а в	7	7
29	в конце	2	7
30	к этому	3	6
31	ясно что	6	6
32	свою очередь	2	6
33	того же	3	6
34	для того	8	6
35	к тому	6	6
36	может быть	19	6
37	как раз	8	6
38	самом деле	21	6
39	и что	18	6
40	того чтобы	9	6
41	так что	8	6
42	и его	6	6
43	в то	3	6
44	что в	20	5
45	то это	2	5
46	что его	2	5
47	как это	6	5
48	не только	12	5
49	речь идет	4	5
50	в своей	5	5
51	из них	6	5
52	все это	3	5
53	он не	6	5
54	тем что	3	5
55	в которых	6	5
56	к себе	2	5
57	с ним	2	5
58	но в	3	5
59	с самого	6	4
60	самого начала	6	4
61	с тем	8	4
62	должен был	2	4
63	у него	4	4
64	отнюдь не	2	4
65	между собой	2	4
66	с другой	7	4
67	вовсе не	8	4
68	и здесь	6	4
69	он был	3	4
70	все же	8	4
71	не в	12	4
72	до конца	2	4
73	несмотря на	5	4
74	в ней	15	4
75	и т	14	4
76	то что	35	4
77	когда он	4	4
78	но и	5	4
79	что она	16	4
80	т п	5	4
81	а не	7	4
82	и для	4	4
83	так же	2	4
84	либо в	2	4
85	точки зрения	16	4
86	в себе	4	4
87	бы в	3	4
88	хотя бы	2	4
89	никогда не	4	3
90	в них	3	3
91	в глаза	2	3
92	следует что	2	3
93	в какой	5	3
94	с этой	2	3
95	с этим	8	3
96	одного из	2	3
97	в нем	4	3
98	далеко не	3	3
99	идет о	4	3
100	на то	16	3
101	и к	3	3
102	в ее	7	3
103	как и	8	3
104	в этой	13	3
105	по своему	4	3
106	одной стороны	5	3
107	было бы	12	3
108	и мы	13	3
109	конечно не	4	3
110	к ним	3	3
111	как бы	14	3
112	один из	6	3
113	в целом	4	3
114	не может	7	3
115	не могла	2	3
116	с одной	6	3
117	в течение	4	3
118	в двух	9	3
119	что не	3	3
120	с точки	9	3
121	столь же	2	3
122	и даже	4	3
123	не имеет	6	3
124	не так	3	3
125	их в	2	3
126	мы можем	7	3
127	во всяком	2	3
128	но если	4	3
129	представляет собой	2	3
130	же самое	10	3
131	на это	3	3
132	в которой	5	3
133	ничего не	2	3
134	всяком случае	2	3
135	том как	2	3
136	в основе	3	2
137	только для	3	2
138	все время	30	2
139	состоит в	3	2
140	в качестве	2	2
141	как в	4	2
142	к концу	3	2
143	и все	10	2
144	в одном	8	2
145	если он	4	2
146	и я	2	2
147	не могут	2	2
148	если мы	6	2
149	к своему	2	2
150	по существу	2	2
151	такое же	3	2
152	из всех	3	2
153	в силу	2	2
154	что они	4	2
155	аналогии с	2	2
156	она не	6	2
157	то время	2	2
158	что с	4	2
159	тот же	3	2
160	не мог	4	2
161	и если	6	2
162	совершенно не	5	2
163	в сущности	10	2
164	он говорит	6	2
165	и о	3	2
166	в котором	6	2
167	был бы	3	2
168	должен быть	3	2
169	представляют собой	2	2
170	раз в	4	2
171	во всех	4	2
172	наряду с	3	2
173	дело не	2	2
174	как мы	7	2
175	другой стороны	5	2
176	она была	4	2
177	целый ряд	2	2
178	бы не	3	2
179	по мнению	2	2
180	отношения к	2	2
181	время как	4	2
182	мы не	5	2
183	из которых	4	2
184	сам себя	2	2
185	какой мере	2	2
186	в таком	3	2
187	в своих	4	2
188	и на	6	2
189	я говорю	3	2
190	тому что	6	2
191	между тем	7	2
192	и во	2	2
193	и ее	2	2
194	в другом	5	2
195	и это	8	2
196	из этого	8	2
197	что эта	4	2
198	здесь не	3	2
199	к этой	2	2
200	больше чем	4	2
201	в виду	4	2
