N	2gram	Propp_Isto_1	Marksizm
1	может быть	25	28
2	и пр	4	25
3	и в	28	19
4	как бы	2	19
5	и не	9	19
6	не может	15	18
7	то же	12	16
8	и его	3	16
9	как мы	3	15
10	в этом	8	15
11	таким образом	8	14
12	не только	12	13
13	связи с	4	13
14	в нем	2	11
15	если бы	8	11
16	вовсе не	2	11
17	не в	9	10
18	в пределах	4	10
19	но и	10	10
20	том что	7	10
21	так и	9	10
22	для него	2	9
23	при этом	3	9
24	в основе	4	9
25	как и	4	9
26	а не	15	9
27	по отношению	3	8
28	в то	3	8
29	отношению к	3	8
30	только в	11	8
31	никогда не	14	7
32	в связи	4	7
33	в том	9	7
34	его в	6	7
35	но в	8	7
36	прежде всего	10	7
37	одна из	2	7
38	и для	4	7
39	к тому	6	6
40	и как	2	6
41	ни было	2	6
42	же самое	3	6
43	между тем	2	6
44	во всех	2	6
45	если мы	3	6
46	хотя бы	4	6
47	самого начала	2	5
48	то ни	2	5
49	в большинстве	4	5
50	в форме	3	5
51	в их	3	5
52	так же	7	5
53	и на	4	5
54	и здесь	7	5
55	большинстве случаев	4	5
56	к этому	2	5
57	в его	5	5
58	все же	10	5
59	с самого	2	5
60	должна быть	5	4
61	это не	7	4
62	на то	4	4
63	по мере	2	4
64	то что	9	4
65	и тем	2	4
66	мы видели	2	4
67	бы то	2	4
68	и их	3	4
69	того что	4	4
70	сказать что	5	4
71	бы в	2	4
72	как раз	2	4
73	что он	10	4
74	было бы	7	4
75	в данной	2	4
76	конечно не	2	4
77	в основном	2	4
78	связь с	4	4
79	в себе	2	4
80	ничего не	2	4
81	не существует	2	3
82	перед нами	3	3
83	в этих	7	3
84	в какой	3	3
85	столь же	2	3
86	с другой	6	3
87	и от	2	3
88	здесь мы	7	3
89	в этой	6	3
90	одной стороны	4	3
91	в ней	7	3
92	в котором	3	3
93	исходит из	3	3
94	его и	2	3
95	а в	7	3
96	с этим	4	3
97	с одной	4	3
98	все эти	4	3
99	в другом	3	3
100	должно быть	2	3
101	а иногда	2	3
102	мы постараемся	2	3
103	о том	9	3
104	так как	6	3
105	оно может	2	3
106	не как	3	3
107	по себе	3	3
108	в ее	2	3
109	в качестве	5	3
110	связано с	2	3
111	до сих	5	3
112	еще не	7	3
113	одной из	2	3
114	он не	2	3
115	относится к	2	3
116	что и	6	3
117	не есть	2	3
118	в отличие	2	3
119	на основе	5	3
120	могут быть	4	3
121	отличие от	2	3
122	сих пор	5	3
123	что в	12	2
124	что это	8	2
125	точку зрения	3	2
126	не знает	5	2
127	вопрос о	5	2
128	в тех	2	2
129	как процесс	2	2
130	мы знаем	4	2
131	нас не	3	2
132	что они	5	2
133	более или	5	2
134	как о	2	2
135	мы здесь	3	2
136	не так	2	2
137	одним из	2	2
138	в зависимости	2	2
139	другими словами	4	2
140	в своем	5	2
141	в особенности	2	2
142	отношения к	2	2
143	именно в	3	2
144	они не	4	2
145	и даже	4	2
146	и с	4	2
147	xix века	2	2
148	в начале	3	2
149	но они	2	2
150	от этого	2	2
151	первобытного мышления	2	2
152	поэтому в	2	2
153	значение и	2	2
154	не с	3	2
155	зависимости от	2	2
156	но не	5	2
157	здесь в	2	2
158	мы увидим	10	2
159	и потому	2	2
160	должен быть	3	2
161	себя в	2	2
162	или менее	5	2
163	приводит к	2	2
164	и тогда	3	2
165	не на	2	2
166	а с	2	2
167	что не	2	2
168	должны быть	4	2
169	и он	3	2
170	между ними	2	2
171	целое и	2	2
172	мы не	10	2
173	или в	5	2
174	то мы	4	2
175	тем что	3	2
176	вступает в	2	2
177	в виде	2	2
178	ответ на	2	2
179	там где	4	2
180	только с	2	2
181	это было	2	2
182	вместе с	6	2
