N	2gram	Potebnia_M_1	Problema
1	то есть	42	39
2	то что	10	38
3	и не	18	37
4	вовсе не	5	37
5	и в	39	35
6	не есть	10	33
7	сказать что	3	24
8	не только	21	24
9	том что	16	19
10	даже и	2	18
11	о том	2	18
12	может быть	27	18
13	у нас	2	18
14	в этом	15	17
15	но и	20	16
16	и вообще	3	16
17	в языке	33	15
18	что мы	4	14
19	только в	25	14
20	не менее	6	13
21	и что	10	13
22	потому что	52	13
23	во всяком	3	13
24	не может	22	13
25	тем не	6	12
26	в том	26	12
27	того что	8	12
28	теории языка	2	12
29	хотя бы	2	12
30	что в	22	11
31	прежде всего	4	11
32	так что	16	11
33	и даже	4	11
34	никак не	2	11
35	не будет	2	11
36	в таком	5	11
37	и с	3	10
38	таком случае	2	10
39	тем более	2	10
40	еще не	6	10
41	а не	21	10
42	и то	3	10
43	если мы	3	9
44	для нас	9	9
45	в этой	3	9
46	для себя	3	9
47	что же	2	9
48	только на	3	9
49	уже не	2	8
50	было бы	12	8
51	в виду	2	8
52	есть только	11	8
53	значение и	2	8
54	по себе	10	8
55	все же	6	8
56	при помощи	2	8
57	есть нечто	4	7
58	не имеет	5	7
59	в его	5	7
60	так и	13	7
61	так как	21	7
62	тем самым	4	7
63	мы не	10	7
64	с другой	7	6
65	что все	3	6
66	а только	4	6
67	но это	5	6
68	и т	6	6
69	т д	4	6
70	но как	3	6
71	в то	4	6
72	когда мы	2	6
73	не существует	2	6
74	на то	2	6
75	по крайней	2	6
76	есть не	2	6
77	относится к	3	6
78	крайней мере	2	6
79	и для	5	6
80	мы можем	2	6
81	но в	9	6
82	как будто	2	6
83	и без	3	5
84	в самом	3	5
85	языка и	17	5
86	с этим	7	5
87	с одной	3	5
88	так же	5	5
89	и более	2	5
90	и все	3	5
91	этом смысле	4	5
92	как и	9	5
93	связи с	3	5
94	но уже	2	5
95	то же	6	5
96	как мы	2	5
97	одной стороны	3	5
98	что не	10	5
99	другой стороны	5	5
100	в себе	13	5
101	и это	3	5
102	не могут	4	4
103	сама по	3	4
104	что если	3	4
105	и есть	2	4
106	в этих	7	4
107	в своем	3	4
108	что на	6	4
109	и как	6	4
110	есть в	2	4
111	не можем	2	4
112	и той	3	4
113	между собою	6	4
114	и следовательно	2	4
115	как бы	6	4
116	и тем	3	4
117	и только	2	4
118	таким образом	13	4
119	заключается в	3	4
120	а в	5	4
121	этой теории	4	4
122	но если	2	4
123	тем что	9	4
124	если бы	14	4
125	представить себе	3	4
126	стороны и	2	4
127	но не	8	4
128	что при	5	4
129	и о	2	4
130	если не	2	4
131	то и	7	4
132	в каком	6	4
133	слова и	4	4
134	не все	2	4
135	каждый раз	4	3
136	тому что	3	3
137	или даже	3	3
138	и от	3	3
139	из этих	4	3
140	точно так	11	3
141	вопрос о	4	3
142	язык как	7	3
143	теории и	2	3
144	к тому	4	3
145	слова то	2	3
146	несмотря на	5	3
147	и если	2	3
148	которые мы	5	3
149	хотя и	3	3
150	никто не	3	3
151	то это	5	3
152	в целом	2	3
153	только то	2	3
154	и их	3	3
155	в их	2	3
156	для этого	2	3
157	то ни	3	3
158	не было	4	3
159	от нас	2	3
160	при этом	6	3
161	и по	6	3
162	о языке	3	3
163	что для	3	3
164	в своих	4	3
165	иное как	2	3
166	языка в	6	3
167	что иное	2	3
168	в истории	7	3
169	о котором	3	3
170	мы должны	3	3
171	могли бы	2	3
172	бы в	4	3
173	то не	3	3
174	это будет	2	3
175	с тем	5	3
176	только не	2	3
177	для них	2	3
178	по этому	2	3
179	что слово	3	3
180	тогда когда	9	3
181	что такая	2	3
182	не что	2	3
183	о которых	2	3
184	только тогда	5	3
185	и того	2	3
186	все что	2	3
187	она не	3	3
188	мы в	2	3
189	если же	5	3
190	оно не	3	3
191	предмета а	2	3
192	бы не	6	3
193	с самого	3	3
194	для того	3	3
195	и притом	4	3
196	в слове	8	3
197	тому как	4	3
198	быть только	5	3
199	ничего общего	2	3
200	в таких	2	3
201	самого начала	3	2
202	уже с	2	2
203	язык не	5	2
204	что до	2	2
205	не в	15	2
206	только по	2	2
207	но все	2	2
208	независимо от	6	2
209	по поводу	3	2
210	в действительности	4	2
211	языка а	3	2
212	в состоянии	3	2
213	бы то	2	2
214	при таком	4	2
215	друг от	2	2
216	для всякого	2	2
217	язык и	5	2
218	что оно	2	2
219	в одно	2	2
220	не так	3	2
221	или в	2	2
222	должно быть	7	2
223	столько же	3	2
224	как на	3	2
225	само по	4	2
226	в ней	7	2
227	точки зрения	8	2
228	самого себя	4	2
229	о предмете	3	2
230	нет ничего	2	2
231	ли в	2	2
232	то на	4	2
233	и которые	2	2
234	для всех	5	2
235	в разные	2	2
236	были бы	3	2
237	в них	3	2
238	в определении	2	2
239	заставляет нас	2	2
240	с и	3	2
241	но при	3	2
242	с нею	4	2
243	с понятием	2	2
244	сколько и	3	2
245	языка как	5	2
246	и при	3	2
247	возможно только	5	2
248	мысль о	2	2
249	от друга	2	2
250	он не	3	2
251	понятий в	2	2
252	что и	6	2
253	во всех	5	2
254	вместе с	8	2
255	на него	3	2
256	мысли и	9	2
257	только при	2	2
258	еще более	2	2
259	одной и	3	2
260	чтобы не	2	2
261	есть если	2	2
262	того чтобы	2	2
263	той же	3	2
264	подобно тому	3	2
265	этим последним	3	2
266	самого предмета	4	2
267	во многих	2	2
268	из этого	2	2
269	которые не	2	2
