N	2gram	Losev_Prob_1	Formalny
1	и в	32	38
2	в этом	19	27
3	может быть	14	23
4	и пр	4	21
5	и его	3	21
6	таким образом	6	20
7	и не	31	20
8	в самом	6	16
9	прежде всего	10	15
10	не в	4	15
11	и т	11	14
12	не может	8	14
13	в нем	13	13
14	но и	9	13
15	связи с	5	13
16	с его	2	11
17	с тем	5	11
18	в том	9	11
19	вовсе не	35	11
20	в его	6	10
21	в связи	4	10
22	с другими	2	10
23	и с	2	9
24	как и	3	9
25	при этом	6	9
26	не только	17	9
27	отнюдь не	10	8
28	так и	12	8
29	самом деле	6	8
30	тем что	7	8
31	точки зрения	3	8
32	что в	12	7
33	не могут	2	7
34	по себе	15	7
35	для него	2	7
36	по существу	2	7
37	в своей	8	7
38	в других	5	7
39	как мы	7	7
40	уже не	3	7
41	с точки	3	7
42	в первом	2	7
43	не было	4	6
44	все время	2	6
45	в результате	2	6
46	то что	42	6
47	в истории	4	6
48	и ее	8	6
49	в этой	10	6
50	было бы	8	6
51	вместе с	2	6
52	в их	4	6
53	то же	10	6
54	все эти	8	6
55	а не	15	6
56	как такового	2	6
57	как раз	13	6
58	могут быть	2	6
59	он не	3	6
60	только в	7	6
61	а в	4	6
62	хотя бы	3	6
63	ни о	5	5
64	если бы	4	5
65	или иного	2	5
66	что он	7	5
67	именно в	4	5
68	по преимуществу	2	5
69	во всех	7	5
70	если мы	11	5
71	что же	9	5
72	с этим	3	5
73	и только	4	5
74	т д	10	5
75	и для	4	5
76	говорить о	6	5
77	в то	6	5
78	и должно	2	5
79	во всяком	7	5
80	всяком случае	3	5
81	оно не	3	4
82	не как	2	4
83	раз и	9	4
84	к тому	3	4
85	в дальнейшем	4	4
86	что они	3	4
87	литературы и	4	4
88	его от	3	4
89	совершенно не	6	4
90	в сущности	2	4
91	того или	2	4
92	как они	2	4
93	не о	2	4
94	известной степени	2	4
95	как бы	14	4
96	из них	3	4
97	как в	4	4
98	другой стороны	3	4
99	входит в	4	4
100	мы говорим	3	4
101	что оно	3	4
102	в теории	3	4
103	что не	3	4
104	и даже	11	4
105	даже и	8	4
106	именно как	4	4
107	здесь не	7	4
108	ничего не	10	4
109	так как	11	4
110	но в	14	4
111	всех этих	7	3
112	же как	2	3
113	для них	2	3
114	и может	2	3
115	с другой	3	3
116	из этих	2	3
117	и здесь	6	3
118	а наоборот	3	3
119	и как	6	3
120	но все	3	3
121	без всякой	2	3
122	но именно	3	3
123	например в	2	3
124	однако не	3	3
125	не является	5	3
126	не есть	29	3
127	быть и	3	3
128	и до	2	3
129	только на	4	3
130	все это	7	3
131	то и	6	3
132	только и	3	3
133	на самом	6	3
134	к нему	3	3
135	именно на	3	3
136	того что	7	3
137	того чтобы	9	3
138	для того	8	3
139	особенно в	2	3
140	мы не	2	3
141	или в	4	3
142	и на	8	3
143	сам по	7	3
144	хотя и	6	3
145	однако и	3	3
146	чем же	2	3
147	он и	8	3
148	но ведь	3	3
149	и все	7	3
150	его в	6	3
151	что это	3	3
152	в области	2	3
153	не то	2	3
154	это было	2	3
155	уже в	3	2
156	никогда не	7	2
157	по этому	3	2
158	в этих	3	2
159	в качестве	2	2
160	тому что	4	2
161	для этого	3	2
162	перед нами	5	2
163	говорим о	2	2
164	это не	6	2
165	в конце	6	2
166	в понятии	2	2
167	не просто	23	2
168	тем и	2	2
169	а только	5	2
170	его как	2	2
171	в ее	3	2
172	как его	2	2
173	том что	12	2
174	но это	8	2
175	действительности а	7	2
176	то в	5	2
177	для всего	2	2
178	является не	2	2
179	но не	9	2
180	совсем не	4	2
181	но как	6	2
182	и другое	2	2
183	кроме того	2	2
184	она не	2	2
185	ни на	4	2
186	мы в	3	2
187	в целях	2	2
188	на один	2	2
189	на первый	2	2
190	едва ли	2	2
191	и о	8	2
192	же и	3	2
193	конце концов	4	2
194	в котором	5	2
195	сами по	3	2
196	один из	4	2
197	и тем	13	2
198	есть только	8	2
199	этом смысле	6	2
200	не будет	2	2
201	от всех	2	2
202	ни в	7	2
203	ее в	2	2
204	разница между	2	2
205	а именно	12	2
206	науки а	2	2
207	во всей	3	2
208	поскольку он	2	2
209	смысл и	3	2
210	этого термина	4	2
211	тем самым	4	2
212	являются только	2	2
213	не имеет	2	2
214	должно быть	2	2
215	быть даже	2	2
216	что для	2	2
217	в таком	9	2
218	и то	6	2
219	их в	4	2
220	сказать что	13	2
221	между тем	2	2
222	является в	2	2
223	он в	2	2
224	к его	2	2
225	в искусстве	3	2
226	вопроса о	2	2
227	можно будет	2	2
228	при помощи	13	2
229	и это	9	2
230	функции в	4	2
231	в чем	3	2
232	потому что	16	2
233	как это	6	2
234	в которой	2	2
235	с ним	3	2
236	в виду	6	2
