N	2gram	Bakhtin_Fr_2	EvropaiC
1	таким образом	7	32
2	в том	3	31
3	и в	49	24
4	том что	4	20
5	все эти	7	19
6	не может	7	18
7	то что	6	17
8	может быть	5	15
9	все же	7	15
10	точки зрения	6	13
11	в своем	5	12
12	до сих	4	12
13	сих пор	4	12
14	в этом	15	12
15	все это	9	11
16	как бы	11	10
17	все что	2	10
18	во всех	6	10
19	так и	6	10
20	культуры и	3	10
21	на то	2	9
22	при этом	5	9
23	как и	11	9
24	что в	2	9
25	в самом	3	8
26	так же	2	8
27	и все	3	8
28	с точки	5	8
29	но и	13	7
30	и не	15	7
31	из этих	5	7
32	о том	3	7
33	что он	3	7
34	по существу	2	7
35	на самом	2	7
36	того чтобы	2	7
37	с другой	4	6
38	в этой	10	6
39	несмотря на	3	6
40	как на	4	6
41	и на	17	6
42	что касается	2	6
43	так как	6	6
44	с ним	4	6
45	еще не	2	6
46	в мире	2	6
47	мы можем	2	6
48	только в	13	6
49	вместе с	2	6
50	именно в	6	5
51	и без	2	5
52	на все	3	5
53	у него	2	5
54	другой стороны	3	5
55	как к	2	5
56	и с	6	5
57	но в	4	5
58	сравнению с	2	5
59	и к	4	5
60	в то	6	5
61	в его	18	5
62	не только	17	5
63	по сравнению	2	5
64	но все	4	5
65	лишь в	4	5
66	в себе	4	5
67	далеко не	3	5
68	никогда не	5	4
69	та же	2	4
70	в конце	2	4
71	в дальнейшем	2	4
72	одним из	2	4
73	хотя и	2	4
74	отношение к	8	4
75	из них	3	4
76	в их	2	4
77	всех этих	3	4
78	в одну	2	4
79	связи с	2	4
80	мы должны	2	4
81	мы уже	6	4
82	совершенно не	2	4
83	то же	7	4
84	в течение	3	4
85	и т.д	2	4
86	в области	4	4
87	с одной	3	3
88	но даже	2	3
89	в нашем	2	3
90	в этих	4	3
91	не подлежит	2	3
92	в тех	2	3
93	в нем	9	3
94	на этой	2	3
95	целый ряд	2	3
96	и других	3	3
97	а в	4	3
98	сомнению что	2	3
99	что только	2	3
100	в начале	5	3
101	в истории	6	3
102	и потому	5	3
103	этой культуры	2	3
104	прежде всего	19	3
105	в жизни	4	3
106	мы сказали	2	3
107	во всем	3	3
108	как известно	2	3
109	тот же	5	3
110	даже в	3	3
111	на земле	3	3
112	жизнь и	2	3
113	очень много	2	3
114	в связи	2	3
115	и вообще	3	3
116	и это	3	3
117	точку зрения	2	2
118	вследствие этого	2	2
119	как мы	7	2
120	для него	9	2
121	что они	2	2
122	же время	6	2
123	одной стороны	3	2
124	и традиции	2	2
125	к нему	3	2
126	в ней	2	2
127	в виду	3	2
128	всяком случае	2	2
129	с ее	3	2
130	мы видели	3	2
131	другими словами	3	2
132	и до	4	2
133	этот процесс	4	2
134	что для	3	2
135	в самой	2	2
136	одну из	2	2
137	не было	4	2
138	также и	3	2
139	во всяком	2	2
140	то есть	32	2
141	и более	4	2
142	в них	13	2
143	вовсе не	10	2
144	а затем	3	2
145	культура в	2	2
146	одна из	4	2
147	но не	5	2
148	только то	2	2
149	тех же	2	2
150	было бы	3	2
151	жизни и	7	2
152	никто не	2	2
153	в сущности	8	2
154	и особенно	3	2
155	в ту	2	2
156	почти все	3	2
157	в себя	6	2
158	ко всему	2	2
159	меньше чем	2	2
160	в другом	2	2
161	есть в	2	2
162	в эту	5	2
