N	2gram	Vygotskiy__1	VeschiIm
1	не есть	3	49
2	т е	3	42
3	не может	17	33
4	не только	13	31
5	может быть	22	29
6	и не	16	28
7	и в	31	26
8	то что	32	24
9	и есть	5	23
10	и т	26	21
11	т д	8	20
12	а не	13	20
13	есть только	2	17
14	что я	4	16
15	и следовательно	2	15
16	что она	6	14
17	только в	14	14
18	и что	8	13
19	того что	10	13
20	по себе	9	13
21	что это	6	12
22	было бы	6	12
23	но и	2	12
24	сказать что	7	12
25	есть не	2	12
26	все же	5	12
27	в себя	2	12
28	и то	2	12
29	что же	2	11
30	таким образом	20	11
31	то же	5	10
32	уже не	2	10
33	как бы	5	10
34	потому что	10	10
35	что мы	8	10
36	есть нечто	2	10
37	что такое	2	10
38	в том	30	9
39	в самом	11	9
40	и с	2	9
41	прежде всего	4	9
42	себя и	2	8
43	на то	10	8
44	но это	3	8
45	в себе	4	8
46	и это	3	8
47	ничего не	2	8
48	совершенно не	5	7
49	что оно	3	7
50	в то	5	7
51	его в	2	7
52	так как	18	7
53	если она	2	7
54	том что	16	7
55	указывает на	4	7
56	не будет	3	7
57	и их	2	7
58	как раз	2	7
59	в этом	12	7
60	ли это	2	7
61	оно есть	2	6
62	так что	5	6
63	и как	2	6
64	это есть	5	6
65	что они	2	6
66	но что	2	6
67	что в	23	6
68	жизни и	3	6
69	со стороны	4	6
70	отличается от	2	6
71	и только	3	6
72	в результате	4	6
73	точки зрения	15	6
74	когда мы	3	6
75	но в	3	6
76	ясно что	19	6
77	есть ли	2	6
78	она не	5	6
79	бы и	2	6
80	если мы	12	6
81	с ним	2	6
82	не менее	2	5
83	должна быть	3	5
84	с этой	4	5
85	тем не	2	5
86	не в	11	5
87	должны быть	3	5
88	а в	6	5
89	что для	2	5
90	или не	2	5
91	как к	2	5
92	с тем	3	5
93	если бы	6	5
94	отнюдь не	6	5
95	в ее	5	5
96	у нас	4	5
97	это и	3	5
98	одна из	4	5
99	но не	3	5
100	того же	2	5
101	в сущности	10	5
102	и для	5	5
103	в чем	2	5
104	можно ли	2	4
105	собственном смысле	3	4
106	в своем	3	4
107	с другой	5	4
108	независимо от	2	4
109	точка зрения	4	4
110	только то	2	4
111	из них	2	4
112	то и	2	4
113	что есть	2	4
114	от того	3	4
115	и даже	6	4
116	с этим	3	4
117	о том	7	4
118	не существует	2	4
119	и все	5	4
120	как и	16	4
121	и о	4	4
122	и потому	2	4
123	на почве	2	4
124	что и	13	4
125	с точки	2	4
126	то или	2	4
127	мы не	12	4
128	сама по	2	3
129	она должна	2	3
130	никогда не	8	3
131	но даже	2	3
132	вопрос о	3	3
133	в собственном	3	3
134	к тому	4	3
135	несмотря на	5	3
136	бы что	2	3
137	без всякого	2	3
138	более или	2	3
139	в нем	2	3
140	отношение к	2	3
141	все это	8	3
142	их в	2	3
143	но как	2	3
144	мы имеем	4	3
145	тогда когда	5	3
146	или как	2	3
147	нет никакой	3	3
148	на это	2	3
149	само по	5	3
150	в одном	2	3
151	в жизни	2	3
152	один из	4	3
153	что он	7	3
154	не быть	2	3
155	мы видим	5	3
156	тот же	2	3
157	по самому	5	3
158	себе не	3	3
159	в своей	3	3
160	вместе с	8	3
161	так и	3	3
162	или менее	2	3
163	только на	3	3
164	и тогда	2	3
165	самом деле	9	3
166	бы в	2	3
167	того чтобы	7	3
168	тому как	7	3
169	с в	3	3
170	не то	2	3
171	подобно тому	5	3
172	в основе	2	3
173	на вопрос	2	2
174	казалось бы	2	2
175	в частности	3	2
176	его и	3	2
177	тому что	4	2
178	человека и	2	2
179	а потому	3	2
180	что на	3	2
181	а только	2	2
182	ни в	9	2
183	и если	4	2
184	у меня	3	2
185	как совершенно	3	2
186	в виду	4	2
187	но совершенно	2	2
188	и тем	2	2
189	но только	3	2
190	этой точки	5	2
191	и вот	3	2
192	в слове	3	2
193	тех или	2	2
194	заключается в	7	2
195	так же	12	2
196	от всех	3	2
197	что то	2	2
198	в своих	4	2
199	что только	2	2
200	как это	4	2
201	как она	2	2
202	то есть	26	2
203	мы можем	4	2
204	быть совершенно	2	2
205	о чем	2	2
206	и во	2	2
207	различие между	4	2
208	бы ни	2	2
209	остановиться на	2	2
210	в силу	3	2
211	в качестве	2	2
212	и может	2	2
213	же тогда	2	2
214	никак не	4	2
215	он не	3	2
216	и когда	3	2
217	когда он	2	2
218	или его	3	2
219	но к	3	2
220	как в	9	2
221	мысли и	2	2
222	приводит к	2	2
223	себя смысл	2	2
224	как мы	2	2
225	для того	6	2
226	тем же	3	2
227	к чему	2	2
228	и его	7	2
229	той же	3	2
230	из его	3	2
231	во всяком	8	2
232	и таким	2	2
233	ту же	2	2
234	если же	2	2
235	и всякий	2	2
236	в науке	2	2
237	это все	3	2
238	то чтобы	2	2
