N	2gram	Losev_Vlad_2	Myshleni
1	в том	18	33
2	том что	12	27
3	точки зрения	7	26
4	то что	20	20
5	в этом	20	19
6	с точки	3	18
7	того что	5	17
8	и в	30	15
9	не только	12	15
10	что в	12	14
11	таким образом	3	14
12	что он	13	12
13	того чтобы	2	12
14	в самом	2	11
15	в целом	4	10
16	но и	8	10
17	было бы	9	10
18	для того	2	10
19	мы не	2	10
20	в своем	8	9
21	может быть	7	9
22	не может	9	9
23	о том	4	9
24	в сущности	2	9
25	связи с	8	9
26	так и	5	8
27	казалось бы	2	8
28	никогда не	7	8
29	не в	9	8
30	заключается в	2	8
31	и что	5	8
32	к тому	2	7
33	мы знаем	4	7
34	и не	18	7
35	потому что	9	7
36	как бы	5	7
37	по себе	5	7
38	тот же	5	7
39	он не	4	7
40	во всяком	6	7
41	едва ли	3	7
42	что это	4	6
43	в частности	2	6
44	в отношении	3	6
45	в теории	2	6
46	как мы	11	6
47	в этой	4	6
48	мы уже	2	6
49	в виду	2	6
50	на то	2	6
51	мы видели	2	6
52	в связи	8	6
53	мы находим	2	6
54	сказать что	11	6
55	мы должны	4	6
56	как он	2	6
57	как это	7	6
58	но в	8	6
59	вовсе не	4	6
60	и к	6	6
61	как и	5	6
62	вместе с	8	6
63	на этот	4	6
64	всяком случае	6	6
65	это не	2	5
66	уже в	3	5
67	и даже	10	5
68	друг друга	2	5
69	последнее время	2	5
70	тогда когда	2	5
71	по существу	3	5
72	то же	4	5
73	можно было	2	5
74	прежде всего	6	4
75	из этих	3	4
76	для нас	7	4
77	по поводу	4	4
78	несмотря на	4	4
79	том чтобы	2	4
80	все это	5	4
81	в них	3	4
82	не имеет	2	4
83	так же	4	4
84	а в	11	4
85	их в	2	4
86	и с	14	4
87	с и	2	4
88	в начале	4	4
89	так как	5	4
90	с его	4	4
91	к этому	6	4
92	все же	9	4
93	в последнее	2	4
94	в своей	5	4
95	даже в	2	4
96	как в	3	4
97	что его	4	4
98	того как	2	4
99	хотя бы	3	4
100	и его	6	4
101	с в	4	4
102	только в	6	4
103	в которой	4	4
104	он сам	2	3
105	мы будем	3	3
106	больше того	2	3
107	об этом	6	3
108	философии и	3	3
109	и сам	2	3
110	для него	9	3
111	при этом	5	3
112	в общем	2	3
113	бы с	2	3
114	и до	2	3
115	данном случае	2	3
116	со стороны	4	3
117	что для	2	3
118	все эти	5	3
119	те же	3	3
120	он на	2	3
121	и по	2	3
122	в результате	5	3
123	к этой	2	3
124	с ним	5	3
125	и все	7	3
126	и особенно	3	3
127	с этим	5	3
128	что можно	3	3
129	в следующем	3	3
130	тем более	3	3
131	но не	3	3
132	того же	5	3
133	для себя	5	3
134	а не	7	3
135	в данном	3	3
136	в отличие	3	3
137	и это	3	3
138	отличие от	3	3
139	ничего не	2	3
140	что если	2	2
141	и есть	2	2
142	в этих	4	2
143	с этой	4	2
144	на все	2	2
145	с с	4	2
146	же это	2	2
147	можно сказать	4	2
148	и можно	2	2
149	ни в	7	2
150	и как	3	2
151	своей жизни	3	2
152	но все	2	2
153	как у	2	2
154	но что	5	2
155	только тогда	2	2
156	и мы	4	2
157	только его	2	2
158	в котором	5	2
159	в их	2	2
160	есть нечто	2	2
161	должно быть	3	2
162	в более	2	2
163	также и	6	2
164	еще один	2	2
165	а также	10	2
166	или как	2	2
167	с которой	2	2
168	нисколько не	2	2
169	уже и	2	2
170	у него	19	2
171	нет никаких	2	2
172	к его	2	2
173	увидим ниже	2	2
174	именно в	4	2
175	и из	2	2
176	наряду с	2	2
177	том же	3	2
178	к ней	3	2
179	в его	11	2
180	что и	3	2
181	во всех	3	2
182	с ней	2	2
183	или менее	3	2
184	без всякого	2	2
185	что же	8	2
186	и для	3	2
187	в течение	5	2
188	вообще в	3	2
189	которой мы	2	2
190	той же	4	2
191	нас в	2	2
192	само по	2	2
193	в себе	6	2
194	и вообще	10	2
195	на эту	2	2
196	более или	3	2
197	учения о	3	2
198	не то	3	2
