N	2gram	Losev_Dial_4	Psycholo
1	то что	16	32
2	и в	15	31
3	в том	11	30
4	и т	17	26
5	что в	7	23
6	может быть	17	22
7	таким образом	5	20
8	при помощи	3	20
9	ясно что	11	19
10	при этом	2	19
11	совершенно ясно	2	19
12	так как	14	18
13	не может	11	17
14	как и	7	16
15	том что	10	16
16	и не	30	16
17	точки зрения	14	15
18	только в	7	14
19	а не	18	13
20	не только	8	13
21	что и	6	13
22	так же	4	12
23	если мы	5	12
24	мы не	9	12
25	в этом	11	12
26	в самом	2	11
27	могут быть	3	11
28	не в	8	11
29	в области	3	11
30	на то	5	10
31	в сущности	5	10
32	художественное произведение	2	10
33	того что	13	10
34	потому что	10	10
35	по себе	13	9
36	ни в	8	9
37	как в	3	9
38	никогда не	2	8
39	вместе с	2	8
40	все это	9	8
41	т д	15	8
42	и что	9	8
43	во всяком	2	8
44	что мы	7	8
45	что он	7	7
46	есть в	4	7
47	только тогда	5	7
48	на основании	3	7
49	и его	7	7
50	заключается в	2	7
51	того чтобы	5	7
52	тому как	4	7
53	сказать что	6	7
54	о том	5	7
55	что это	13	6
56	вовсе не	6	6
57	было бы	9	6
58	если бы	6	6
59	из этих	2	6
60	отнюдь не	4	6
61	что она	5	6
62	для того	5	6
63	и даже	6	6
64	в его	4	6
65	и есть	19	5
66	само по	4	5
67	и все	11	5
68	тогда когда	5	5
69	этой точки	2	5
70	в ее	2	5
71	показывает что	2	5
72	все же	2	5
73	так что	6	5
74	мы видим	4	5
75	она не	4	5
76	совершенно не	3	5
77	как бы	14	5
78	был бы	2	5
79	оказывается что	4	5
80	другой стороны	2	5
81	и для	5	5
82	то же	9	5
83	это есть	13	5
84	подобно тому	4	5
85	в то	6	5
86	как будто	2	5
87	в которой	2	4
88	в котором	2	4
89	в виду	9	4
90	прежде всего	11	4
91	и так	2	4
92	одной и	3	4
93	в себе	8	4
94	отличие от	2	4
95	что я	5	4
96	и если	3	4
97	у нас	3	4
98	от себя	2	4
99	и о	8	4
100	никак не	2	4
101	один из	4	4
102	со стороны	3	4
103	к этому	3	4
104	для всех	3	4
105	совпадает с	2	4
106	с этой	2	4
107	в результате	6	4
108	мы можем	3	4
109	как это	2	4
110	мы имеем	5	4
111	не могут	2	3
112	нашего исследования	2	3
113	с тем	4	3
114	только не	3	3
115	в частности	2	3
116	в своем	5	3
117	та же	3	3
118	точно так	2	3
119	что все	4	3
120	представление о	2	3
121	должна быть	7	3
122	вопрос о	2	3
123	в собственном	3	3
124	что на	2	3
125	это и	9	3
126	но это	4	3
127	в силу	4	3
128	не будет	2	3
129	все что	2	3
130	из которых	3	3
131	в этой	4	3
132	хотя и	6	3
133	и когда	2	3
134	себе не	2	3
135	но мы	2	3
136	не есть	40	3
137	жизни и	4	3
138	в своей	3	3
139	и той	3	3
140	собственном смысле	2	3
141	так и	5	3
142	не было	2	3
143	что оно	7	3
144	от того	2	3
145	и вот	11	3
146	но только	5	3
147	должны быть	4	3
148	и по	2	3
149	той же	5	3
150	и только	2	3
151	с этим	3	3
152	во всем	2	3
153	и это	8	3
154	что эта	2	3
155	это все	2	3
156	что по	2	3
157	но в	3	3
158	т е	46	3
159	в основе	10	2
160	не менее	2	2
161	тот кто	2	2
162	или иное	3	2
163	сама по	5	2
164	тем или	2	2
165	она должна	2	2
166	этом смысле	4	2
167	если она	2	2
168	главным образом	2	2
169	и как	4	2
170	и без	2	2
171	в них	2	2
172	и во	2	2
173	человека и	2	2
174	в жизни	5	2
175	не всегда	3	2
176	с ним	3	2
177	быть в	5	2
178	есть не	5	2
179	оно есть	4	2
180	она в	3	2
181	или не	4	2
182	тем не	2	2
183	уже не	9	2
184	и потому	3	2
185	только о	3	2
186	себя и	3	2
187	что они	4	2
188	что здесь	3	2
189	что даже	2	2
190	в качестве	2	2
191	есть нечто	2	2
192	но что	5	2
193	не дает	2	2
194	что с	2	2
195	ту или	2	2
196	случае не	2	2
197	и может	2	2
198	когда она	3	2
199	как таковое	3	2
200	что такое	5	2
201	во внимание	2	2
202	и их	2	2
203	искусством и	2	2
204	видим что	4	2
205	же тогда	2	2
206	и следовательно	3	2
207	тех или	4	2
208	чувства и	2	2
209	к жизни	3	2
210	и тем	6	2
211	в нем	5	2
212	из них	2	2
213	когда он	3	2
214	я думаю	2	2
215	но и	4	2
216	говорит о	3	2
217	без всякого	2	2
218	что же	2	2
219	и тогда	2	2
220	только что	2	2
221	как раз	4	2
222	то и	2	2
223	что есть	2	2
224	в себя	5	2
225	может дать	2	2
226	тем самым	3	2
227	есть только	3	2
228	с точки	9	2
229	то или	3	2
230	от него	3	2
231	в чем	8	2
232	ничего не	17	2
233	бы ни	2	2
234	и с	4	2
235	в каком	5	2
236	мы получаем	2	2
237	бы и	3	2
238	но как	2	2
239	и то	3	2
240	бы в	4	2
241	тех же	2	2
242	то на	3	2
243	в одном	4	2
244	стало быть	15	2
