N	2gram	Losev_Prob_5	Myshleni
1	в этом	17	29
2	точки зрения	10	28
3	и в	30	26
4	не только	18	24
5	для себя	5	24
6	то что	18	24
7	таким образом	13	23
8	с точки	8	21
9	и речи	2	19
10	того чтобы	2	19
11	в том	12	18
12	и не	12	18
13	для того	3	18
14	том что	17	17
15	потому что	13	16
16	как и	7	15
17	того что	3	14
18	так же	5	14
19	так как	6	14
20	как мы	2	14
21	с помощью	2	13
22	что в	5	12
23	вместе с	7	12
24	и его	6	12
25	в которой	5	11
26	но и	13	11
27	не может	5	11
28	что они	3	10
29	по своей	2	10
30	в самом	5	9
31	тем что	2	9
32	в себе	4	9
33	то же	2	8
34	сказать что	9	8
35	что он	7	8
36	ее в	2	8
37	только в	9	8
38	к тому	2	7
39	представление о	2	7
40	прежде всего	6	7
41	может быть	7	7
42	и к	4	7
43	мы не	2	7
44	и то	5	7
45	в какой	2	6
46	в смысле	4	6
47	и тем	3	6
48	по отношению	2	6
49	именно в	3	6
50	как бы	6	6
51	в ее	3	6
52	все что	2	6
53	и что	6	6
54	было бы	4	6
55	все эти	2	6
56	все же	9	6
57	самом деле	2	6
58	а не	5	6
59	с этой	2	5
60	можно сказать	6	5
61	одной стороны	3	5
62	в виду	3	5
63	и их	5	5
64	данном случае	2	5
65	с одной	3	5
66	никак не	8	5
67	и с	5	5
68	в начале	3	5
69	с тем	5	5
70	тогда когда	4	5
71	из всех	2	5
72	в силу	5	5
73	в качестве	4	5
74	отношению к	2	5
75	тем же	3	5
76	и для	6	5
77	что этот	5	5
78	в данном	2	5
79	не менее	5	4
80	не могут	2	4
81	никогда не	7	4
82	перейти к	3	4
83	что у	5	4
84	с другой	6	4
85	в конце	8	4
86	на то	2	4
87	так что	11	4
88	в котором	2	4
89	то и	2	4
90	в его	12	4
91	о том	12	4
92	но в	9	4
93	по этому	2	4
94	связи с	7	4
95	еще не	3	4
96	гораздо более	4	4
97	как в	2	4
98	не в	7	4
99	и только	2	4
100	едва ли	4	4
101	в области	2	4
102	учение о	3	3
103	я не	2	3
104	и другое	3	3
105	это не	2	3
106	тем не	5	3
107	есть в	2	3
108	в ней	3	3
109	и является	2	3
110	в первой	2	3
111	только и	3	3
112	мы находим	7	3
113	но только	3	3
114	в самой	3	3
115	во втором	2	3
116	он не	3	3
117	с ним	3	3
118	по себе	2	3
119	об этом	4	3
120	в то	4	3
121	но не	7	3
122	и другой	2	3
123	в одной	2	3
124	до сих	2	3
125	и о	5	3
126	что и	6	3
127	в своей	22	3
128	сих пор	2	3
129	так и	7	3
130	как раз	5	3
131	этому поводу	2	3
132	к нему	3	3
133	мы можем	5	3
134	в этой	10	3
135	в чем	2	3
136	уже в	2	2
137	и наиболее	2	2
138	прежде чем	2	2
139	не чем	2	2
140	точно так	3	2
141	то время	3	2
142	подобного рода	7	2
143	для нас	10	2
144	ни в	4	2
145	что его	3	2
146	ли не	2	2
147	мы и	2	2
148	в свою	2	2
149	на его	2	2
150	несмотря на	6	2
151	не мог	4	2
152	или в	4	2
153	но для	2	2
154	один из	2	2
155	в нем	6	2
156	есть только	3	2
157	отношение к	2	2
158	в середине	2	2
159	время как	3	2
160	на первом	3	2
161	а в	6	2
162	нас и	2	2
163	также и	12	2
164	иным как	2	2
165	в м	2	2
166	мере в	2	2
167	но он	5	2
168	его в	6	2
169	и которые	2	2
170	находим в	2	2
171	к этому	2	2
172	вовсе не	8	2
173	значение и	2	2
174	раз в	2	2
175	у нас	7	2
176	со всеми	2	2
177	о своем	2	2
178	бы с	2	2
179	наряду с	2	2
180	чем иным	2	2
181	гораздо больше	2	2
182	и делает	2	2
183	и до	2	2
184	из этого	4	2
185	оказывается что	4	2
186	в отношении	3	2
187	внимание на	3	2
188	которого не	2	2
189	которого мы	2	2
190	того как	5	2
191	в период	4	2
192	что не	2	2
193	и он	4	2
194	можно было	2	2
195	нас в	4	2
196	во всяком	2	2
197	здесь как	2	2
198	ничего не	2	2
