N	2gram	Vinokur_Ku_3	Myshleni
1	в том	22	33
2	том что	11	27
3	точки зрения	23	26
4	то что	4	20
5	в этом	16	19
6	с точки	16	18
7	того что	11	17
8	и в	23	15
9	не только	17	15
10	что в	13	14
11	таким образом	9	14
12	что он	6	12
13	того чтобы	11	12
14	в самом	13	11
15	в процессе	3	11
16	в целом	4	10
17	но и	3	10
18	было бы	16	10
19	для того	12	10
20	мы не	3	10
21	в своем	4	9
22	может быть	14	9
23	не может	6	9
24	что мы	2	9
25	о том	6	9
26	в сущности	4	9
27	связи с	6	9
28	так и	6	8
29	не в	5	8
30	заключается в	4	8
31	и что	7	8
32	если бы	8	8
33	к тому	3	7
34	одной стороны	4	7
35	с одной	4	7
36	и не	10	7
37	потому что	12	7
38	как бы	5	7
39	по себе	6	7
40	тот же	6	7
41	он не	3	7
42	во всяком	2	7
43	что это	3	6
44	в частности	2	6
45	в отношении	3	6
46	точку зрения	2	6
47	как мы	5	6
48	в виду	8	6
49	мы видели	3	6
50	по отношению	3	6
51	в связи	5	6
52	мы находим	3	6
53	с другой	7	6
54	сказать что	7	6
55	мы должны	3	6
56	как он	2	6
57	как это	7	6
58	но в	2	6
59	в зависимости	7	6
60	вовсе не	5	6
61	и к	3	6
62	как и	5	6
63	зависимости от	8	6
64	вместе с	2	6
65	если мы	7	6
66	самом деле	14	6
67	на этот	2	6
68	речи в	7	6
69	там где	3	6
70	это не	3	5
71	уже в	3	5
72	вопрос о	11	5
73	смысле слова	2	5
74	с помощью	6	5
75	тогда когда	4	5
76	по существу	3	5
77	отношению к	2	5
78	то же	6	5
79	можно было	11	5
80	этот вопрос	3	5
81	связь между	3	5
82	на вопрос	3	4
83	независимо от	5	4
84	прежде всего	9	4
85	из этих	5	4
86	что все	2	4
87	для нас	4	4
88	по поводу	3	4
89	том чтобы	4	4
90	все это	2	4
91	не имеет	3	4
92	так же	2	4
93	а в	5	4
94	и с	3	4
95	так как	9	4
96	все же	5	4
97	в качестве	2	4
98	в своей	4	4
99	как в	4	4
100	как раз	4	4
101	того как	7	4
102	а с	3	4
103	из того	2	4
104	хотя бы	9	4
105	только в	6	4
106	том числе	2	3
107	только для	2	3
108	но на	3	3
109	для этого	6	3
110	что именно	3	3
111	что они	2	3
112	очевидно что	3	3
113	при этом	6	3
114	в общем	6	3
115	смысле этого	2	3
116	чем это	2	3
117	точка зрения	4	3
118	но мы	2	3
119	данном случае	4	3
120	языка и	2	3
121	и только	3	3
122	все эти	7	3
123	те же	7	3
124	они не	3	3
125	лишь в	8	3
126	что как	3	3
127	с другими	2	3
128	в которых	3	3
129	в результате	3	3
130	мы имеем	2	3
131	речи но	3	3
132	состоит в	2	3
133	тем более	5	3
134	но не	3	3
135	того же	4	3
136	относительно того	2	3
137	для которого	2	3
138	когда он	2	3
139	собственном смысле	2	3
140	бы и	3	3
141	что она	5	3
142	только что	2	3
143	на самом	3	3
144	речи как	3	3
145	тем самым	4	3
146	а не	11	3
147	речь в	2	3
148	значение в	2	3
149	в данном	7	3
150	он в	2	3
151	в отличие	2	3
152	отношения между	4	3
153	этого слова	4	3
154	отличие от	2	3
155	ничего не	6	3
156	чем в	2	2
157	не могут	5	2
158	сама по	2	2
159	что если	2	2
160	и есть	5	2
161	в этих	2	2
162	столь же	4	2
163	вопросом о	4	2
164	с этой	3	2
165	речи эта	2	2
166	как например	2	2
167	или иной	7	2
168	же это	2	2
169	можно сказать	2	2
170	что на	3	2
171	ни в	3	2
172	и как	2	2
173	но все	2	2
174	и более	3	2
175	иными словами	8	2
176	не дает	2	2
177	когда в	2	2
178	с целью	2	2
179	только тогда	4	2
180	той или	5	2
181	в котором	2	2
182	и тем	6	2
183	могут быть	6	2
184	в некоторых	2	2
185	на том	2	2
186	от того	5	2
187	в их	6	2
188	для обозначения	2	2
189	целый ряд	4	2
190	не станем	2	2
191	о языке	6	2
192	должно быть	7	2
193	увидим что	2	2
194	то он	3	2
195	но для	3	2
196	остается в	2	2
197	но если	3	2
198	говорить о	6	2
199	также и	5	2
200	а также	4	2
201	понятие о	2	2
202	в одном	2	2
203	все те	2	2
204	в известном	2	2
205	отнюдь не	3	2
206	были бы	4	2
207	вопрос об	2	2
208	к его	2	2
209	именно в	3	2
210	к вопросу	2	2
211	за пределы	2	2
212	иначе говоря	2	2
213	указывает что	2	2
214	в его	11	2
215	самое важное	2	2
216	речь идет	3	2
217	что и	6	2
218	или менее	2	2
219	и самый	2	2
220	что же	5	2
221	нас к	2	2
222	в силу	6	2
223	той же	3	2
224	тому как	2	2
225	нас в	3	2
226	речи которые	3	2
227	тем что	5	2
228	на которых	5	2
229	не понимают	2	2
230	на протяжении	2	2
231	не потому	3	2
232	более или	2	2
233	учения о	4	2
234	не то	2	2
