N	2gram	Propp_Isto_5	Tvorches
1	и в	25	21
2	как бы	2	17
3	в то	3	15
4	в его	12	13
5	то же	4	13
6	что в	8	12
7	как и	7	12
8	том что	8	11
9	все это	4	10
10	как в	6	8
11	он не	4	8
12	то что	7	8
13	у него	2	7
14	в свою	3	7
15	в том	6	7
16	не только	13	7
17	и не	11	7
18	и на	8	7
19	что он	22	6
20	и все	3	6
21	не менее	4	6
22	человека в	3	6
23	а в	3	6
24	и его	9	6
25	в этом	10	6
26	о том	7	6
27	это уже	2	5
28	вовсе не	2	5
29	а не	2	5
30	но это	7	5
31	может быть	17	5
32	в этой	3	5
33	все же	10	5
34	таким образом	9	5
35	потому что	7	5
36	только в	7	5
37	в русской	3	5
38	человека и	2	4
39	прежде всего	6	4
40	и как	3	4
41	в целом	3	4
42	одним из	2	4
43	один из	2	4
44	в своей	2	4
45	не может	6	4
46	это не	6	4
47	с большой	2	4
48	в основном	4	4
49	уже в	2	3
50	он видит	4	3
51	в книге	3	3
52	никогда не	3	3
53	с другой	9	3
54	что все	4	3
55	представление о	17	3
56	с ним	4	3
57	на берегу	2	3
58	говорит о	2	3
59	в дальнейшем	4	3
60	но не	5	3
61	даже в	2	3
62	в нем	7	3
63	и т	20	3
64	жизни и	2	3
65	время в	2	3
66	но и	13	3
67	ее в	2	3
68	уже не	11	3
69	и других	2	3
70	того что	2	3
71	и по	2	3
72	так же	5	3
73	в которой	4	3
74	связан с	2	3
75	и с	3	3
76	в виде	9	3
77	ту же	2	3
78	представляет собой	7	3
79	так как	11	3
80	такой же	2	2
81	перед нами	2	2
82	а как	2	2
83	в частности	7	2
84	в этих	6	2
85	на том	3	2
86	в качестве	7	2
87	к этому	2	2
88	ее и	3	2
89	можно сказать	2	2
90	что и	6	2
91	с которым	2	2
92	что его	3	2
93	а затем	7	2
94	об этом	2	2
95	так что	2	2
96	не в	6	2
97	то в	2	2
98	одна из	2	2
99	того же	2	2
100	из них	2	2
101	живет в	5	2
102	из других	2	2
103	в ней	5	2
104	из себя	4	2
105	в него	5	2
106	если в	3	2
107	герой в	4	2
108	и тем	4	2
109	тем не	4	2
110	еще в	2	2
111	когда он	2	2
112	вместе с	22	2
113	данном случае	2	2
114	в наше	2	2
115	до этого	2	2
116	в себя	3	2
117	здесь мы	5	2
118	в одно	2	2
119	самом деле	2	2
120	и он	6	2
121	на смену	4	2
122	представлений о	7	2
123	или в	6	2
124	сказать что	2	2
125	могут быть	6	2
126	но он	2	2
127	когда человек	2	2
128	это время	2	2
129	в данном	3	2
130	свою противоположность	2	2
131	при помощи	7	2
132	героя и	3	2
133	значит что	2	2
