N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	23	44
2	в том	11	36
3	что в	8	30
4	том что	9	29
5	в этом	25	21
6	вовсе не	8	19
7	то что	18	18
8	не только	13	18
9	было бы	6	17
10	а в	7	17
11	о том	2	17
12	и не	34	16
13	а не	20	16
14	может быть	21	15
15	в данном	2	14
16	в области	3	14
17	как в	6	13
18	можно было	3	13
19	не в	6	12
20	в первой	2	12
21	в этой	4	11
22	самом деле	5	11
23	того чтобы	4	11
24	точки зрения	21	11
25	для того	2	10
26	что он	10	10
27	но и	11	10
28	но в	4	10
29	только в	8	10
30	в отношении	2	9
31	с другой	2	9
32	если бы	10	9
33	в то	10	9
34	как и	8	9
35	того что	2	9
36	так и	10	9
37	в его	24	9
38	например в	3	8
39	во всех	5	8
40	все же	5	8
41	из них	2	8
42	не может	11	8
43	и его	13	8
44	это не	10	8
45	с точки	15	8
46	я не	3	7
47	прежде всего	7	7
48	в самом	8	7
49	для нас	3	7
50	сих пор	2	7
51	до сих	2	7
52	другой стороны	2	7
53	таким образом	11	7
54	этом отношении	5	7
55	сказать что	5	7
56	потому что	12	6
57	из этих	2	6
58	но это	5	6
59	для него	15	6
60	что и	5	6
61	в своей	11	6
62	данном случае	2	6
63	со стороны	2	6
64	именно в	6	6
65	на самом	4	6
66	в той	6	6
67	во всяком	4	6
68	хотя бы	2	6
69	всяком случае	3	6
70	никогда не	5	5
71	была бы	2	5
72	так же	6	5
73	в котором	2	5
74	в нем	20	5
75	в целом	4	5
76	жизни и	6	5
77	все это	7	5
78	той же	6	5
79	то же	10	5
80	и даже	3	5
81	и по	2	5
82	в которых	2	5
83	тем что	3	5
84	все эти	8	5
85	так как	7	5
86	там где	6	5
87	на вопрос	2	4
88	что она	2	4
89	это в	2	4
90	вопрос о	4	4
91	бы и	4	4
92	это и	9	4
93	же время	7	4
94	но все	4	4
95	должна была	4	4
96	является не	3	4
97	как раз	4	4
98	как бы	28	4
99	не было	3	4
100	заключается в	2	4
101	этот вопрос	2	4
102	как будто	3	4
103	в которой	4	4
104	в основе	5	3
105	по этому	2	3
106	тому что	2	3
107	поэтому в	2	3
108	точку зрения	4	3
109	для себя	2	3
110	и с	4	3
111	в конце	5	3
112	должна быть	2	3
113	в каждом	8	3
114	ни в	3	3
115	да и	2	3
116	чем в	2	3
117	но не	8	3
118	еще не	5	3
119	кажется что	3	3
120	в чужую	2	3
121	и для	3	3
122	не значит	2	3
123	даже в	2	3
124	и тем	2	3
125	отношению к	11	3
126	в истории	2	3
127	по отношению	11	3
128	что для	2	3
129	лишь в	3	3
130	на этот	2	3
131	и вполне	2	3
132	конечно и	4	3
133	в результате	4	3
134	это очень	3	3
135	между тем	5	3
136	что все	3	2
137	уже в	5	2
138	а как	6	2
139	нисколько не	2	2
140	всех этих	3	2
141	да ведь	2	2
142	в этих	2	2
143	в своем	8	2
144	и во	2	2
145	по крайней	2	2
146	крайней мере	2	2
147	по существу	4	2
148	идет о	3	2
149	есть в	3	2
150	при этом	3	2
151	то время	2	2
152	ни один	2	2
153	она не	5	2
154	и перед	2	2
155	но именно	4	2
156	и сам	2	2
157	несмотря на	6	2
158	в сущности	5	2
159	за пределы	6	2
160	совпадает с	2	2
161	но для	2	2
162	и потому	3	2
163	этого слова	2	2
164	ни одной	2	2
165	как можно	2	2
166	и уже	3	2
167	только у	3	2
168	в первом	2	2
169	отношения к	2	2
170	на него	2	2
171	критической литературы	3	2
172	и их	2	2
173	этой работы	2	2
174	хотел бы	2	2
175	а потому	2	2
176	и у	4	2
177	ни одного	2	2
178	мы не	2	2
179	не у	4	2
180	ничего не	6	2
181	в своих	2	2
182	их в	2	2
183	у него	6	2
184	ни на	2	2
185	он не	4	2
186	но он	2	2
187	в себе	5	2
188	нет ни	2	2
189	в сознании	2	2
190	говорить о	2	2
191	все в	6	2
192	и все	3	2
193	его в	4	2
194	и это	5	2
195	к нему	3	2
196	только с	2	2
197	то есть	24	2
