N	2gram	Propp_Isto_5	Marksizm
1	точки зрения	2	34
2	может быть	17	26
3	и не	11	26
4	не может	6	24
5	и в	25	19
6	и его	9	19
7	таким образом	9	17
8	в этом	10	16
9	как бы	2	15
10	прежде всего	6	13
11	как мы	5	13
12	как и	7	12
13	и пр	3	12
14	и для	2	11
15	связи с	8	11
16	в нем	7	10
17	самом деле	2	10
18	только в	7	9
19	но и	13	8
20	друг друга	3	8
21	до сих	2	8
22	не только	13	8
23	все же	10	8
24	то что	7	8
25	сих пор	2	8
26	в связи	4	7
27	все эти	8	7
28	так же	5	7
29	в ее	4	7
30	во всех	2	7
31	то же	4	7
32	а не	2	7
33	в том	6	6
34	в пределах	4	6
35	другой стороны	8	6
36	и здесь	7	6
37	того же	2	6
38	в основном	4	6
39	в его	12	6
40	мы не	5	6
41	ничего не	2	6
42	с другой	9	5
43	мы знаем	8	5
44	не в	6	5
45	и потому	2	5
46	и все	3	5
47	к этому	2	5
48	вовсе не	2	5
49	входит в	5	5
50	того чтобы	3	5
51	ясно что	5	5
52	что в	8	4
53	не менее	4	4
54	вопрос о	2	4
55	в ней	5	4
56	здесь мы	5	4
57	а в	3	4
58	и на	8	4
59	сказать что	2	4
60	с этим	5	4
61	по себе	2	4
62	еще не	8	4
63	не будем	5	4
64	как в	6	4
65	для того	3	4
66	в данном	3	4
67	формы и	2	3
68	а как	2	3
69	можно сказать	2	3
70	в целях	3	3
71	и как	3	3
72	в дальнейшем	4	3
73	из них	2	3
74	все это	4	3
75	по отношению	2	3
76	того что	2	3
77	с другими	4	3
78	в то	3	3
79	его в	9	3
80	и действительно	5	3
81	он может	2	3
82	этом случае	7	3
83	том что	8	3
84	и при	2	3
85	социальной жизни	2	3
86	мы должны	4	3
87	совершенно не	2	3
88	он не	4	3
89	в своей	2	3
90	в истории	4	3
91	но все	5	3
92	и это	4	3
93	в которой	4	3
94	же как	4	2
95	в частности	7	2
96	никогда не	3	2
97	что во	2	2
98	что все	4	2
99	его к	3	2
100	тем не	4	2
101	в свою	3	2
102	одним из	2	2
103	но для	2	2
104	и др	3	2
105	на этой	4	2
106	жизни и	2	2
107	язык и	2	2
108	и других	2	2
109	именно на	2	2
110	с этой	2	2
111	к его	2	2
112	о том	7	2
113	так как	11	2
114	и с	3	2
115	от этого	4	2
116	по мере	2	2
117	если бы	2	2
118	не как	4	2
119	что он	22	2
120	то в	2	2
121	по которым	2	2
122	одна из	2	2
123	в качестве	7	2
124	она не	2	2
125	мы уже	4	2
126	что и	6	2
127	отношению к	2	2
128	человека в	3	2
129	из которых	2	2
130	и он	6	2
131	на смену	4	2
132	или в	6	2
133	мы можем	2	2
134	тем что	10	2
135	могут быть	6	2
136	и вообще	3	2
137	ту же	2	2
138	в русской	3	2
139	там где	6	2
140	из него	2	2
