N	3gram	Losev_Prob_2	Dialekti
1	и т д	6	23
2	это значит что	3	21
3	тем не менее	12	10
4	в таком случае	10	10
5	не только не	2	7
6	а не просто	2	6
7	не что иное	3	6
8	что иное как	3	6
9	не может быть	3	6
10	есть то что	2	5
11	вовсе не есть	10	5
12	о том что	14	5
13	в самом деле	2	5
14	само по себе	2	5
15	по крайней мере	6	5
16	на первый план	3	4
17	ничем не отличается	2	4
18	сама по себе	4	4
19	то это значит	2	4
20	подобно тому как	2	4
21	не есть просто	2	4
22	имеется в виду	2	3
23	даже и не	2	3
24	только тогда когда	3	3
25	ни в каком	4	3
26	в том что	4	3
27	с одной стороны	5	3
28	то что мы	7	3
29	сами по себе	2	3
30	ни от чего	2	3
31	на то что	4	3
32	крайней мере в	2	3
33	есть не что	3	3
34	как раз и	4	3
35	и прежде всего	2	3
36	не есть ни	3	3
37	и что такое	3	3
38	тем более не	2	2
39	что же такое	4	2
40	тот или иной	4	2
41	точно так же	3	2
42	не говоря уже	4	2
43	того или иного	5	2
44	это и есть	2	2
45	с другой стороны	5	2
46	ничего не знает	2	2
47	и в этом	3	2
48	во всяком случае	10	2
49	и не просто	5	2
50	в крайнем случае	2	2
51	говоря уже о	4	2
52	так или иначе	6	2
